feature,target,n,spearman_rho,spearman_p
q75_logistic_amp,echem_regime_pc1,127,-0.007988996487746414,0.9289685341790356
phase_fraction_slope_per_norm_time_source_echem_context_residual,shape_V_mean,122,-0.007627470167518529,0.9335477419155703
q55_logistic_t0,visual_sanity_score,22,-0.018633540372670808,0.9344048422352652
q55_phase_fraction_slope,echem_regime_pc1,128,0.00726810734664942,0.9351050278737393
phase_fraction_slope_per_norm_time_source_echem_context_residual,echem_regime_pc1,128,-0.007027744741484638,0.937246708198934
masked_minus_bg_slope,echem_regime_pc1,128,-0.006833165489684574,0.938980778740822
masked_minus_background_mean_slope_source_echem_context_residual,echem_regime_pc1,128,0.005516894080448852,0.9507183564772619
q55_avrami_r2,shape_V_mean,122,-0.005353770221568466,0.9533296688281703
q75_phase_fraction_last,visual_sanity_score,24,-0.011311727446822503,0.9581628920813955
q65_phase_fraction_slope,echem_regime_pc1,128,-0.002334951021600759,0.979131439583174
q75_phase_fraction_slope,echem_regime_pc1,128,-0.001259042217529821,0.9887464456424984
q65_logistic_amp,cycles_to_next_event,124,-0.0012037173493778324,0.989413754188215
