feature,target,n,spearman_rho,spearman_p
q80_logistic_k_per_s,n_frames_percentile,48,0.4523826681143755,0.0012458449145902506
q80_positive_rate_fraction,phase_slope_positive_fraction_protocol_residual,52,0.4302538297415507,0.0014543877757911276
roi_norm_delta,V_mean,38,-0.49816974059289054,0.001458173138025481
q80_fraction_delta,V_mean,38,-0.49154807811270157,0.001723998890384852
q80_transformed_fraction_delta,V_mean,38,-0.49154807811270157,0.001723998890384852
q60_variation_to_net_abs,mode_review_priority,52,-0.42058528550019414,0.0019057944251667266
q60_positive_rate_fraction,mode_review_priority,52,0.41351570764258416,0.0023108305719417525
q60_avrami_n,n_frames_percentile,52,-0.4072642049587175,0.0027308558619255634
roi_norm_delta,n_frames_percentile,52,0.40554215758045653,0.0028578423583292367
q70_fraction_delta,n_frames_percentile,52,0.4043367244156739,0.002949815172746255
q70_transformed_fraction_delta,n_frames_percentile,52,0.4043367244156739,0.002949815172746255
q80_logistic_r2,phase_slope_positive_fraction_protocol_residual,48,0.4094387747574593,0.0038553500978676433
q80_max_abs_rate_per_s,mode_review_priority,52,0.3844265627211986,0.004896533273123444
q70_fraction_delta,phase_slope_positive_fraction_protocol_residual,52,0.37746388174239665,0.005804559201436188
q70_transformed_fraction_delta,phase_slope_positive_fraction_protocol_residual,52,0.37746388174239665,0.005804559201436188
q80_fraction_delta,n_frames_percentile,52,0.3740286905582809,0.006304444740860233
q80_transformed_fraction_delta,n_frames_percentile,52,0.3740286905582809,0.006304444740860233
q70_positive_rate_fraction,mode_review_priority,52,0.3708236130263491,0.006804307056398353
q80_avrami_n,n_frames_percentile,52,-0.36395471339545427,0.007993147999292754
q80_time_of_max_abs_rate_s,mode_review_priority,52,-0.36207376536381747,0.008348594721137206
q60_logistic_r2,V_mean,38,0.4202548454093326,0.008614837498253841
q70_logistic_k_per_s,V_mean,38,-0.4198134012439867,0.00869226106592629
q70_max_abs_rate_per_s,mode_review_priority,52,0.3548848435204135,0.009836392917017106
q60_max_abs_rate_per_s,mode_review_priority,52,0.3531345393481126,0.010231514617730891
q70_logistic_k_per_s,mode_review_priority,50,0.34960501447343556,0.012823374059548817
q60_fraction_delta,n_frames_percentile,52,0.340276561944366,0.013576906622030904
q60_transformed_fraction_delta,n_frames_percentile,52,0.340276561944366,0.013576906622030904
roi_norm_delta,phase_slope_positive_fraction_protocol_residual,52,0.33992745758456494,0.013679462734457346
q60_fraction_delta,phase_slope_positive_fraction_protocol_residual,52,0.3329857901033221,0.015860825489216857
q60_transformed_fraction_delta,phase_slope_positive_fraction_protocol_residual,52,0.3329857901033221,0.015860825489216857
q60_logistic_k_per_s,V_mean,38,-0.3884708655044251,0.015943252494648275
q60_time_of_max_abs_rate_frac,mode_review_priority,52,0.3299929083134246,0.016889052143316253
q60_time_of_max_abs_rate_frac,n_frames_percentile,52,0.32771813334247524,0.017708018644105282
q70_logistic_r2,V_mean,38,0.38118703677621707,0.0182145533726176
q80_logistic_k_per_s,V_mean,38,-0.37920053803216036,0.018879073980104796
q60_logistic_k_per_s,mode_review_priority,48,0.3369700922295698,0.01918013356515214
roi_norm_rate_sign_consistency,mode_review_priority,52,0.32059434655511987,0.020494360005114565
q80_positive_rate_fraction,V_mean,38,-0.3742347405672105,0.020629508125176808
q80_positive_rate_fraction,mode_review_priority,52,0.315574174783047,0.022673310595617946
q60_fraction_delta,V_mean,38,-0.3677229897331661,0.023128297889483295
q60_transformed_fraction_delta,V_mean,38,-0.3677229897331661,0.023128297889483295
q70_time_of_max_abs_rate_frac,n_frames_percentile,52,0.31328026187091695,0.023732110376726987
q70_fraction_delta,mode_review_priority,52,0.311895665434878,0.024391098345795927
q70_transformed_fraction_delta,mode_review_priority,52,0.311895665434878,0.024391098345795927
q80_fraction_delta,mode_review_priority,52,0.3010950079814118,0.030078307373393544
q80_transformed_fraction_delta,mode_review_priority,52,0.3010950079814118,0.030078307373393544
q60_avrami_n,threshold_robust_phase_score_protocol_residual,52,0.29044651242209507,0.03672680191293817
q80_logistic_k_per_s,mode_review_priority,48,0.3023394674160283,0.036742790813642436
q80_logistic_k_per_s,threshold_robust_phase_score_protocol_residual,48,0.297112462006079,0.04029029570529636
q70_avrami_n,n_frames_percentile,52,-0.2832767937239283,0.04185356722056991
q80_logistic_r2,mode_review_priority,48,-0.2868696741999478,0.0480564236698072
roi_norm_delta,mode_review_priority,52,0.2733035929529276,0.04994761349623024
q60_variation_to_net_abs,V_mean,38,0.30724513908077256,0.06060188801877387
roi_norm_max_abs_rate_per_s,V_mean,38,-0.3030514195099862,0.06438706589911077
q60_avrami_r2,threshold_robust_phase_score_protocol_residual,52,0.24681977290190388,0.07773530620390692
q60_logistic_k_per_s,threshold_robust_phase_score_protocol_residual,48,0.25586191923577944,0.0792106092001314
q80_logistic_r2,threshold_robust_phase_score_protocol_residual,48,0.25271385149804604,0.08310396747564122
q70_logistic_r2,threshold_robust_phase_score_protocol_residual,50,0.24590636254501802,0.08518127988796845
q80_avrami_r2,threshold_robust_phase_score_protocol_residual,52,0.2374284982498079,0.09010741741328102
q70_avrami_r2,threshold_robust_phase_score_protocol_residual,52,0.23631862033637838,0.09166572891503719
q70_time_of_max_abs_rate_frac,mode_review_priority,52,0.22934752864909574,0.10193848829818045
q70_avrami_n,threshold_robust_phase_score_protocol_residual,52,0.22282933492700416,0.11232700806257162
roi_norm_total_variation,mode_review_priority,52,0.22036756432724341,0.11645444925558908
q80_avrami_n,threshold_robust_phase_score_protocol_residual,52,0.22035345342781523,0.11647843624951237
q70_logistic_k_per_s,threshold_robust_phase_score_protocol_residual,50,0.22247298919567823,0.12045531832372625
q80_time_of_max_abs_rate_s,V_mean,38,0.2530028805413338,0.12538152601632463
q60_fraction_total_variation,mode_review_priority,52,0.2053832529985215,0.14410884592832968
q80_avrami_n,phase_slope_positive_fraction_protocol_residual,52,0.19582358264987546,0.16413779373765716
q80_avrami_r2,phase_slope_positive_fraction_protocol_residual,52,0.19509513606233758,0.1657434002797418
q60_time_of_max_abs_rate_frac,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.19371392455072586,0.16881920166758982
q60_time_of_max_abs_rate_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.1893941375152955,0.17870661047030817
q60_avrami_r2,mode_review_priority,52,-0.18924630233682102,0.17905222101449378
q60_avrami_n,mode_review_priority,52,-0.18732523678185667,0.1835872029435687
q80_variation_to_net_abs,threshold_robust_phase_score_protocol_residual,52,-0.18671561512848972,0.1850434068025563
q60_logistic_k_per_s,phase_slope_positive_fraction_protocol_residual,48,0.19364905289873974,0.1872365578653711
q60_fraction_total_variation,V_mean,38,-0.21829413976356615,0.18795655527885288
q80_avrami_r2,mode_review_priority,52,-0.17678072140238568,0.2099522623990059
q60_avrami_n,phase_slope_positive_fraction_protocol_residual,52,0.17615552478635405,0.21159483437244708
q70_fraction_total_variation,mode_review_priority,52,0.17298128063812288,0.2200734268976125
roi_norm_delta,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.17143345001280627,0.22429235507769532
q70_logistic_r2,phase_slope_positive_fraction_protocol_residual,50,0.17253085439478447,0.23086626944561198
q60_logistic_r2,threshold_robust_phase_score_protocol_residual,48,0.17314372557533653,0.2392480168074739
q60_fraction_delta,mode_review_priority,52,0.16324788182630354,0.2475347732038385
q60_transformed_fraction_delta,mode_review_priority,52,0.16324788182630354,0.2475347732038385
q70_variation_to_net_abs,threshold_robust_phase_score_protocol_residual,52,-0.1613591735678306,0.2531216515265533
roi_norm_total_variation,V_mean,38,0.18849665860271536,0.2570666281184754
q80_fraction_delta,threshold_robust_phase_score_protocol_residual,52,0.15546828310424313,0.2710911720435658
q80_transformed_fraction_delta,threshold_robust_phase_score_protocol_residual,52,0.15546828310424313,0.2710911720435658
q60_fraction_delta,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.1504311448817553,0.2871128990296889
q60_transformed_fraction_delta,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.1504311448817553,0.2871128990296889
q60_variation_to_net_abs,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.14966276786476565,0.2896102540523767
q70_time_of_max_abs_rate_s,mode_review_priority,52,-0.1468697549854107,0.2988071618824719
q70_avrami_r2,phase_slope_positive_fraction_protocol_residual,52,0.14624636489803608,0.3008853957635044
q60_time_of_max_abs_rate_s,phase_slope_positive_fraction_protocol_residual,52,0.14453616463763383,0.3066346213392211
q60_fraction_delta,threshold_robust_phase_score_protocol_residual,52,0.14351575172884828,0.3100983591914831
q60_transformed_fraction_delta,threshold_robust_phase_score_protocol_residual,52,0.14351575172884828,0.3100983591914831
q60_avrami_r2,phase_slope_positive_fraction_protocol_residual,52,0.14286123075594853,0.31233323054614415
q70_time_of_max_abs_rate_s,V_mean,38,0.16774846833548968,0.31408662701607204
q80_logistic_k_per_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,48,-0.14122883195831523,0.33832476211642765
q60_avrami_r2,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.12994109109536414,0.3585448585716166
q60_variation_to_net_abs,threshold_robust_phase_score_protocol_residual,52,-0.1290873388542645,0.3617383568029771
q80_time_of_max_abs_rate_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.12870442291701972,0.3631762680719646
roi_norm_total_variation,threshold_robust_phase_score_protocol_residual,52,0.12652608213096558,0.3714221040761403
q80_time_of_max_abs_rate_frac,mode_review_priority,52,-0.1253951496207785,0.37574715262884767
q70_avrami_n,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.12430632630410654,0.37993952208261056
q80_fraction_total_variation,mode_review_priority,52,0.12320433759171338,0.3842108436174935
q80_positive_rate_fraction,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.12074195906912961,0.3938574193892175
q80_avrami_n,mode_review_priority,52,-0.11974641959277756,0.39779752797959594
q70_avrami_r2,mode_review_priority,52,-0.11880723198812831,0.4015356398000664
q70_avrami_n,phase_slope_positive_fraction_protocol_residual,52,0.11723705079432369,0.40783065577366756
q80_variation_to_net_abs,phase_slope_positive_fraction_protocol_residual,52,-0.11595155681631573,0.41302651921409705
q80_fraction_delta,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.11508580210023049,0.41654715136295606
q80_transformed_fraction_delta,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.11508580210023049,0.41654715136295606
q80_max_abs_rate_per_s,threshold_robust_phase_score_protocol_residual,52,-0.11013403910185263,0.43701087644460285
q60_logistic_r2,phase_slope_positive_fraction_protocol_residual,48,0.11473883618669344,0.4374245940142236
q60_time_of_max_abs_rate_frac,phase_slope_positive_fraction_protocol_residual,52,0.10610453982780729,0.4540692325756847
q80_fraction_total_variation,phase_slope_positive_fraction_protocol_residual,52,-0.10566760499225226,0.45594055357321267
q80_avrami_n,V_mean,38,-0.1244872546275544,0.4564771965091309
q70_fraction_delta,threshold_robust_phase_score_protocol_residual,52,0.10475539998292495,0.45986090288591297
q70_transformed_fraction_delta,threshold_robust_phase_score_protocol_residual,52,0.10475539998292495,0.45986090288591297
q60_positive_rate_fraction,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.10245865624409314,0.4698120596031707
q80_logistic_r2,V_mean,38,0.1180863142300383,0.4801305017230479
q60_fraction_total_variation,threshold_robust_phase_score_protocol_residual,52,-0.09912063519166738,0.4844781002404325
q80_fraction_total_variation,V_mean,38,0.11609981548598158,0.48759903840388225
q80_time_of_max_abs_rate_frac,V_mean,38,0.1158702060156048,0.4884661427841423
q70_fraction_total_variation,threshold_robust_phase_score_protocol_residual,52,-0.09766925638179799,0.4909291474528917
q70_fraction_total_variation,phase_slope_positive_fraction_protocol_residual,52,-0.09598355035792581,0.4984775190822126
q70_time_of_max_abs_rate_s,phase_slope_positive_fraction_protocol_residual,52,0.093690824267118,0.5088392681453674
q70_time_of_max_abs_rate_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.0922682829773539,0.5153228696108817
q70_avrami_n,mode_review_priority,52,-0.09097312661397824,0.5212618354673251
q60_avrami_n,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.09041236233245112,0.523843785548841
q70_avrami_n,V_mean,38,-0.10440154510431425,0.5327694308001788
roi_norm_delta,threshold_robust_phase_score_protocol_residual,52,0.08750960471271237,0.5373099201245213
q80_variation_to_net_abs,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.08657047724750278,0.5417024255444376
q70_fraction_delta,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.08639972679928286,0.5425029256840028
q70_transformed_fraction_delta,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.08639972679928286,0.5425029256840028
q70_variation_to_net_abs,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.08622897635106293,0.5433039971520726
q80_avrami_n,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.08426534619653377,0.5525571423432774
q60_time_of_max_abs_rate_s,mode_review_priority,52,-0.08368220000242041,0.55531944566965
q60_fraction_total_variation,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.08358234440365404,0.555793106363061
q70_logistic_k_per_s,phase_slope_positive_fraction_protocol_residual,50,0.08477060984517358,0.5583373612946468
q60_time_of_max_abs_rate_frac,V_mean,38,-0.09734164992006313,0.5609757070332007
q80_time_of_max_abs_rate_frac,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.08218184947664153,0.5624563606586562
roi_norm_rate_sign_consistency,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.08068086953583252,0.5696389499284628
q70_variation_to_net_abs,phase_slope_positive_fraction_protocol_residual,52,-0.07790093506728087,0.5830525799736326
q70_fraction_total_variation,V_mean,38,-0.09137894222660908,0.5853241872438875
roi_norm_rate_sign_consistency,phase_slope_positive_fraction_protocol_residual,52,0.07676357515728462,0.5885813797939684
q80_logistic_k_per_s,phase_slope_positive_fraction_protocol_residual,48,0.07776500969687493,0.5993283414335688
q60_logistic_k_per_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,48,-0.07381676074685194,0.6180486201310534
q60_avrami_n,V_mean,38,-0.08034283809296065,0.6315840336953563
q70_max_abs_rate_per_s,threshold_robust_phase_score_protocol_residual,52,-0.06129941091095364,0.6659614666540455
q60_max_abs_rate_per_s,threshold_robust_phase_score_protocol_residual,52,-0.06104328523862375,0.6672755751290262
q80_avrami_r2,V_mean,38,-0.06864456771129329,0.6821715283723365
q70_positive_rate_fraction,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.056280190108067646,0.6918903942112062
q70_positive_rate_fraction,threshold_robust_phase_score_protocol_residual,52,0.05446190704303778,0.7013725488165868
q80_time_of_max_abs_rate_s,phase_slope_positive_fraction_protocol_residual,52,0.054437838815191014,0.7014983688386942
q70_logistic_k_per_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,50,-0.05267707082833133,0.7163700413625802
q80_positive_rate_fraction,threshold_robust_phase_score_protocol_residual,52,0.051425530169028004,0.7173072948997516
q70_time_of_max_abs_rate_frac,V_mean,38,0.06051001057990592,0.718189652695946
q60_fraction_total_variation,phase_slope_positive_fraction_protocol_residual,52,-0.04730617839069201,0.7391163884194382
q80_time_of_max_abs_rate_frac,phase_slope_positive_fraction_protocol_residual,52,-0.045856252767709695,0.746842432281484
q60_logistic_r2,diffusion_proxy_abs_median_um2_per_s_protocol_residual,48,0.04776378636561007,0.7471660431537142
q80_time_of_max_abs_rate_frac,threshold_robust_phase_score_protocol_residual,52,-0.0453623306362751,0.7494800223812413
q60_avrami_r2,V_mean,38,0.04745524777468829,0.7772373579794465
roi_norm_max_abs_rate_per_s,phase_slope_positive_fraction_protocol_residual,52,0.03912186673070815,0.7830401829673422
roi_norm_total_variation,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.03824810040126355,0.7877721131413666
q60_time_of_max_abs_rate_frac,threshold_robust_phase_score_protocol_residual,52,0.03781972716245144,0.7900947815675362
q80_logistic_r2,diffusion_proxy_abs_median_um2_per_s_protocol_residual,48,-0.039296569691706466,0.7908704450175866
q80_time_of_max_abs_rate_s,threshold_robust_phase_score_protocol_residual,52,-0.03710820952716992,0.7939566674063311
q80_avrami_r2,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.0353453427815248,0.8035458740974529
roi_norm_max_abs_rate_per_s,threshold_robust_phase_score_protocol_residual,52,0.034662340988645096,0.8072689021230849
q70_time_of_max_abs_rate_frac,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.0338454507487701,0.8117273123105055
q60_positive_rate_fraction,threshold_robust_phase_score_protocol_residual,52,0.0313128185397735,0.8255869423516469
q80_time_of_max_abs_rate_frac,n_frames_percentile,52,0.027311361103919206,0.8475908206455885
q60_time_of_max_abs_rate_s,threshold_robust_phase_score_protocol_residual,52,0.02690985715711235,0.8498053416457179
q60_max_abs_rate_per_s,phase_slope_positive_fraction_protocol_residual,52,-0.024424385582150765,0.8635390663846182
q80_max_abs_rate_per_s,phase_slope_positive_fraction_protocol_residual,52,-0.024424385582150765,0.8635390663846182
q70_max_abs_rate_per_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.02236830871681038,0.8749306070750623
q60_time_of_max_abs_rate_s,V_mean,38,-0.023422183625879302,0.8889919430962869
roi_norm_max_abs_rate_per_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.016818919149662766,0.9057958982539048
q80_max_abs_rate_per_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.016306667805002988,0.9086526789719261
q70_time_of_max_abs_rate_frac,threshold_robust_phase_score_protocol_residual,52,0.015897105654725352,0.9109375971848075
roi_norm_total_variation,phase_slope_positive_fraction_protocol_residual,52,-0.015211678739760566,0.9147631344205595
q80_fraction_total_variation,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.013574660633484163,0.9239073280100936
q70_time_of_max_abs_rate_frac,phase_slope_positive_fraction_protocol_residual,52,0.013469506976321608,0.9244950502293435
roi_norm_rate_sign_consistency,threshold_robust_phase_score_protocol_residual,52,0.012486325047212176,0.9299921184113568
q80_fraction_total_variation,threshold_robust_phase_score_protocol_residual,52,0.012037906599504824,0.9325003619867023
q70_avrami_r2,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.011611030478955005,0.9348887121742384
q70_avrami_r2,V_mean,38,0.01280188079503219,0.9391940125811559
q60_max_abs_rate_per_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,-0.010245026893195595,0.9425351497492845
q70_fraction_total_variation,diffusion_proxy_abs_median_um2_per_s_protocol_residual,52,0.005634764791257576,0.9683758234749572
q70_max_abs_rate_per_s,phase_slope_positive_fraction_protocol_residual,52,0.00548477430616719,0.9692172093817459
roi_norm_rate_sign_consistency,V_mean,38,-0.0033666013636366007,0.9839955937039149
q70_time_of_max_abs_rate_s,threshold_robust_phase_score_protocol_residual,52,-0.0014523711209398298,0.9918468766662848
q70_logistic_r2,diffusion_proxy_abs_median_um2_per_s_protocol_residual,50,0.0003361344537815126,0.9981515336582548
q60_variation_to_net_abs,phase_slope_positive_fraction_protocol_residual,52,-8.569959853386235e-05,0.9995189031671563
