pair_set,source_stem,near_roi_id,control_roi_id,near_cycle,control_cycle,control_event_bin,cycle_distance,near_transport_mechanism_score,control_transport_mechanism_score,delta_transport_mechanism_score,near_transport_source_residual_score,control_transport_source_residual_score,delta_transport_source_residual_score,near_transport_raw_score,control_transport_raw_score,delta_transport_raw_score,near_front_kinetic_score,control_front_kinetic_score,delta_front_kinetic_score,near_observable_tail_score,control_observable_tail_score,delta_observable_tail_score,near_qc_review_score,control_qc_review_score,delta_qc_review_score,near_abs_radial_flow_mean_source_residual,control_abs_radial_flow_mean_source_residual,delta_abs_radial_flow_mean_source_residual,near_particle_flow_mag_mean_source_residual,control_particle_flow_mag_mean_source_residual,delta_particle_flow_mag_mean_source_residual,near_curl_mean_source_residual,control_curl_mean_source_residual,delta_curl_mean_source_residual
same_source_post_control,9_c2_x10_010723,source_balanced_cycle80_rank62_obj2_9_c2_x10_010723,source_balanced_cycle76_rank60_obj1_9_c2_x10_010723,80.0,76.0,post_event_1_16,4.0,0.5076291970064726,0.49060546875,0.01702372825647258,0.0617187499999999,0.2890625,-0.2273437500000001,0.23515625,0.666015625,-0.430859375,0.8951001213592233,0.5703125,0.32478762135922334,0.765625,0.5640625,0.20156249999999998,0.9479166666666666,0.2464843749999999,0.7014322916666668,-3.413007014035021e-07,-1.0759562984237761e-07,-2.337050715611245e-07,-4.772065315014393e-07,-1.0296261713257404e-07,-3.742439143688653e-07,-7.054022562945839e-08,-2.218971630345029e-08,-4.8350509326008105e-08
same_source_post_control,7_c2_x10_290623,source_balanced_cycle56_rank51_obj2_7_c2_x10_290623,source_balanced_cycle62_rank53_obj1_7_c2_x10_290623,56.0,62.0,post_event_1_16,6.0,0.3986482984425565,0.4567919447815534,-0.05814364633899688,0.14453125,0.453125,-0.30859375,0.1761718749999999,0.551953125,-0.3757812500000002,0.7304004854368931,0.3063865291262136,0.42401395631067945,0.42265625,0.6277343750000001,-0.20507812500000006,0.7247395833333333,0.34765625,0.3770833333333333,-2.2211465427618098e-07,-6.6658504831949e-08,-1.5545614944423198e-07,-3.5802526929926815e-07,1.1432377835998622e-07,-4.723490476592544e-07,-4.970816509759741e-08,7.956444692281237e-10,-5.050380956682554e-08
same_source_far_mid_control,17_c2_x10_HighHighCOV_150723,source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,152.0,146.0,mid_pre_event_9_16,6.0,0.8915449914037217,0.3448359754247573,0.5467090159789644,0.994140625,0.015625,0.978515625,1.0,0.5203125,0.47968750000000004,0.8769872572815534,0.3317657766990291,0.5452214805825242,0.65234375,0.6355468750000001,0.016796874999999933,0.7591145833333333,0.3257812499999999,0.43333333333333335,6.961205591494337e-07,-6.090602215173661e-07,1.3051807806667998e-06,1.374454798018697e-06,-8.740032999362575e-07,2.2484580979549548e-06,2.0866467431892763e-07,-1.2751683709075882e-07,3.3618151140968645e-07
same_source_far_mid_control,17_c2_x10_HighHighCOV_150723,source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,154.0,146.0,mid_pre_event_9_16,8.0,0.8788794498381878,0.3448359754247573,0.5340434744134305,0.9734375000000002,0.015625,0.9578125000000002,0.990234375,0.5203125,0.46992187500000004,0.7068719660194174,0.3317657766990291,0.37510618932038825,0.897265625,0.6355468750000001,0.2617187499999999,0.7665364583333334,0.3257812499999999,0.4407552083333335,6.276193139531533e-07,-6.090602215173661e-07,1.2366795354705193e-06,1.2615878142715803e-06,-8.740032999362575e-07,2.135591114207838e-06,1.665508000331534e-07,-1.2751683709075882e-07,2.9406763712391223e-07
same_source_far_mid_control,17_c2_x10_HighHighCOV_150723,source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,152.0,146.0,mid_pre_event_9_16,6.0,0.8503176198422331,0.3448359754247573,0.5054816444174758,0.8988281250000001,0.015625,0.8832031250000001,0.97734375,0.5203125,0.45703125,0.7524423543689319,0.3317657766990291,0.4206765776699028,0.809375,0.6355468750000001,0.1738281249999999,0.717578125,0.3257812499999999,0.39179687500000004,2.684877195677225e-07,-6.090602215173661e-07,8.775479410850885e-07,2.4007127487879204e-07,-8.740032999362575e-07,1.1140745748150496e-06,3.264095062586752e-08,-1.2751683709075882e-07,1.6015778771662634e-07
same_source_far_mid_control,17_c2_x10_HighHighCOV_150723,source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,154.0,146.0,mid_pre_event_9_16,8.0,0.8151354545914239,0.3448359754247573,0.4702994791666666,0.6566406249999999,0.015625,0.6410156249999999,0.950390625,0.5203125,0.4300781250000001,0.8239532766990292,0.3317657766990291,0.49218750000000006,0.924609375,0.6355468750000001,0.2890624999999999,0.6869791666666667,0.3257812499999999,0.3611979166666668,8.946295146758265e-08,-6.090602215173661e-07,6.985231729849487e-07,-8.193106438817385e-08,-8.740032999362575e-07,7.920722355480837e-07,2.2380348493363086e-09,-1.2751683709075882e-07,1.2975487194009513e-07
same_source_far_mid_control,17_c2_x10_HighHighCOV_150723,source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,151.0,146.0,mid_pre_event_9_16,5.0,0.7853588314118123,0.3448359754247573,0.440522855987055,0.627734375,0.015625,0.612109375,0.942578125,0.5203125,0.4222656250000001,0.9134405339805826,0.3317657766990291,0.5816747572815535,0.641015625,0.6355468750000001,0.005468749999999911,0.6826822916666667,0.3257812499999999,0.3569010416666668,8.616533477155209e-08,-6.090602215173661e-07,6.952255562889182e-07,3.990844626490632e-07,-8.740032999362575e-07,1.2730877625853207e-06,5.09861076589799e-08,-1.2751683709075882e-07,1.7850294474973872e-07
same_source_far_mid_control,12_c2_x10_070723,source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,110.0,106.0,mid_pre_event_9_16,4.0,0.7138599185881878,0.4269512287621359,0.28690868982605183,0.858984375,0.3953124999999999,0.4636718750000001,0.829296875,0.546484375,0.2828125,0.5553094660194174,0.3195236650485437,0.23578580097087376,0.576953125,0.554296875,0.022656249999999933,0.6641927083333333,0.284765625,0.3794270833333333,1.9599623772063773e-07,-4.931091032725063e-08,2.453071480478884e-07,3.407753551391271e-07,-8.75863177204669e-08,4.28361672859594e-07,5.453552909922659e-08,-1.231339211014568e-08,6.684892120937227e-08
same_source_far_mid_control,12_c2_x10_070723,source_balanced_cycle108_rank11_obj2_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,108.0,106.0,mid_pre_event_9_16,2.0,0.7074342005461164,0.4269512287621359,0.28048297178398046,0.90625,0.3953124999999999,0.5109375,0.8851562499999999,0.546484375,0.33867187499999984,0.534814927184466,0.3195236650485437,0.2152912621359223,0.5089843749999999,0.554296875,-0.04531250000000009,0.4953125,0.284765625,0.21054687499999997,2.51085935705827e-07,-4.931091032725063e-08,3.003968460330776e-07,2.818676172082818e-07,-8.75863177204669e-08,3.694539349287487e-07,4.2126682440311154e-08,-1.231339211014568e-08,5.4440074550456835e-08
same_source_far_mid_control,12_c2_x10_070723,source_balanced_cycle108_rank11_obj1_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,108.0,106.0,mid_pre_event_9_16,2.0,0.70240234375,0.4269512287621359,0.27545111498786407,0.950390625,0.3953124999999999,0.5550781250000001,0.93515625,0.546484375,0.388671875,0.5578125,0.3195236650485437,0.23828883495145636,0.39140625,0.554296875,-0.162890625,0.328515625,0.284765625,0.043749999999999956,4.99736001065835e-07,-4.931091032725063e-08,5.490469113930856e-07,7.112445354211276e-07,-8.75863177204669e-08,7.988308531415945e-07,1.247745369824437e-07,-1.231339211014568e-08,1.3708792909258938e-07
same_source_far_mid_control,17_c2_x10_HighHighCOV_150723,source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,150.0,146.0,mid_pre_event_9_16,4.0,0.6685977953074433,0.3448359754247573,0.32376181988268604,0.3933593749999999,0.015625,0.3777343749999999,0.887109375,0.5203125,0.366796875,0.8055370145631069,0.3317657766990291,0.47377123786407777,0.5656249999999999,0.6355468750000001,-0.06992187500000013,0.6225260416666667,0.3257812499999999,0.2967447916666668,-2.652435891987496e-08,-6.090602215173661e-07,5.825358625974911e-07,-2.5052240527113e-08,-8.740032999362575e-07,8.489510594091445e-07,-1.2511885414821422e-08,-1.2751683709075882e-07,1.150049516759374e-07
same_source_far_mid_control,17_c2_x10_HighHighCOV_150723,source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,151.0,146.0,mid_pre_event_9_16,5.0,0.6226920256877022,0.3448359754247573,0.2778560502629449,0.23046875,0.015625,0.21484375,0.916015625,0.5203125,0.39570312500000004,0.6516535194174757,0.3317657766990291,0.3198877427184466,0.7300781249999999,0.6355468750000001,0.09453124999999984,0.6364583333333333,0.3257812499999999,0.31067708333333344,-1.020483118579429e-07,-6.090602215173661e-07,5.070119096594232e-07,-3.490610638540617e-07,-8.740032999362575e-07,5.249422360821958e-07,-4.285980123481148e-08,-1.2751683709075882e-07,8.465703585594734e-08
same_source_far_mid_control,6_c2_x10_270623_2,source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2,source_balanced_cycle50_rank48_obj2_6_c2_x10_270623_2,52.0,50.0,mid_pre_event_9_16,2.0,0.6032133014765372,0.527109375,0.07610392647653719,0.7730468749999999,0.7507812500000001,0.022265624999999845,0.443359375,0.400390625,0.04296875,0.5722542475728155,0.5,0.07225424757281551,0.634765625,0.588671875,0.046093750000000044,0.6083333333333333,0.26015625,0.3481770833333333,1.4438261671227428e-07,1.0027370627883317e-07,4.410891043344111e-08,1.4351631951076586e-07,1.3255264240944742e-07,1.096367710131844e-08,2.2666356779487344e-08,1.963995501965869e-08,3.0264017598286543e-09
same_source_far_mid_control,6_c2_x10_270623_2,source_balanced_cycle54_rank50_obj1_6_c2_x10_270623_2,source_balanced_cycle50_rank48_obj2_6_c2_x10_270623_2,54.0,50.0,mid_pre_event_9_16,4.0,0.5922244766383495,0.527109375,0.06511510163834955,0.81015625,0.7507812500000001,0.059374999999999956,0.507421875,0.400390625,0.10703125000000002,0.537257281553398,0.5,0.037257281553398025,0.559375,0.588671875,-0.029296875,0.44609375,0.26015625,0.18593750000000003,1.557421045227874e-07,1.0027370627883317e-07,5.546839824395424e-08,1.941115235971714e-07,1.3255264240944742e-07,6.155888118772399e-08,2.7099808631370977e-08,1.963995501965869e-08,7.459853611712287e-09
same_source_far_mid_control,17_c2_x10_HighHighCOV_150723,source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,150.0,146.0,mid_pre_event_9_16,4.0,0.5769375758495146,0.3448359754247573,0.23210160042475725,0.066796875,0.015625,0.051171875000000006,0.795703125,0.5203125,0.275390625,0.7025940533980584,0.3317657766990291,0.37082827669902924,0.825,0.6355468750000001,0.1894531249999999,0.619140625,0.3257812499999999,0.2933593750000001,-2.377173279586499e-07,-6.090602215173661e-07,3.7134289355871617e-07,-5.665066375211676e-07,-8.740032999362575e-07,3.0749666241508996e-07,-8.07390512657313e-08,-1.2751683709075882e-07,4.677778582502752e-08
same_source_far_mid_control,12_c2_x10_070723,source_balanced_cycle110_rank12_obj2_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,110.0,106.0,mid_pre_event_9_16,4.0,0.51845703125,0.4269512287621359,0.09150580248786405,0.58046875,0.3953124999999999,0.18515625000000008,0.71796875,0.546484375,0.17148437500000002,0.5359375000000001,0.3195236650485437,0.21641383495145639,0.191015625,0.554296875,-0.36328125,0.312109375,0.284765625,0.02734375,2.443987683668162e-08,-4.931091032725063e-08,7.375078716393225e-08,6.176337966953594e-08,-8.75863177204669e-08,1.4934969739000283e-07,4.314111348038162e-09,-1.231339211014568e-08,1.6627503458183844e-08
same_source_far_mid_control,6_c2_x10_270623_2,source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2,source_balanced_cycle50_rank48_obj2_6_c2_x10_270623_2,52.0,50.0,mid_pre_event_9_16,2.0,0.4745677209749191,0.527109375,-0.052541654025080875,0.455859375,0.7507812500000001,-0.29492187500000006,0.126953125,0.400390625,-0.2734375,0.6684010922330097,0.5,0.1684010922330097,0.619140625,0.588671875,0.030468750000000044,0.6889322916666666,0.26015625,0.4287760416666666,-5.34471184441364e-08,1.0027370627883317e-07,-1.5372082472296957e-07,-7.402969762969821e-08,1.3255264240944742e-07,-2.0658234003914563e-07,-1.2458823294358091e-08,1.963995501965869e-08,-3.209877831401678e-08
same_source_far_mid_control,6_c2_x10_270623_2,source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2,source_balanced_cycle50_rank48_obj2_6_c2_x10_270623_2,54.0,50.0,mid_pre_event_9_16,4.0,0.4493183656957928,0.527109375,-0.07779100930420718,0.44296875,0.7507812500000001,-0.30781250000000004,0.1105468749999999,0.400390625,-0.28984375000000007,0.6677942961165049,0.5,0.16779429611650487,0.516796875,0.588671875,-0.07187499999999991,0.6647135416666667,0.26015625,0.40455729166666676,-5.6886317607192666e-08,1.0027370627883317e-07,-1.5716002388602583e-07,-9.43565621936171e-08,1.3255264240944742e-07,-2.2690920460306452e-07,-9.121157751012771e-09,1.963995501965869e-08,-2.8761112770671463e-08
same_source_far_mid_control,12_c2_x10_070723,source_balanced_cycle114_rank14_obj1_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,114.0,106.0,mid_pre_event_9_16,8.0,0.3944140625,0.4269512287621359,-0.03253716626213593,0.25625,0.3953124999999999,-0.13906249999999992,0.465234375,0.546484375,-0.08125000000000004,0.4625,0.3195236650485437,0.14297633495145634,0.453515625,0.554296875,-0.10078125000000004,0.30390625,0.284765625,0.019140624999999967,-1.3255285799303273e-07,-4.931091032725063e-08,-8.32419476657821e-08,-1.6720132616821525e-07,-8.75863177204669e-08,-7.961500844774834e-08,-2.895825820818389e-08,-1.231339211014568e-08,-1.6644866098038212e-08
same_source_far_mid_control,12_c2_x10_070723,source_balanced_cycle114_rank14_obj2_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,114.0,106.0,mid_pre_event_9_16,8.0,0.3178415124393204,0.4269512287621359,-0.10910971632281552,0.176171875,0.3953124999999999,-0.2191406249999999,0.31640625,0.546484375,-0.23007812500000002,0.2367566747572815,0.3195236650485437,-0.0827669902912622,0.67890625,0.554296875,0.12460937500000002,0.33671875,0.284765625,0.05195312499999999,-1.608097783989395e-07,-4.931091032725063e-08,-1.1149886807168888e-07,-2.372283592773624e-07,-8.75863177204669e-08,-1.4964204155689552e-07,-4.312668737682655e-08,-1.231339211014568e-08,-3.081329526668087e-08
same_source_far_mid_control,12_c2_x10_070723,source_balanced_cycle112_rank13_obj1_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,112.0,106.0,mid_pre_event_9_16,6.0,0.266013349514563,0.4269512287621359,-0.1609378792475729,0.14140625,0.3953124999999999,-0.2539062499999999,0.247265625,0.546484375,-0.29921875000000003,0.3362408980582524,0.3195236650485437,0.016717233009708732,0.3042968749999999,0.554296875,-0.2500000000000001,0.39140625,0.284765625,0.10664062499999999,-2.1433805194491385e-07,-4.931091032725063e-08,-1.6502714161766322e-07,-2.3414469675083493e-07,-8.75863177204669e-08,-1.4655837903036804e-07,-4.328884158280511e-08,-1.231339211014568e-08,-3.097544947265943e-08
same_source_far_mid_control,12_c2_x10_070723,source_balanced_cycle112_rank13_obj2_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,112.0,106.0,mid_pre_event_9_16,6.0,0.2234450849514563,0.4269512287621359,-0.20350614381067963,0.0609375,0.3953124999999999,-0.3343749999999999,0.06015625,0.546484375,-0.486328125,0.2906553398058252,0.3195236650485437,-0.028868325242718484,0.5734375,0.554296875,0.019140625000000022,0.344921875,0.284765625,0.06015624999999997,-3.2186233034707777e-07,-4.931091032725063e-08,-2.7255142001982714e-07,-5.192393618396845e-07,-8.75863177204669e-08,-4.316530441192176e-07,-7.186040618052331e-08,-1.231339211014568e-08,-5.954701407037763e-08
same_source_any_non_near,17_c2_x10_HighHighCOV_150723,source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,152.0,146.0,mid_pre_event_9_16,6.0,0.8915449914037217,0.3448359754247573,0.5467090159789644,0.994140625,0.015625,0.978515625,1.0,0.5203125,0.47968750000000004,0.8769872572815534,0.3317657766990291,0.5452214805825242,0.65234375,0.6355468750000001,0.016796874999999933,0.7591145833333333,0.3257812499999999,0.43333333333333335,6.961205591494337e-07,-6.090602215173661e-07,1.3051807806667998e-06,1.374454798018697e-06,-8.740032999362575e-07,2.2484580979549548e-06,2.0866467431892763e-07,-1.2751683709075882e-07,3.3618151140968645e-07
same_source_any_non_near,17_c2_x10_HighHighCOV_150723,source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,154.0,146.0,mid_pre_event_9_16,8.0,0.8788794498381878,0.3448359754247573,0.5340434744134305,0.9734375000000002,0.015625,0.9578125000000002,0.990234375,0.5203125,0.46992187500000004,0.7068719660194174,0.3317657766990291,0.37510618932038825,0.897265625,0.6355468750000001,0.2617187499999999,0.7665364583333334,0.3257812499999999,0.4407552083333335,6.276193139531533e-07,-6.090602215173661e-07,1.2366795354705193e-06,1.2615878142715803e-06,-8.740032999362575e-07,2.135591114207838e-06,1.665508000331534e-07,-1.2751683709075882e-07,2.9406763712391223e-07
same_source_any_non_near,17_c2_x10_HighHighCOV_150723,source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,152.0,146.0,mid_pre_event_9_16,6.0,0.8503176198422331,0.3448359754247573,0.5054816444174758,0.8988281250000001,0.015625,0.8832031250000001,0.97734375,0.5203125,0.45703125,0.7524423543689319,0.3317657766990291,0.4206765776699028,0.809375,0.6355468750000001,0.1738281249999999,0.717578125,0.3257812499999999,0.39179687500000004,2.684877195677225e-07,-6.090602215173661e-07,8.775479410850885e-07,2.4007127487879204e-07,-8.740032999362575e-07,1.1140745748150496e-06,3.264095062586752e-08,-1.2751683709075882e-07,1.6015778771662634e-07
same_source_any_non_near,17_c2_x10_HighHighCOV_150723,source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,154.0,146.0,mid_pre_event_9_16,8.0,0.8151354545914239,0.3448359754247573,0.4702994791666666,0.6566406249999999,0.015625,0.6410156249999999,0.950390625,0.5203125,0.4300781250000001,0.8239532766990292,0.3317657766990291,0.49218750000000006,0.924609375,0.6355468750000001,0.2890624999999999,0.6869791666666667,0.3257812499999999,0.3611979166666668,8.946295146758265e-08,-6.090602215173661e-07,6.985231729849487e-07,-8.193106438817385e-08,-8.740032999362575e-07,7.920722355480837e-07,2.2380348493363086e-09,-1.2751683709075882e-07,1.2975487194009513e-07
