heldout_event_reference_cycle,method,alpha,target_coverage,group,n,global_quantile,local_quantile,coverage_global,coverage_local,mean_excess_over_global,mean_excess_over_local,median_error
156.0,persistence,0.1,0.9,far_from_transition,323,0.0105083007365465,0.0100784534588456,0.891640866873065,0.8792569659442725,0.0004122281625820715,0.0004613077204570635,0.0057155438698828
156.0,persistence,0.1,0.9,event_roi,192,0.0105083007365465,0.0105083007365465,0.8177083333333334,0.8177083333333334,0.0003678944485727644,0.0003678944485727644,0.0058163173962384
156.0,persistence,0.1,0.9,control_roi,256,0.0105083007365465,0.0105083007365465,0.953125,0.953125,0.00037619674185407153,0.00037619674185407153,0.005512099014595101
156.0,persistence,0.05,0.95,all,448,0.0120272198691964,0.0120272198691964,0.9486607142857143,0.9486607142857143,0.00024962491339205453,0.00024962491339205453,0.0057065521832554995
156.0,persistence,0.05,0.95,near_transition,125,0.0120272198691964,0.0118614714592695,0.976,0.968,0.0001661398261785504,0.00017089407891035044,0.0056857373565435
156.0,persistence,0.05,0.95,far_from_transition,323,0.0120272198691964,0.0121063897386193,0.9380804953560371,0.9380804953560371,0.0002819333836759183,0.0002770312245785251,0.0057155438698828
156.0,persistence,0.05,0.95,event_roi,192,0.0120272198691964,0.0120272198691964,0.921875,0.921875,0.00015051791948886932,0.00015051791948886932,0.0058163173962384
156.0,persistence,0.05,0.95,control_roi,256,0.0120272198691964,0.0120272198691964,0.96875,0.96875,0.0003239551588194434,0.0003239551588194434,0.005512099014595101
156.0,velocity,0.1,0.9,all,448,0.0178190059959888,0.0178190059959888,0.90625,0.90625,0.00039870109841493636,0.00039870109841493636,0.008837773464620051
156.0,velocity,0.1,0.9,near_transition,125,0.0178190059959888,0.0191170684993267,0.896,0.96,0.00032729703187942466,0.00020590730011463043,0.0088530965149402
156.0,velocity,0.1,0.9,far_from_transition,323,0.0178190059959888,0.0178190059959888,0.9102167182662538,0.9102167182662538,0.00042633425109895787,0.00042633425109895787,0.0088183050975203
156.0,velocity,0.1,0.9,event_roi,192,0.0178190059959888,0.0178190059959888,0.8333333333333334,0.8333333333333334,0.0003635542913495255,0.0003635542913495255,0.0090451366268098
156.0,velocity,0.1,0.9,control_roi,256,0.0178190059959888,0.0178190059959888,0.9609375,0.9609375,0.0004250612037139945,0.0004250612037139945,0.0085770497098565
156.0,velocity,0.05,0.95,all,448,0.020241605117917,0.020241605117917,0.9665178571428571,0.9665178571428571,0.00023282257357745364,0.00023282257357745364,0.008837773464620051
156.0,velocity,0.05,0.95,near_transition,125,0.020241605117917,0.0201873574405908,0.984,0.984,0.0001758764386177064,0.0001767444014549256,0.0088530965149402
156.0,velocity,0.05,0.95,far_from_transition,323,0.020241605117917,0.0203198418021202,0.9597523219814241,0.9597523219814241,0.00025486055150305236,0.00025171170662800096,0.0088183050975203
156.0,velocity,0.05,0.95,event_roi,192,0.020241605117917,0.020241605117917,0.9635416666666666,0.9635416666666666,9.821478549080683e-05,9.821478549080683e-05,0.0090451366268098
156.0,velocity,0.05,0.95,control_roi,256,0.020241605117917,0.020241605117917,0.96875,0.96875,0.0003337784146424387,0.0003337784146424387,0.0085770497098565
