rollout_feature,physics_feature,transform,n,spearman_rho,spearman_p,abs_rho
latent_linear_gain_vs_persistence_history,q65_phase_fraction_slope,raw,107,0.26159068540451424,0.006494778533546874,0.26159068540451424
fallback_frame_fraction,qc_review_score,raw,128,0.23801573985058075,0.006821813148888046,0.23801573985058075
latent_linear_gain_vs_persistence_history,observable_tail_score,source_residual,107,0.25869496535806474,0.007134657618103698,0.25869496535806474
fallback_frame_fraction,front_kinetic_concordance_score,source_residual,103,0.26354694771692494,0.0071495911397900834,0.26354694771692494
fallback_frame_fraction,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,raw,87,0.286170054223191,0.007208562221889998,0.286170054223191
latent_linear_gain_vs_persistence_history,observable_tail_score,raw,107,0.2573169596993959,0.007458292726943789,0.2573169596993959
persistence_rollout_history_mse,abs_radial_flow_mean_source_residual,raw,128,0.23487873182638982,0.007614009119359418,0.23487873182638982
latent_linear_gain_vs_persistence_hybrid,kinetic_evidence_score,raw,108,0.24955932877598874,0.009196349301756813,0.24955932877598874
latent_linear_gain_vs_persistence_history,q55_phase_fraction_delta,raw,107,0.2479065587103462,0.010036551737871336,0.2479065587103462
latent_linear_gain_vs_persistence_hybrid,observable_tail_score,raw,108,0.24667467221782502,0.010065003925906832,0.24667467221782502
persistence_rollout_history_mse,front_evidence_score,raw,103,0.2503622429463891,0.010752265519641205,0.2503622429463891
latent_linear_gain_vs_persistence_hybrid,front_kinetic_concordance_score,raw,92,0.2630128769832624,0.011308989539331377,0.2630128769832624
latent_linear_gain_vs_persistence_history,front_kinetic_concordance_score,raw,90,0.2628312246359513,0.012323247581152417,0.2628312246359513
one_step_hybrid_minus_adaptive_mse,observable_tail_score,source_residual,128,0.22011861412860376,0.012538014476011383,0.22011861412860376
persistence_rollout_hybrid_mse,abs_radial_flow_mean_source_residual,raw,128,0.22007613683089836,0.012555488091905237,0.22007613683089836
one_step_hybrid_mse,q75_phase_fraction_delta,source_residual,128,-0.21748037864591657,0.013664531649215717,0.21748037864591657
latent_linear_gain_vs_persistence_hybrid,q65_phase_fraction_delta,raw,108,0.22820649785669042,0.017528512527096137,0.22820649785669042
one_step_hybrid_mse,transport_source_residual_score,source_residual,128,0.20928781956189335,0.017744214358934217,0.20928781956189335
latent_linear_gain_vs_persistence_history,qc_review_score,raw,107,0.22498542752068654,0.0198121104896341,0.22498542752068654
latent_linear_gain_vs_persistence_hybrid,transport_mechanism_score,source_residual,108,0.22235242280824338,0.020728152475190578,0.22235242280824338
latent_linear_gain_vs_persistence_history,abs_radial_flow_mean,raw,107,0.22011158413858983,0.02271914361226394,0.22011158413858983
latent_linear_gain_vs_persistence_hybrid,abs_radial_flow_mean_source_residual,raw,108,0.21838346882810256,0.023172487408982492,0.21838346882810256
one_step_hybrid_mse,transport_mechanism_score,raw,128,0.19954243000972008,0.02393450584767146,0.19954243000972008
latent_linear_gain_vs_persistence_hybrid,qc_review_score,raw,108,0.21094204259971042,0.028423861988271695,0.21094204259971042
latent_linear_gain_vs_persistence_hybrid,front_kinetic_score,raw,108,0.21005593166598382,0.029111805739036545,0.21005593166598382
latent_linear_gain_vs_persistence_hybrid,q55_phase_fraction_delta,source_residual,108,0.2050949831397237,0.033229570074686826,0.2050949831397237
latent_linear_gain_vs_persistence_hybrid,abs_radial_flow_mean,raw,108,0.20480596258551764,0.03348389785012995,0.20480596258551764
latent_linear_gain_vs_persistence_history,front_kinetic_score,raw,107,0.20232083121017258,0.03662618550690712,0.20232083121017258
latent_linear_gain_vs_persistence_history,q65_phase_fraction_delta,raw,107,0.19869750719083137,0.04019814979830059,0.19869750719083137
persistence_rollout_history_mse,q65_phase_fraction_delta,source_residual,128,-0.18121208695585878,0.04065327194838181,0.18121208695585878
latent_linear_gain_vs_persistence_hybrid,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,source_residual,77,0.23338656992571166,0.0410757122444252,0.23338656992571166
persistence_rollout_history_mse,front_evidence_score,source_residual,103,0.20157554706806996,0.04117029944170345,0.20157554706806996
latent_linear_gain_vs_persistence_hybrid,q65_phase_fraction_delta,source_residual,108,0.1964059876438975,0.04162517432828582,0.1964059876438975
one_step_hybrid_minus_adaptive_mse,masked_minus_bg_delta,raw,128,-0.17986731906008355,0.042193737222495295,0.17986731906008355
latent_linear_gain_vs_persistence_hybrid,abs_radial_flow_mean,source_residual,108,0.19391471068576405,0.04433583866397561,0.19391471068576405
latent_linear_gain_vs_persistence_hybrid,abs_radial_flow_mean_source_residual,source_residual,108,0.19391471068576405,0.04433583866397561,0.19391471068576405
fallback_frame_fraction,front_evidence_score,source_residual,103,0.19636056155860848,0.046820640159516105,0.19636056155860848
persistence_rollout_hybrid_mse,q65_phase_fraction_slope,raw,128,-0.17352162455238446,0.05013611042880782,0.17352162455238446
one_step_hybrid_mse,q65_phase_fraction_slope,source_residual,128,-0.17252854172759874,0.05148455424105815,0.17252854172759874
persistence_rollout_history_mse,transport_source_residual_score,raw,128,0.17043977612375727,0.054418750995013594,0.17043977612375727
fallback_frame_fraction,front_evidence_score,raw,103,0.18648537843813373,0.05928106983081024,0.18648537843813373
latent_linear_gain_vs_persistence_hybrid,qc_review_score,source_residual,108,0.17885272647616945,0.06402195047206728,0.17885272647616945
one_step_hybrid_mse,qc_review_score,source_residual,128,0.16233368635875065,0.06713900077209584,0.16233368635875065
persistence_rollout_hybrid_mse,front_evidence_score,raw,103,0.18061675131766272,0.06789016881179182,0.18061675131766272
fallback_frame_fraction,abs_radial_flow_mean_source_residual,raw,128,0.16138870616855208,0.06876770849716386,0.16138870616855208
one_step_hybrid_mse,kinetic_evidence_score,raw,128,-0.1613655093657178,0.06880808885919686,0.1613655093657178
persistence_rollout_hybrid_mse,transport_source_residual_score,raw,128,0.1608882664482336,0.06964314105267996,0.1608882664482336
latent_linear_gain_vs_persistence_history,abs_radial_flow_mean_source_residual,raw,107,0.1739594712279215,0.07313216889903207,0.1739594712279215
late_minus_early_one_step_hybrid_mse,front_kinetic_score,raw,128,0.15633921561251274,0.07802229817041349,0.15633921561251274
latent_linear_gain_vs_persistence_hybrid,transport_source_residual_score,source_residual,108,0.1692877472564143,0.07986267217503322,0.1692877472564143
latent_linear_gain_vs_persistence_hybrid,transport_source_residual_score,raw,108,0.16906615492521168,0.08026385310991438,0.16906615492521168
fallback_frame_fraction,abs_radial_flow_mean,source_residual,128,0.1525849540674827,0.08553236080499174,0.1525849540674827
fallback_frame_fraction,abs_radial_flow_mean_source_residual,source_residual,128,0.1525849540674827,0.08553236080499174,0.1525849540674827
late_minus_early_one_step_hybrid_mse,front_kinetic_concordance_score,raw,103,0.16892697214894753,0.0880489907279204,0.16892697214894753
latent_linear_gain_vs_persistence_hybrid,front_kinetic_concordance_score,source_residual,92,0.17876160752659645,0.08820562233733152,0.17876160752659645
latent_linear_gain_vs_persistence_hybrid,q65_phase_fraction_slope,raw,108,0.16271092919622632,0.09247244015835399,0.16271092919622632
latent_linear_gain_vs_persistence_history,kinetic_evidence_score,source_residual,107,0.16333138220670032,0.09276738829330704,0.16333138220670032
fallback_frame_fraction,q55_phase_fraction_delta,source_residual,128,0.14768794544047076,0.09618373606898682,0.14768794544047076
persistence_rollout_history_mse,q55_phase_fraction_delta,source_residual,128,-0.14547920583308502,0.101319004676258,0.14547920583308502
persistence_rollout_hybrid_mse,front_evidence_score,source_residual,103,0.16176498861014668,0.10258047705081148,0.16176498861014668
latent_linear_gain_vs_persistence_hybrid,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,raw,77,0.1853916351834243,0.10647896090984978,0.1853916351834243
fallback_frame_fraction,q65_phase_fraction_delta,source_residual,128,0.14040700026424965,0.11392786881890199,0.14040700026424965
fallback_frame_fraction,abs_radial_flow_mean,raw,128,0.13541071416719258,0.12750943537623458,0.13541071416719258
one_step_hybrid_minus_adaptive_mse,q65_phase_fraction_slope,source_residual,128,0.13502939962778604,0.12859500730386586,0.13502939962778604
latent_linear_gain_vs_persistence_hybrid,front_kinetic_score,source_residual,108,0.14675669560828575,0.1296174093780507,0.14675669560828575
fallback_frame_fraction,transport_source_residual_score,raw,128,0.13392281060055122,0.1317855696389775,0.13392281060055122
latent_linear_gain_vs_persistence_history,masked_minus_bg_slope,source_residual,107,0.14646188812003436,0.13223433015977865,0.14646188812003436
latent_linear_gain_vs_persistence_history,transport_mechanism_score,source_residual,107,0.146398211167907,0.13240442726168045,0.146398211167907
latent_linear_gain_vs_persistence_history,q65_phase_fraction_slope,source_residual,107,0.146398211167907,0.13240442726168045,0.146398211167907
latent_linear_gain_vs_persistence_hybrid,kinetic_evidence_score,source_residual,108,0.14224095840692721,0.14197157522028026,0.14224095840692721
fallback_frame_fraction,q55_phase_fraction_delta,raw,128,0.13020361049253049,0.14295404823994468,0.13020361049253049
fallback_frame_fraction,q65_phase_fraction_delta,raw,128,0.12841214330074568,0.14858332622621817,0.12841214330074568
persistence_rollout_history_mse,kinetic_evidence_score,raw,128,-0.12656095358185254,0.1545743292795644,0.12656095358185254
latent_linear_gain_vs_persistence_history,transport_source_residual_score,raw,107,0.13856410210326753,0.1546320398391342,0.13856410210326753
one_step_hybrid_minus_adaptive_mse,observable_tail_score,raw,128,0.12611631628006628,0.15603994775812088,0.12611631628006628
persistence_rollout_hybrid_mse,masked_minus_bg_slope,raw,128,0.12601251543958825,0.156383592196833,0.12601251543958825
one_step_hybrid_minus_adaptive_mse,kinetic_evidence_score,source_residual,128,0.1253498932893479,0.15859065544469997,0.1253498932893479
fallback_frame_fraction,transport_source_residual_score,source_residual,128,0.12428322919253483,0.16219231698639625,0.12428322919253483
one_step_hybrid_minus_adaptive_mse,front_kinetic_score,source_residual,128,-0.12424799797879242,0.16231230939070845,0.12424799797879242
persistence_rollout_hybrid_mse,q65_phase_fraction_delta,source_residual,128,-0.12339295612786325,0.16524478907327936,0.12339295612786325
fallback_frame_fraction,q75_phase_fraction_delta,raw,128,0.12295038674065778,0.16677802738069714,0.12295038674065778
persistence_rollout_hybrid_mse,qc_review_score,source_residual,128,0.12274341409597714,0.16749867903229082,0.12274341409597714
one_step_hybrid_minus_adaptive_mse,q55_phase_fraction_delta,raw,128,-0.11803880041188045,0.18450858958472052,0.11803880041188045
persistence_rollout_hybrid_mse,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,source_residual,87,0.1435939963902253,0.18455121073816275,0.1435939963902253
latent_linear_gain_vs_persistence_history,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,raw,75,0.15368858295218193,0.1880184554948583,0.15368858295218193
persistence_rollout_history_mse,q65_phase_fraction_slope,source_residual,128,-0.11523692370082583,0.19522119087063688,0.11523692370082583
fallback_frame_fraction,q75_phase_fraction_delta,source_residual,128,0.11483677334608715,0.19678714972145236,0.11483677334608715
persistence_rollout_history_mse,qc_review_score,source_residual,128,0.11464747652077047,0.19753110728170728,0.11464747652077047
one_step_hybrid_minus_adaptive_mse,kinetic_evidence_score,raw,128,-0.11372328022154851,0.20119251109694086,0.11372328022154851
late_minus_early_one_step_hybrid_mse,front_evidence_score,raw,103,0.12503022708957967,0.20825562578769408,0.12503022708957967
latent_linear_gain_vs_persistence_history,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,source_residual,75,0.14692849878393524,0.20842576540554966,0.14692849878393524
fallback_frame_fraction,front_radius2_slope_px2_per_norm_time,source_residual,48,0.18461120918727753,0.2090655330170663,0.18461120918727753
persistence_rollout_history_mse,masked_minus_bg_delta,raw,128,0.11150646277378826,0.21017371029824042,0.11150646277378826
latent_linear_gain_vs_persistence_hybrid,front_evidence_score,source_residual,92,0.13151516786275663,0.21143193996801504,0.13151516786275663
latent_linear_gain_vs_persistence_history,q55_phase_fraction_delta,source_residual,107,0.11833655800739636,0.22475684049573136,0.11833655800739636
latent_linear_gain_vs_persistence_hybrid,front_evidence_score,raw,92,0.12711688031388027,0.227240741071979,0.12711688031388027
one_step_hybrid_minus_adaptive_mse,masked_minus_bg_delta,source_residual,128,-0.1070155001480012,0.2292391156817597,0.1070155001480012
latent_linear_gain_vs_persistence_history,qc_review_score,source_residual,107,0.1170186451017565,0.22999884212874414,0.1170186451017565
latent_linear_gain_vs_persistence_history,masked_minus_bg_delta,source_residual,107,0.11382989926830135,0.2430348827262531,0.11382989926830135
latent_linear_gain_vs_persistence_history,abs_radial_flow_mean,source_residual,107,0.11348212514514418,0.2444869827804024,0.11348212514514418
latent_linear_gain_vs_persistence_history,abs_radial_flow_mean_source_residual,source_residual,107,0.11348212514514418,0.2444869827804024,0.11348212514514418
one_step_hybrid_mse,abs_radial_flow_mean_source_residual,raw,128,0.10188626796026856,0.2524641981427284,0.10188626796026856
latent_linear_gain_vs_persistence_history,front_kinetic_concordance_score,source_residual,90,0.12130765653334226,0.25472372232886076,0.12130765653334226
latent_linear_gain_vs_persistence_hybrid,masked_minus_bg_delta,raw,108,0.10464684285074392,0.28110971485657243,0.10464684285074392
persistence_rollout_hybrid_mse,front_kinetic_concordance_score,raw,103,0.10526838198032872,0.2899357779585663,0.10526838198032872
persistence_rollout_history_mse,masked_minus_bg_slope,source_residual,128,0.09256323702723947,0.2987148522892646,0.09256323702723947
one_step_hybrid_minus_adaptive_mse,front_kinetic_score,raw,128,-0.09250218965389113,0.29903502709719176,0.09250218965389113
one_step_hybrid_minus_adaptive_mse,abs_radial_flow_mean,raw,128,0.08927251168495072,0.3162963808186845,0.08927251168495072
persistence_rollout_history_mse,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,source_residual,87,0.10787288926819524,0.31996777787285124,0.10787288926819524
latent_linear_gain_vs_persistence_history,transport_source_residual_score,source_residual,107,0.09603953848933193,0.3250913295956206,0.09603953848933193
latent_linear_gain_vs_persistence_history,q65_phase_fraction_delta,source_residual,107,0.09518724697624253,0.32942323222664266,0.09518724697624253
latent_linear_gain_vs_persistence_hybrid,masked_minus_bg_slope,source_residual,108,0.09377299846618563,0.33439104600460795,0.09377299846618563
one_step_hybrid_mse,front_evidence_score,raw,103,0.09581658157036298,0.33565706077028457,0.09581658157036298
latent_linear_gain_vs_persistence_history,masked_minus_bg_delta,raw,107,0.0939255747253307,0.3359032120568131,0.0939255747253307
latent_linear_gain_vs_persistence_history,front_kinetic_score,source_residual,107,0.09129805466938633,0.3496557939554189,0.09129805466938633
latent_linear_gain_vs_persistence_hybrid,q75_phase_fraction_delta,raw,108,0.08853158074146403,0.36222578664422034,0.08853158074146403
late_minus_early_one_step_hybrid_mse,front_radius2_slope_px2_per_norm_time,source_residual,48,-0.13385078844454923,0.3644112879627379,0.13385078844454923
one_step_hybrid_mse,q65_phase_fraction_delta,source_residual,128,-0.08052018662215958,0.3662533956307946,0.08052018662215958
latent_linear_gain_vs_persistence_hybrid,masked_minus_bg_delta,source_residual,108,0.08451764257774723,0.3844807123629684,0.08451764257774723
one_step_hybrid_minus_adaptive_mse,front_kinetic_concordance_score,raw,103,-0.08571485042909584,0.38930415736629626,0.08571485042909584
latent_linear_gain_vs_persistence_hybrid,q65_phase_fraction_slope,source_residual,108,0.08334107391874347,0.3911571129948044,0.08334107391874347
one_step_hybrid_mse,masked_minus_bg_delta,raw,128,0.07575813239873574,0.3953697358870505,0.07575813239873574
late_minus_early_one_step_hybrid_mse,qc_review_score,raw,128,0.07511373576370946,0.3994131941687828,0.07511373576370946
latent_linear_gain_vs_persistence_history,q75_phase_fraction_delta,raw,107,0.08192136058918645,0.40154833231578624,0.08192136058918645
persistence_rollout_history_mse,front_kinetic_concordance_score,raw,103,0.08266274934658387,0.4064716726167039,0.08266274934658387
fallback_frame_fraction,masked_minus_bg_delta,raw,128,-0.07382069819050632,0.4076005200653215,0.07382069819050632
late_minus_early_one_step_hybrid_mse,masked_minus_bg_delta,raw,128,-0.07308317036711548,0.41231437435508117,0.07308317036711548
one_step_hybrid_minus_adaptive_mse,front_radius2_slope_px2_per_norm_time,source_residual,48,-0.11936166748086631,0.4190570505063086,0.11936166748086631
one_step_hybrid_minus_adaptive_mse,transport_source_residual_score,raw,128,-0.06877107762124203,0.44050709853045744,0.06877107762124203
late_minus_early_one_step_hybrid_mse,qc_review_score,source_residual,128,-0.06836247108406371,0.4432340606637546,0.06836247108406371
persistence_rollout_hybrid_mse,q55_phase_fraction_delta,source_residual,128,-0.06822204087697986,0.44417346132381563,0.06822204087697986
late_minus_early_one_step_hybrid_mse,q65_phase_fraction_slope,source_residual,128,0.06788463194665208,0.44643512509485395,0.06788463194665208
one_step_hybrid_minus_adaptive_mse,front_evidence_score,source_residual,103,-0.07502100982684172,0.4513596165163555,0.07502100982684172
one_step_hybrid_mse,masked_minus_bg_slope,source_residual,128,0.06669718738362317,0.4544459052578537,0.06669718738362317
one_step_hybrid_minus_adaptive_mse,q65_phase_fraction_slope,raw,128,-0.06660040637762446,0.4551023213468323,0.06660040637762446
persistence_rollout_history_mse,masked_minus_bg_slope,raw,128,0.0662684347760697,0.45735791848054846,0.0662684347760697
late_minus_early_one_step_hybrid_mse,front_kinetic_score,source_residual,128,-0.06568142155259846,0.46136154605426244,0.06568142155259846
one_step_hybrid_mse,front_evidence_score,source_residual,103,0.07269731877723874,0.4655373074320459,0.07269731877723874
persistence_rollout_hybrid_mse,masked_minus_bg_delta,raw,128,0.06445391958559767,0.4697957046174689,0.06445391958559767
one_step_hybrid_minus_adaptive_mse,front_radius2_slope_px2_per_norm_time,raw,48,0.10618658289095526,0.4725571777620107,0.10618658289095526
persistence_rollout_hybrid_mse,q65_phase_fraction_slope,source_residual,128,-0.06299699283702519,0.47991454127631056,0.06299699283702519
persistence_rollout_hybrid_mse,q55_phase_fraction_delta,raw,128,0.06217519398723684,0.48567358814414885,0.06217519398723684
late_minus_early_one_step_hybrid_mse,transport_mechanism_score,raw,128,0.06063915534849661,0.4965362527344763,0.06063915534849661
latent_linear_gain_vs_persistence_history,front_evidence_score,source_residual,90,0.07205887195021565,0.4997184360246649,0.07205887195021565
one_step_hybrid_mse,masked_minus_bg_delta,source_residual,128,0.0600990014502626,0.5003863420413193,0.0600990014502626
late_minus_early_one_step_hybrid_mse,abs_radial_flow_mean,raw,128,0.05918711493090402,0.5069213780952525,0.05918711493090402
persistence_rollout_history_mse,kinetic_evidence_score,source_residual,128,-0.0576942887934783,0.5177145946611215,0.0576942887934783
one_step_hybrid_mse,front_kinetic_score,raw,128,-0.05735989247247391,0.5201483020972844,0.05735989247247391
persistence_rollout_hybrid_mse,kinetic_evidence_score,raw,128,-0.056203680279097494,0.5286077934254995,0.056203680279097494
one_step_hybrid_mse,transport_source_residual_score,raw,128,0.05514316804798345,0.5364274809770986,0.05514316804798345
late_minus_early_one_step_hybrid_mse,abs_radial_flow_mean,source_residual,128,0.05465964695793022,0.5400117120790184,0.05465964695793022
late_minus_early_one_step_hybrid_mse,abs_radial_flow_mean_source_residual,source_residual,128,0.05465964695793022,0.5400117120790184,0.05465964695793022
one_step_hybrid_minus_adaptive_mse,masked_minus_bg_slope,source_residual,128,0.05442218007847457,0.5417763247739142,0.05442218007847457
persistence_rollout_hybrid_mse,front_kinetic_score,raw,128,0.05409095395217233,0.5442424000567552,0.05409095395217233
persistence_rollout_hybrid_mse,masked_minus_bg_slope,source_residual,128,0.05335401201122691,0.5497488508158798,0.05335401201122691
persistence_rollout_hybrid_mse,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,raw,87,0.06448496401216537,0.5529173389288,0.06448496401216537
persistence_rollout_history_mse,front_kinetic_concordance_score,source_residual,103,0.05913913545817925,0.5529192054648967,0.05913913545817925
one_step_hybrid_minus_adaptive_mse,masked_minus_bg_slope,raw,128,-0.050984445328526716,0.5676359938793919,0.050984445328526716
one_step_hybrid_minus_adaptive_mse,abs_radial_flow_mean_source_residual,raw,128,-0.05096689273086942,0.5677695136544877,0.05096689273086942
one_step_hybrid_mse,kinetic_evidence_score,source_residual,128,-0.05041059834082682,0.5720088304214774,0.05041059834082682
persistence_rollout_history_mse,front_kinetic_score,raw,128,0.04950490082103276,0.5789424437065614,0.04950490082103276
late_minus_early_one_step_hybrid_mse,abs_radial_flow_mean_source_residual,raw,128,0.04902283200775593,0.5826487796964018,0.04902283200775593
persistence_rollout_history_mse,q55_phase_fraction_delta,raw,128,0.04859323735910031,0.5859608634255765,0.04859323735910031
late_minus_early_one_step_hybrid_mse,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,raw,87,0.05910136192029496,0.586604432085165,0.05910136192029496
one_step_hybrid_mse,front_radius2_slope_px2_per_norm_time,raw,48,-0.07970031239960818,0.5902439755290241,0.07970031239960818
one_step_hybrid_mse,front_kinetic_concordance_score,source_residual,103,0.05365792048953844,0.5903627531037121,0.05365792048953844
persistence_rollout_history_mse,front_radius2_slope_px2_per_norm_time,raw,48,-0.07931984135319728,0.592025068777328,0.07931984135319728
persistence_rollout_history_mse,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,raw,87,0.057448973563232246,0.5971281797903958,0.057448973563232246
fallback_frame_fraction,front_radius2_slope_px2_per_norm_time,raw,48,0.07807877457043694,0.5978513662260803,0.07807877457043694
persistence_rollout_history_mse,q65_phase_fraction_delta,raw,128,0.04491164449032515,0.6146923100043448,0.04491164449032515
latent_linear_gain_vs_persistence_hybrid,q75_phase_fraction_delta,source_residual,108,0.04698675520361631,0.6291769804966101,0.04698675520361631
latent_linear_gain_vs_persistence_hybrid,front_radius2_slope_px2_per_norm_time,source_residual,43,0.07565690123829659,0.62967204882533,0.07565690123829659
persistence_rollout_hybrid_mse,front_kinetic_concordance_score,source_residual,103,0.048012608621434305,0.6300859690612245,0.048012608621434305
latent_linear_gain_vs_persistence_history,front_evidence_score,raw,90,0.051125628681077374,0.6322562197893282,0.051125628681077374
