roi_id,cohort_role,event_reference_cycle,roi_norm_mean_delta_protocol_residual,roi_norm_mean_slope_protocol_residual,high_fraction_delta_protocol_residual,high_fraction_slope_protocol_residual,low_fraction_delta_protocol_residual,high_radius2_delta_px2_protocol_residual,high_radius2_slope_px2_per_frame_protocol_residual,centroid_path_px_protocol_residual,first_last_corr_protocol_residual,cumulative_abs_norm_change_protocol_residual,temporal_diff_energy_protocol_residual,latent_path_length_protocol_residual,latent_mean_step_protocol_residual,latent_net_displacement_protocol_residual,persistence_mse_protocol_residual,velocity_mse_protocol_residual,low_rank_dmd_mse_protocol_residual,dmd_minus_persistence_mse_protocol_residual,physics_no_qc_rf_event_probability_protocol_residual
cycle118_rank3_obj9,control,116.0,-0.0012379112510958591,3.252391822469287e-05,-0.005996114418816024,0.00020534069659972081,0.004398779733386079,7.035962562385315,0.08144050432311033,1.2094019827140539,0.006246533342888716,0.0009611160365976014,-2.696450369141843e-05,3.074603107444826,0.03236424644308383,0.12303893997217252,5.7182362692831656e-06,-4.102111889862909e-05,-0.00019521439219290714,-0.00017915863110757788,0.003908239104806643
cycle156_rank1_obj1,event,156.0,-0.01270296900777241,-5.6478575625906814e-05,-0.06869519313677122,-0.0003283447081581889,0.059496670176435784,-63.77037907920895,-0.43149564791801637,-1.3286426941502167,0.04517126008016825,-0.013980891913888481,-6.376721542407097e-05,-3.9312356806099196,-0.04138142646423246,-0.8858635565111008,-5.817980760395841e-05,-0.0001697725890348849,-0.0005107432576712985,-0.0004582451369803766,0.02761907424639909
cycle156_rank6_obj3,event,156.0,-0.0054527494242610115,-2.12739701229062e-05,-0.040235037354865916,-0.00015913105781808882,0.03223483674324229,-19.39140298994458,0.055469604235458214,-0.6382492084401967,0.034930820219802206,-0.008567164079067685,-5.271676021008091e-05,-1.8848651743232985,-0.019840680371436048,0.629674182288948,-5.1713783102352696e-05,-0.0001668813992832849,-0.00044482520262849844,-0.00039879310643917663,0.04261494714017389
cycle156_rank8_obj10,event,156.0,0.0028456252882060884,2.32870328741938e-05,-0.002338093076855119,-3.523514396568887e-05,-0.04221093917047852,-27.77667987142887,-0.2649177749572314,-0.8269730267292115,-0.00261535097389054,0.001786855622413118,6.419152823811732e-06,1.2605796956718187,0.013269252766457545,0.37833570038587183,-1.007246506771735e-05,-0.00010220470150808488,-0.0005086617353461985,-0.0005042709571915767,-0.06810253577508762
cycle156_rank2_obj2,event,156.0,0.0055542242595729915,4.462113707999379e-05,0.06341984580870508,0.00036944898506691116,-0.01240267074627241,39.32690237006661,0.3858242356726679,2.9101418233702034,0.006280442897781069,0.001736824973704816,2.4044976910117337e-06,0.9330307149589281,0.009821377385941549,-0.005966915733512934,-1.361337259579415e-05,-0.00011039513694548488,0.0019991428574778016,0.0020070745431605233,0.13408258029737452
cycle156_rank5_obj4,event,156.0,0.006040192104297688,4.7146355896993813e-05,0.05697886318437917,0.0003905629694448112,-0.08280410873309091,23.798686419249762,0.11070997243118881,-0.18424637244237374,-0.026795807947402994,0.004320488884332216,9.13209548371175e-06,1.4407592916190843,0.015165887464371752,0.46488688980847925,-5.358546866238598e-06,-7.867484711958489e-05,0.0003763280268524018,0.0003760048868056234,0.060470701504310775
cycle156_rank7_obj27,event,156.0,0.010306122607904492,5.037375237938052e-07,0.021029192723025086,-8.279904900408892e-05,0.01635706562281089,38.325142441183644,0.2318841426445477,-1.9862251943838718,-0.0518228772833762,0.01755710096585992,0.00020312083976961173,4.114816298455029,0.043313853134003655,-0.6339080473253098,0.00017395237515536137,0.00038902988788191517,0.0024493445683967017,0.002269710506328323,0.059193940215976126
cycle157_rank1_obj1,control,156.0,0.0036228610619739258,9.198283726679103e-06,0.01151966811111247,2.1675677023755226e-05,-0.022944259060018526,64.70939712812493,0.2778584324854,-1.6533332379876207,0.01305739214058077,-0.005252258216349559,-7.454906443580411e-05,-4.187185179634131,-0.04407563516251234,-0.6560226189956033,-3.8882560112378514e-05,-0.00017395559094803104,-0.0015730150907935796,-0.0014812501230105002,0.01901075145734188
cycle157_rank4_obj8,control,156.0,-0.005215971316413576,-2.5522740887489343e-05,-0.00016397478882763245,-5.292062646144785e-06,0.03682206808198267,9.388260182279984,0.23100016226307976,1.624636415076516,-0.020357999764479162,0.005222615490348838,5.4592026690365855e-06,-0.8850726002884279,-0.009316545811812044,-0.07164580701440215,2.2945537842720073e-05,-3.730970742231031e-06,-0.0008796288011531795,-0.0008496919313251,-0.03547846453074738
cycle157_rank2_obj2,control,156.0,-0.010148374880866673,-4.529375063932395e-05,-0.05933114075647293,-0.0002352551418078448,0.05015340421140148,-50.2381371802097,-0.16962400331353725,2.696633402979103,-0.02825415595626246,0.00566333595910834,-3.067297001236341e-05,2.125467408256494,0.022373336466630367,1.0686096441879904,-1.730852871902195e-05,-0.00013406188187583103,-9.987776229047982e-05,-2.968682590069995e-05,-0.015446266707037415
