source_stem,event_cycle,cycleNo,event_relative_bin,cycles_to_next_event,proximity_score,event_bin_order,object_candidate_rank,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,persistence_mse_mean,persistence_mse_p95,persistence_mse_late_mean,velocity_mse_mean,velocity_mse_p95,velocity_minus_persistence_mse,temporal_energy_mean,temporal_energy_p95,temporal_energy_late_minus_early,roi_norm_mean_late_minus_early,roi_norm_mean_positive_step_fraction,raw_roi_mean_delta_last_minus_first,mask_base_area_fraction,mask_area_fraction_median,mask_area_fraction_iqr,mask_area_fraction_slope,mask_centroid_path_px,mask_centroid_max_step_px,mask_centroid_drift_px,masked_minus_background_mean_median,masked_minus_background_mean_slope,front_radius_q60_median_px,front_radius_q60_delta_px,front_radius_q60_slope_px_per_norm_time,front_radius_q70_median_px,front_radius_q70_delta_px,front_radius_q70_slope_px_per_norm_time,front_radius_q80_median_px,front_radius_q80_delta_px,front_radius_q80_slope_px_per_norm_time,front_radius_q70_positive_step_fraction,front_gradient_peak_radius_median_px,front_gradient_peak_radius_slope_px_per_norm_time,apparent_diffusion_q70_px2_per_norm_time,apparent_diffusion_q70_um2_per_norm_time,n_roi_proposals
16_c2_x10_HighHighCOV_130723,156.0,143.0,mid_pre_event_9_16,13.0,20.0,1.0,1.5,1023.3486338797813,591.6717668488161,75.5,8907.69189453125,20.73723030090332,0.07581763342022894,0.07344250008463854,-0.00237513333559035,0.0001392426602251,0.0002957015560241,8.506064841640182e-05,0.00024668311380075,0.0007730316749075001,0.00014906183787385,0.00957706011831755,0.015893655084073498,-0.00203774287365375,-0.00377181917428965,0.4894736842105263,-54.68701171875,0.25775824652777773,0.2346733940972222,0.0100640190972222,0.00875837013620415,14.904141602186153,2.6099225900162897,2.8405039701255643,0.14361720439046616,-0.0078665472011408,8.5,-1.5,-0.1130798969072165,8.5,-1.0,-0.041881443298969,7.5,-0.5,-0.5473582474226806,0.01052631578947365,3.5,-0.9829252577319593,-0.7055412371134017,-0.026009072164948403,2
16_c2_x10_HighHighCOV_130723,156.0,144.0,mid_pre_event_9_16,12.0,21.0,1.0,1.5,1274.6437278568426,641.3987870053444,137.0,6315.02392578125,16.413323879241943,0.0679957568645477,0.06728020682930941,-0.0007155500352382499,0.00010513559755050315,0.00022561380246765,6.867198317195289e-05,0.00022613008331965,0.0005987354015814499,0.00012033981693089445,0.00846766098402435,0.01554010398685925,6.589875556528568e-05,-0.00151690212078385,0.5105263157894736,-13.5673828125,0.2752821180555556,0.25021701388888884,0.00958930121527775,0.0039422208910545,8.085181503724636,0.36223868216154925,0.19326667696017663,0.14097733981907365,-0.0025912518673048,8.5,0.0,0.0715206185567009,7.0,0.0,0.101159793814433,5.5,0.0,0.0051546391752577,0.0157894736842105,3.5,-0.25064432989690727,1.1127577319587634,0.0410207010309279,2
16_c2_x10_HighHighCOV_130723,156.0,145.0,mid_pre_event_9_16,11.0,22.0,1.0,1.5,1024.6594101123596,591.999297752809,76.5,8365.722412109375,19.903438568115234,0.07341912388801575,0.0703365840017795,-0.00308253988623615,0.00016399536980309998,0.00032973115667115,0.0002204766569775,0.0003352330386405,0.00086793220252725,0.00017018859944065,0.01029038242995735,0.02470500692725175,0.0003663380630314,0.00029645580798385,0.5210526315789474,-56.0517578125,0.2586805555555556,0.22987196180555555,0.01638454861111105,0.0072482918545961495,12.743653158354592,0.9347446030328475,0.20545007171485502,0.14274926576763391,-0.0015921530718243,8.0,-0.5,-0.6076030927835057,8.0,0.0,0.08279639175257729,7.0,0.0,-0.5180412371134024,0.031578947368421,3.0,0.5360824742268044,0.3927190721649487,0.0144771958762887,2
17_c2_x10_HighHighCOV_150723,156.0,146.0,mid_pre_event_9_16,10.0,23.0,1.0,1.5,1025.1707390648567,593.4678733031674,83.5,7458.01416015625,19.447050094604492,0.07829864323139185,0.07774690538644785,-0.0005517378449439999,0.00042649633542165,0.00054991280921965,0.00055478190188295,0.0009590833506080499,0.0015917281038127,0.0005292771093081,0.0139261255972087,0.04471726007759565,0.0001780400052666,0.0028368843874583497,0.5263157894736842,-11.46142578125,0.26144748263888884,0.22938368055555555,0.0117594401041666,0.00898723449357455,22.1853270727216,3.0492130240627415,0.33882707504566945,0.15202452708035705,-0.0023495533459186,7.5,0.0,-0.2599871134020618,7.5,0.0,-0.40109536082474245,6.75,0.0,-0.3028350515463918,0.05263157894736835,8.0,2.920425257731959,-7.502899484536088,-0.2765868865979383,2
17_c2_x10_HighHighCOV_150723,156.0,150.0,near_pre_event_1_8,6.0,27.0,2.0,1.5,1023.7910238429173,593.9179523141654,77.0,7665.229248046875,21.55990982055664,0.082547016441822,0.08227678015828124,-0.00027023628354074994,0.00087983824778345,0.0009393188112880499,0.00088796773343345,0.0017360365018247999,0.0025308581476565003,0.000848170107929,0.01845699269324535,0.0765019319951533,0.0004170620813965,0.00413456962754325,0.5105263157894737,-7.869140625,0.2569444444444444,0.23095703124999994,0.00543891059027775,-0.0039016706154245,31.02566755135669,3.968524620471218,0.5263709777376984,0.1579654766246676,0.0168085280090532,8.0,0.5,0.9252577319587637,7.0,0.0,0.1942654639175257,6.5,0.0,0.3692010309278351,0.047368421052631546,8.0,0.280283505154639,3.246456185567016,0.11967736082474226,2
17_c2_x10_HighHighCOV_150723,156.0,151.0,near_pre_event_1_8,5.0,28.0,2.0,1.5,1022.7507232401157,595.3052073288331,95.0,6369.128662109375,18.86065483093262,0.0801431983709335,0.08006386831402776,-7.933005690575001e-05,0.0008109999762381999,0.0009553704163408,0.00141404714668165,0.00162497663404785,0.0026251732720993003,0.0008064779394771,0.018223714083433103,0.0756980983540415,0.0035915328189730497,0.0042995642094562,0.5578947368421052,0.69091796875,0.2541775173611111,0.2195638020833333,0.01300726996527775,-0.0064189688036941,34.67538700906289,3.566994143071499,0.2594468421230208,0.15698347333818669,0.02299683617629565,8.0,0.0,0.7026417525773203,7.0,0.5,0.5016108247422685,6.5,0.5,0.42074742268041293,0.06315789473684205,8.0,0.035760309278350805,8.273518041237118,0.30499496907216506,2
17_c2_x10_HighHighCOV_150723,156.0,152.0,near_pre_event_1_8,4.0,29.0,2.0,1.5,1022.3155357804969,593.0871338524288,75.5,8236.923095703125,22.61704158782959,0.0776773169636726,0.0774714015424251,-0.00020591542124745,0.0013553971657529,0.00132695938227695,0.0020504863932728,0.0026824733940884003,0.0036225605232175,0.0013141722301951999,0.021635429933667148,0.1060416869819164,0.0034168190322815496,0.0038996893757333,0.5210526315789474,-1.30810546875,0.2555881076388889,0.2124565972222222,0.00900607638888885,-0.005555422718445649,47.633453380245705,4.7402107276606245,0.2380009456080088,0.1557232104241848,0.024366074973194048,8.0,0.0,0.8605025773195878,7.5,0.0,0.4220360824742271,6.5,0.5,0.4252577319587627,0.10526315789473681,7.5,-1.7954252577319583,8.23389175257733,0.3035341855670106,2
17_c2_x10_HighHighCOV_150723,156.0,154.0,near_pre_event_1_8,2.0,31.0,2.0,1.5,1024.2362301101589,596.6246430028558,71.5,8912.4697265625,22.830381393432617,0.07109775766730306,0.07058811187744135,-0.00050964578986165,0.0005835478805237999,0.00100302903156255,0.00045004472485740004,0.00126970169367265,0.00258250262122595,0.00068132232991045,0.017659567296504898,0.0574131501838564,-0.0012012254446744498,0.002526122572210922,0.4947368421052631,-8.96484375,0.25130208333333337,0.20724826388888884,0.0295274522569444,0.01851231945339345,32.84369258403655,2.144120041224983,0.22913864184001545,0.16415096074342725,0.0157174319628933,8.5,0.5,0.6842783505154639,8.0,0.0,1.6108247422680422,7.0,0.5,0.8559922680412373,0.03684210526315785,7.5,-1.7980025773195882,29.29896907216498,1.080077195876289,2
4_c2_x10_240623,60.0,28.0,far_pre_event_17_32,32.0,1.0,0.0,1.5,1079.0243055555557,77.06423611111111,82.0,10714.01416015625,27.346495628356934,0.07824515923857686,0.0783354043960571,9.024515748019617e-05,5.1027936933678575e-05,0.00020012357417724998,5.096354470879305e-05,0.00014713206837765,0.00057986776882895,9.631508146409494e-05,0.00709779188036915,0.0074388254201039,-5.592266097664833e-05,0.00106849226479725,0.5210526315789474,0.39306640625,0.2517361111111111,0.23787434895833334,0.0037570529513887996,0.00074227978683415,8.566052804416366,0.21573907938801326,0.106786521707498,0.1392081072553992,0.00383641314212725,23.5,0.0,,22.5,0.0,0.0038659793814433,21.5,0.0,,0.01052631578947365,5.5,-12.685567010309283,0.2976804123711343,0.0109736907216495,2
4_c2_x10_240623,60.0,30.0,far_pre_event_17_32,30.0,3.0,0.0,1.5,1077.9268817204302,76.92903225806451,100.0,8730.18115234375,23.25758457183838,0.07831077277660364,0.077617909759283,-0.0006928630173206,5.0935414037667215e-05,0.00019987862542615,5.081979725218844e-05,0.0001474792989029,0.00058118388333235,9.653315646569594e-05,0.0070931825321167,0.0073481142520904,2.1938001736998558e-05,0.00037682095232105,0.5,-13.37451171875,0.2518446180555556,0.23559570312499994,0.0074598524305555,0.0105122045143363,8.821822326179568,0.21331366176054425,0.4079173681920779,0.1394103523343801,-1.0886911264400002e-05,25.0,0.0,,24.0,0.5,-0.36146907216494867,23.0,1.0,0.9967783505154644,0.047368421052631546,5.5,1.3472938144329902,-38.83891752577322,-1.4317578556701054,2
4_c2_x10_240623,60.0,32.0,far_pre_event_17_32,28.0,5.0,0.0,1.5,697.8571428571429,107.34586466165413,40.0,12795.333984375,30.605703353881836,0.08444680646061895,0.08466959372162816,0.00022278726100915,8.703752246215062e-05,0.00034119055853800003,8.719299876244082e-05,0.000253004291153,0.0009925305072101,0.0001659864574321,0.0092376265674829,0.0096610839478671,9.758397936820984e-06,0.00058397984442605,0.5210526315789474,3.3935546875,0.27132161458333337,0.2539605034722222,0.004503038194444401,-0.0058326677494987995,9.679566685752796,0.26367023816344853,0.27066704905083716,0.14020777773112056,0.00333626808349,22.0,0.0,,21.5,0.5,1.4768041237113405,21.5,0.0,,0.01052631578947365,7.0,-19.758376288659804,113.71391752577324,4.191949855670109,2
4_c2_x10_240623,60.0,34.0,far_pre_event_17_32,26.0,7.0,0.0,1.5,951.5716318785578,157.61764705882354,83.5,10603.6884765625,27.22706985473633,0.0804130360484123,0.0803250409662723,-8.79950821399572e-05,7.448926044159083e-05,0.00029146186607245,7.447915595546579e-05,0.00021532182654475,0.0008461281046038,0.0001407820309395654,0.0083715671207755,0.0087469975929707,-1.5738653019070625e-05,0.0001537102119376,0.5157894736842106,-2.74755859375,0.2689344618055556,0.25295681423611105,0.00378417968749995,-0.0055287853822128495,7.200270980539113,0.18261849786555961,0.3002173520960645,0.1451278487220406,0.0040746813822422,5.5,1.0,0.802835051546392,5.5,0.0,0.1114690721649485,5.0,0.0,,0.01052631578947365,4.0,-0.23389175257731976,1.226159793814434,0.0452011546391753,2
5_c2_x10_260623,60.0,36.0,far_pre_event_17_32,24.0,9.0,0.0,1.5,871.7310606060605,604.1325757575758,51.5,10516.2119140625,25.163411140441895,0.08530195057392115,0.0858417227864265,0.0005397722125053113,0.00010854835636560142,0.0004006603994639,0.00011425949924155,0.00031522598874285,0.0011517463630298002,0.00020645506447175002,0.01026780437678095,0.01401018165051935,0.0008088508620857999,0.00277176755480465,0.5157894736842106,9.22216796875,0.2909613715277778,0.2679307725694444,0.00912814670138885,-0.00690613142540085,10.764519356600509,0.45070104355117535,0.36619026124638276,0.1532715642824769,0.01110091969519655,6.0,0.0,-0.0315721649484536,6.0,-1.0,-0.7857603092783508,5.5,-0.5,-0.962628865979382,0.0,6.5,-0.4223582474226805,-8.64336340206186,-0.3186289484536086,2
5_c2_x10_260623,60.0,38.0,far_pre_event_17_32,22.0,11.0,0.0,1.5,1248.8084507042254,567.2604805302403,120.5,6533.857421875,18.250073432922363,0.07557525485754005,0.07641233503818505,0.00083708018064495,7.617378287245673e-05,0.00026929955492955,7.89185942266986e-05,0.00021148963423904999,0.00074986425606765,0.00013511867291524972,0.00839657639153295,0.01074284468777475,0.00109961954876775,0.0020188379567116,0.5157894736842106,14.03369140625,0.2748480902777778,0.2505967881944444,0.0082194010416666,-0.0118041502787621,9.989804068060673,0.39400446423751423,0.64806162399237,0.14880016539245838,0.011723809372681651,7.5,1.0,1.650773195876289,7.0,1.0,2.913015463917528,5.5,0.5,1.4710051546391758,0.01052631578947365,4.5,1.6066365979381452,40.79188144329899,1.5037519175257734,2
5_c2_x10_260623,60.0,40.0,far_pre_event_17_32,20.0,13.0,0.0,1.5,943.9073176231819,130.65847333408502,115.0,7568.0390625,20.9948468208313,0.0836677551269531,0.08386141061782834,0.00019365549087525,7.494043711626881e-05,0.000292778432049,7.596079740322075e-05,0.0002160505500796,0.0008482204400934001,0.00014111563359615192,0.0083877278957515,0.00880538485944265,0.00012182584032413115,0.0018549370579421,0.5105263157894737,6.09375,0.2681206597222222,0.24384223090277773,0.00706651475694435,-0.0063717067583046495,7.395495763101113,0.19176169125459255,0.5613775904925248,0.14728325232863426,0.00685826236185295,7.0,1.5,0.43427835051546415,6.5,-0.5,0.2229381443298972,6.0,0.0,0.13692010309278363,0.01578947368421045,5.0,-1.0847293814432994,3.2461340206185545,0.11966548453608244,2
5_c2_x10_260623,60.0,42.0,far_pre_event_17_32,18.0,15.0,0.0,1.5,943.2861635220125,129.75746855345912,95.5,10293.66015625,27.147003173828125,0.08324675634503359,0.0833435356616973,9.677931666375003e-05,7.496390753658192e-05,0.00029316629152155,7.596241994174623e-05,0.000216695072595,0.0008526968027581,0.0001417042622051172,0.0084048798307776,0.00883052581921215,9.849132038652891e-05,0.00152068329043685,0.4894736842105263,3.20751953125,0.2694227430555556,0.2529025607638889,0.0048556857638888,-0.0057003549966888,7.82098278074317,0.19398864623797385,0.34289290876096734,0.14320854377001518,0.0058852374066416,6.0,1.0,1.8131443298969083,5.5,0.5,0.0670103092783505,5.0,0.0,,0.01052631578947365,4.5,0.43234536082474245,0.737113402061856,0.0271729484536082,2
5_c2_x10_260623,60.0,44.0,mid_pre_event_9_16,16.0,17.0,1.0,1.5,871.090909090909,366.5909090909091,38.0,12459.96533203125,29.843070030212402,0.085504550486803,0.08525292202830309,-0.00025162845849985,0.00010305708929075,0.00040397983393625,0.0001036092689901,0.00029764865757895,0.0011710088176186502,0.000194561551325,0.01014814805239435,0.0106880894862115,-1.6158446669578552e-06,0.00096280950432015,0.5210526315789474,-3.556640625,0.26312934027777773,0.24473741319444445,0.00785319010416665,0.00376547762072235,7.626571251932842,0.228615920536968,0.28070885451241023,0.15485013555735344,0.002777807690568,5.5,0.0,,5.5,0.0,,5.5,0.0,-0.0960051546391752,0.0,6.0,6.795823926507082e-18,,,2
6_c2_x10_270623_2,60.0,46.0,mid_pre_event_9_16,14.0,19.0,1.0,1.5,874.696153846154,596.0038461538461,52.5,10581.140625,25.80000591278076,0.08656542748212809,0.08645635843276969,-0.00010906904935840001,9.5024184702186e-05,0.00037196541670705,9.546578803563708e-05,0.0002730458218138,0.00107105682109245,0.00017806004325389999,0.00971964653581375,0.0100914012640714,-3.307173028588295e-05,0.00207392630788185,0.5,-1.78662109375,0.29134114583333337,0.26757812499999994,0.010213216145833301,0.0067189010148195494,7.801700544785836,0.2132497272984442,0.6511013006734174,0.1516554523259401,0.003926174386318,5.5,0.0,,5.5,0.0,,5.0,0.0,0.4432989690721651,0.0,6.0,0.7516108247422685,,,2
6_c2_x10_270623_2,60.0,48.0,mid_pre_event_9_16,12.0,21.0,1.0,1.5,874.952380952381,599.6507936507937,52.5,10466.70751953125,25.136672973632812,0.08500596508383745,0.0845716521143913,-0.0004343129694461786,9.086113277585349e-05,0.00035612101783039996,9.030874571177428e-05,0.00026262187020615,0.00103106265305535,0.00017174876120404998,0.009513095021247801,0.01003057700581845,-2.014404162764549e-05,0.00207747014549865,0.5210526315789474,-6.22900390625,0.2916124131944444,0.2708604600694444,0.0074869791666666,0.007760378912961699,7.479141309986327,0.2066307126704074,0.4031452280818557,0.1489041401073336,0.0032746445221980003,5.5,0.0,0.0006443298969072,5.5,0.0,,5.0,0.0,,0.0,6.5,1.2760953608247432,,,2
6_c2_x10_270623_2,60.0,50.0,mid_pre_event_9_16,10.0,23.0,1.0,1.5,951.3238255033557,142.86879194630873,94.5,8741.993408203125,22.94032096862793,0.08143219351768491,0.08154155313968656,0.00010935962200162744,7.040091804808648e-05,0.00027704246531355003,6.987260712772328e-05,0.00020363358271420002,0.0008008876182429,0.00013320755533640074,0.00816851784475145,0.0084632627898827,-4.424038343131542e-05,0.00112673842037715,0.5105263157894736,1.39794921875,0.2668728298611111,0.2478569878472222,0.005764431423611049,0.00987979500017895,8.130843397946036,0.21401021268706885,0.5895876947190604,0.14392395876348013,0.0019002828624617501,6.5,0.0,0.0947164948453608,5.5,-0.5,-1.4188144329896917,5.5,0.0,,0.0052631578947368,4.0,1.043814432989691,-18.444587628865985,-0.6799412783505157,2
6_c2_x10_270623_2,60.0,52.0,near_pre_event_1_8,8.0,25.0,2.0,1.5,950.9365184693652,146.88918380889183,85.0,10127.38525390625,25.965062141418457,0.0802617520093917,0.08023885264992711,-2.2899359464649994e-05,7.023187936283361e-05,0.0002749920080532,6.988982022446705e-05,0.00020339686670920002,0.0007988788733199999,0.0001331428065895755,0.0081588260363787,0.008461212296970149,-7.215328514575958e-05,0.0009275557628522001,0.5157894736842106,-1.46044921875,0.2685004340277778,0.2515190972222222,0.004014756944444401,0.010327910503024701,8.230235709736702,0.24244703371314358,0.33450644014701775,0.14321054331958288,0.00146656911028065,6.5,0.0,,5.5,-0.5,-0.9046391752577324,5.5,0.0,,0.0,3.5,-0.2880154639175258,-11.76030927835052,-0.4335320412371135,2
6_c2_x10_270623_2,60.0,54.0,near_pre_event_1_8,6.0,27.0,2.0,1.5,1256.718426501035,580.0461401952086,83.5,8958.46923828125,22.15390110015869,0.07767307758331295,0.07762538641691205,-4.7691166400904416e-05,5.7507842939230613e-05,0.0002251540037832,5.809471622342244e-05,0.0001658152832533,0.0006514566688565,0.00010827894584508019,0.0074844777118414,0.00783633256796745,2.7257716283202175e-05,0.0007755082721510999,0.5157894736842106,-0.896484375,0.2748480902777778,0.25830078125,0.00366210937499995,0.0016080980858032001,7.745956791319513,0.20548094697271052,0.07717735290084954,0.14491966553032395,0.00339276825207445,8.5,0.0,,8.0,0.0,0.0064432989690721,6.5,0.0,0.0032216494845361,0.01052631578947365,9.0,1.9490979381443312,0.1237113402061851,0.0045604948453608,2
