roi_id,cycleNo,cohort_role,is_event_roi,event_reference_cycle,validation_score,front_quality_score,degradation_mode_hypothesis,timing_elapsed_s,thresholds_finite,phase_slope_median_per_s,phase_slope_iqr_per_s,phase_slope_positive_fraction,phase_slope_negative_fraction,phase_slope_abs_median_per_s,radius2_slope_median_px2_per_s,radius2_slope_iqr_px2_per_s,radius2_slope_positive_fraction,radius2_slope_negative_fraction,diffusion_proxy_median_um2_per_s,diffusion_proxy_iqr_um2_per_s,default_q70_diffusion_proxy_um2_per_s,q70_phase_slope_bootstrap_p05,q70_phase_slope_bootstrap_p50,q70_phase_slope_bootstrap_p95,q70_radius2_slope_bootstrap_p05_px2_per_s,q70_radius2_slope_bootstrap_p50_px2_per_s,q70_radius2_slope_bootstrap_p95_px2_per_s,threshold_robust_phase_score,diffusion_proxy_abs_median_um2_per_s,threshold_robust_diffusion_score,cycleNo_recon,source_stem,local_cycle_index,front_candidate_rank,object_candidate_rank,validation_score_recon,transfer_rank,transferred_masked_residual_signature,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,object_mean_abs_z,object_mean_residual,roi_mean_delta_last_minus_first,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,first_frame_index,last_frame_index,low_rank_dmd_particle_mse_mean,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,low_rank_dmd_particle_mse_fraction_of_full_mean,low_rank_dmd_particle_mask_area_fraction_mean,low_rank_dmd_mask_fallback_used_mean,persistence_particle_mse_mean,persistence_particle_to_nonparticle_mse_ratio_mean,persistence_particle_mse_fraction_of_full_mean,persistence_particle_mask_area_fraction_mean,persistence_mask_fallback_used_mean,velocity_particle_mse_mean,velocity_particle_to_nonparticle_mse_ratio_mean,velocity_particle_mse_fraction_of_full_mean,velocity_particle_mask_area_fraction_mean,velocity_mask_fallback_used_mean,front_physics_review_score
cycle116_rank12_obj4,116.0,transfer_warning,0,116.0,,,,9126.745852742,7,2.0996419977662014e-06,3.680078431188907e-07,1.0,0.0,2.0996419977662014e-06,-0.0008629265279263,8.664148095818152e-05,0.1428571428571428,0.8571428571428571,-1.988182720342206e-06,1.9962197212764981e-07,-1.964767135884486e-06,5.520497150964395e-07,2.0820399045639787e-06,3.323376216334542e-06,-0.0011738084777607,-0.0008560814836542,-0.000490020225579,0.90625,1.988182720342206e-06,0.6770833333333333,116.0,13_c2_x6_100723,1,12,4,24.263145715616087,12,0.6939075621668416,0,0,1,16.010562896728516,5153.689453125,-9.28515625,-0.0003072023391723,0.2236067977499281,909,1818,0.0031172876115306,19.609523149740504,4.420289643070492,0.18597412109375,0.0,3.979974133017095e-05,1.0920313219831828,0.9332027134226268,0.18597412109375,0.0,0.0001075900354408,0.9970250977326668,0.8644941866003081,0.18597412109375,0.0,1.3229166666666667
cycle116_rank12_obj1,116.0,transfer_warning,0,116.0,,,,9126.745852742,7,2.787435819630003e-06,1.0845445278328534e-06,1.0,0.0,2.787435819630003e-06,0.0007175559459732,0.0010415273263041,1.0,0.0,1.6532488995223889e-06,2.3996789598046937e-06,1.6532488995223889e-06,1.038907448574738e-06,2.7392252892068104e-06,4.623008366365898e-06,5.471070395012359e-05,0.0007670969864706,0.0013566627179308,0.90625,1.6532488995223889e-06,0.4687499999999999,116.0,13_c2_x6_100723,1,12,1,27.363295086379125,12,0.6939075621668416,0,0,1,34.200767517089844,14779.474609375,-9.447265625,-0.0005199462175369,0.2236067977499281,909,1818,0.0032383710240537,5.350495290999259,2.1412484450849343,0.3332044813368056,0.0,0.0001056366379543,1.0529090987083711,0.9077506978141722,0.3332044813368056,0.0,0.0003103392928096,1.052707623461359,0.9175605070864684,0.3332044813368056,0.0,1.3229166666666667
cycle150_rank1_obj1,150.0,transfer_warning,0,150.0,,,,12435.337381064,7,1.949243857179767e-06,2.263230355314413e-07,1.0,0.0,1.949243857179767e-06,-0.0003881722560603,0.000481249530454,0.2857142857142857,0.7142857142857143,-8.94348877963008e-07,1.108798918166125e-06,-1.4381145836942364e-06,-5.002206877105354e-07,2.0961489838332264e-06,4.600800715979035e-06,-0.0015685667340114,-0.0007130057956109,0.0004251727987605,0.90625,8.94348877963008e-07,0.2083333333333333,150.0,17_c2_x10_HighHighCOV_150723,4,1,1,31.252033699995643,1,40.97186183003927,1,1,0,25.297578811645508,8829.2822265625,3.2373046875,0.000732198357582,0.2236067977500298,4950,6187,0.0040274156744999,7.259844496123457,4.484593170141584,0.1037767198350694,0.0,0.0001762248762133,1.456887716355634,1.184093745551456,0.1037767198350694,0.0,0.0004730427745016,1.3177088316880454,1.0981400440923117,0.1037767198350694,0.0,2.15625
cycle146_rank2_obj1,146.0,transfer_warning,0,146.0,,,,12394.593684328,7,2.8355288227546085e-06,1.179990013331938e-06,1.0,0.0,2.8355288227546085e-06,-0.0025193224589635,0.0008708230384985,0.0,1.0,-5.804518945452093e-06,2.0063762807005635e-06,-5.804518945452093e-06,-1.2266072522099817e-07,2.933190847802474e-06,6.26695842198476e-06,-0.0031522737781472,-0.0024834108641487,-0.0020140092221083,0.8854166666666665,5.804518945452093e-06,0.96875,146.0,17_c2_x10_HighHighCOV_150723,0,2,1,23.996348529153263,2,3.21719464829548,0,1,0,18.055540084838867,6981.751953125,-21.5712890625,-0.0010743290185928,0.25,0,1236,0.00553698272779,10.22726556387647,3.4522861168002184,0.14385986328125,0.0,0.000124696529383,1.7415842344601142,1.2075225266846523,0.14385986328125,0.0,0.0003019781820512,1.5197635720772835,1.0881842096153636,0.14385986328125,0.0,2.7708333333333335
cycle152_rank5_obj2,152.0,transfer_warning,0,152.0,,,,12557.445742552,7,2.379398903442321e-06,6.808372655997233e-07,1.0,0.0,2.379398903442321e-06,0.0050829743412172,0.0026932718560292,1.0,0.0,1.1711172882164502e-05,6.205298356291478e-06,1.1711172882164502e-05,-4.836445222381559e-07,2.5840387503054654e-06,5.92732944312764e-06,0.0024057344736704,0.0051367608601889,0.0082613447862282,0.8854166666666665,1.1711172882164502e-05,0.8020833333333334,152.0,17_c2_x10_HighHighCOV_150723,6,5,2,24.182967554561685,5,1.1876601241161993,1,1,0,19.41768264770508,7259.271484375,4.703125,0.0002936422824859,0.2915475947422533,7426,8662,0.0105221478006569,9.69206039756931,3.2394119020117955,0.1368611653645833,0.0,0.0008566531739688,2.8663804536724515,1.7097487058740553,0.1368611653645833,0.0,0.0020870934135928,2.82721049905315,1.60797223464682,0.1368611653645833,0.0,3.1041666666666665
cycle156_rank3_obj3,156.0,transfer_warning,0,156.0,,,,19462.04443982,7,1.5749582287990145e-06,7.049344658030878e-08,1.0,0.0,1.5749582287990145e-06,-8.251104748910474e-05,0.0003486463708761,0.4285714285714285,0.5714285714285714,-1.9010545341489733e-07,8.032812384986586e-07,-1.954242773575927e-07,3.111830292183565e-07,1.6915048080040157e-06,2.624175906350149e-06,-0.0003285158194016,-9.804908499972576e-05,0.000121008817279,0.84375,1.9010545341489733e-07,0.0208333333333333,156.0,18_c2_xN_HighHighCOV_170723,0,3,3,23.783383251019146,3,1.611586757942234,0,0,1,16.792715072631836,6531.46533203125,688.69140625,0.0234959349036216,0.2500000000000227,0,1938,0.0048023381641542,5.276628155246443,2.974879056117459,0.1891106499565972,0.0,0.0001022640074097,2.018270272068703,1.4799226606495277,0.1891106499565972,0.0,0.0001451345019631,1.2939272220260845,1.0413816417925472,0.1891106499565972,0.0,1.875
cycle148_rank9_obj2,148.0,transfer_warning,0,148.0,,,,12429.281505696,7,4.376125567735644e-06,2.1084859198666795e-06,1.0,0.0,4.376125567735644e-06,-0.0002289045195621,0.0023334552776207,0.4285714285714285,0.5714285714285714,-5.273960130712847e-07,5.376280959638244e-06,-5.273960130712847e-07,-2.0715402861184882e-07,4.340282998805111e-06,7.84084905418342e-06,-0.0012471164989738,-0.0002997027128444,0.0007496254542368,0.84375,5.273960130712847e-07,-0.5416666666666666,148.0,17_c2_x10_HighHighCOV_150723,2,9,2,23.78274905742516,9,0.7480825471472065,1,1,0,19.579477310180664,7041.38525390625,-3.9521484375,-2.154707908630371e-05,0.2121320343559321,2475,3712,0.0031004342745291,4.38134342320542,3.6277172419960624,0.0959879557291666,0.0,0.0002035733937191,2.3114788251246763,1.823915162038476,0.0959879557291666,0.0,0.0005754645294473,2.222613309123969,1.7665818848747854,0.0959879557291666,0.0,1.2083333333333335
cycle148_rank9_obj4,148.0,transfer_warning,0,148.0,,,,12429.281505696,7,3.186775303516529e-06,1.8568481323562024e-06,1.0,0.0,3.186775303516529e-06,-0.0020279815237655,0.0006901844664201,0.0,1.0,-4.672469430755894e-06,1.590185010631978e-06,-6.101877065660356e-06,-1.3349155543062012e-06,3.108336467835087e-06,7.758635084944734e-06,-0.0033630727363216,-0.0026006009258112,-0.0017985032787965,0.78125,4.672469430755894e-06,0.96875,148.0,17_c2_x10_HighHighCOV_150723,2,9,4,24.73572028985577,9,0.7480825471472065,1,1,0,25.935644149780277,9376.822265625,15.810546875,0.001376673579216,0.2121320343559321,2475,3712,0.0031240272983268,10.511289569387872,2.484420107845876,0.1818305121527778,0.0,0.0001088007398948,2.0240660225090945,1.3675072957938852,0.1818305121527778,0.0,0.0003055084653169,1.8968490501197923,1.3158014172724368,0.1818305121527778,0.0,1.71875
cycle156_rank3_obj1,156.0,transfer_warning,0,156.0,,,,19462.04443982,7,1.0939403501491312e-06,5.30735869107244e-08,1.0,0.0,1.0939403501491312e-06,-0.0012575719087041,0.0004002239888276,0.0,1.0,-2.89744567765441e-06,9.22116070258996e-07,-3.487827758780299e-06,2.828865554070959e-07,1.179046564935125e-06,1.863262667995318e-06,-0.0019809516857257,-0.0015025327924981,-0.0009848626846968,0.7604166666666666,2.89744567765441e-06,1.03125,156.0,18_c2_xN_HighHighCOV_170723,0,3,1,24.80549395038122,3,1.611586757942234,0,0,1,16.869712829589844,6680.10888671875,510.8984375,0.0163861662149429,0.2500000000000227,0,1938,0.0101203098602127,22.69455548859605,3.9554624653965935,0.2180718315972222,0.0,9.903504621888716e-05,2.560247743103471,1.578273657316072,0.2180718315972222,0.0,0.0001417409946498,1.4194752117322753,1.072713920946571,0.2180718315972222,0.0,2.666666666666667
cycle151_rank4_obj3,151.0,transfer_warning,0,151.0,,,,12438.259448892,7,1.6933994776911942e-06,4.023296233851589e-07,1.0,0.0,1.6933994776911942e-06,0.0015428954829821,0.0008510679436445,1.0,0.0,3.5548311927908026e-06,1.960860542157084e-06,3.5548311927908026e-06,-1.4863794096085142e-06,1.5531689324740826e-06,4.493963567287699e-06,0.0008297336077259,0.0015148877080577,0.0024623697999858,0.7604166666666666,3.5548311927908026e-06,0.8020833333333333,151.0,17_c2_x10_HighHighCOV_150723,5,4,3,24.20215302399285,4,1.4388691546947752,1,1,0,23.21497344970703,7830.56005859375,5.0634765625,0.0001749545335769,0.2500000000000227,6188,7425,0.0140752681327285,8.19585957842565,4.525419104338782,0.1032511393229166,0.0,0.0007654748320646,1.6188193245956632,1.4045937091536236,0.1032511393229166,0.0,0.00176741303585,1.663449449676388,1.424716900170897,0.1032511393229166,0.0,2.8333333333333335
cycle147_rank11_obj3,147.0,transfer_warning,0,147.0,,,,12424.30955664,7,4.198421406853904e-06,2.7200280174115747e-06,1.0,0.0,4.198421406853904e-06,-0.0020099023878088,0.0005966696259175,0.0,1.0,-4.630815101511622e-06,1.3747268181140092e-06,-5.194531229113861e-06,1.0751501564105832e-08,4.309195380120923e-06,9.163805261090348e-06,-0.0031324885552255,-0.0022288199853122,-0.001219896760844,0.6979166666666666,4.630815101511622e-06,1.03125,147.0,17_c2_x10_HighHighCOV_150723,1,11,3,24.624743710237528,11,0.6943342227566772,0,1,0,25.71528625488281,9487.4189453125,26.109375,0.0017741546034812,0.2121320343559321,1237,2474,0.0022021403929102,7.809624121339971,2.2051096179612286,0.1901143391927083,0.0,8.20445328599817e-05,1.6572757332244412,1.2211599450508537,0.1901143391927083,0.0,0.0002252877834507,1.553978547438334,1.1636749584970614,0.1901143391927083,0.0,1.322916666666667
cycle148_rank9_obj1,148.0,transfer_warning,0,148.0,,,,12429.281505696,7,2.7345169767588627e-06,1.7553756280937605e-06,1.0,0.0,2.7345169767588627e-06,-0.0033943874601399,0.0006604538826973,0.0,1.0,-7.820668708162389e-06,1.5216857457347871e-06,-7.820668708162389e-06,-4.328644195362863e-07,2.4692399025284818e-06,6.1864924024033225e-06,-0.0041965194472211,-0.0033896632558741,-0.0025270848360401,0.6770833333333333,7.820668708162389e-06,1.1979166666666663,148.0,17_c2_x10_HighHighCOV_150723,2,9,1,24.293498644747416,9,0.7480825471472065,1,1,0,22.64679718017578,8170.9912109375,10.609375,0.0016496032476425,0.2121320343559321,2475,3712,0.0039590068554389,6.550931325197139,4.553630473043248,0.0899658203125,0.0,0.0001903573672734,1.515953920029555,1.2715845934782846,0.0899658203125,0.0,0.0005363867676351,1.424764753903738,1.2068122955708154,0.0899658203125,0.0,1.9375
cycle147_rank11_obj4,147.0,transfer_warning,0,147.0,,,,12424.30955664,7,4.9734195987324445e-06,3.534705496448284e-06,1.0,0.0,4.9734195987324445e-06,-0.0005643377614256,0.0024439974523044,0.4285714285714285,0.5714285714285714,-1.3002342023247751e-06,5.630970130109483e-06,-1.3002342023247751e-06,-4.530580863853233e-08,5.2817612618196365e-06,1.0551532775832887e-05,-0.0013843897303363,-0.0005903718570721,0.000196176048379,0.6770833333333333,1.3002342023247751e-06,-0.4583333333333333,147.0,17_c2_x10_HighHighCOV_150723,1,11,4,23.138560592904174,11,0.6943342227566772,0,1,0,17.252830505371094,6286.984375,5.6279296875,0.0005997419357299,0.2121320343559321,1237,2474,0.0031506686354987,3.764384116801156,3.139527342970339,0.1019388834635416,0.0,0.0001463760739852,1.982269414799119,1.5868890038736858,0.1019388834635416,0.0,0.0003942172374991,1.8140032829527784,1.4820520385748095,0.1019388834635416,0.0,1.0833333333333335
cycle155_rank10_obj3,155.0,transfer_warning,0,155.0,,,,12444.43306612,7,1.6616272975912492e-06,6.425586375607277e-07,1.0,0.0,1.6616272975912492e-06,0.0053069373913536,0.0026976054482012,1.0,0.0,1.222718374967873e-05,6.215282952655649e-06,1.222718374967873e-05,-2.110519436502714e-06,1.766828664053945e-06,4.817206657092552e-06,0.0020586900583917,0.0053180770747249,0.0080431438915352,0.65625,1.222718374967873e-05,0.8020833333333333,155.0,17_c2_x10_HighHighCOV_150723,9,10,3,23.460269822850847,10,0.7426923860413742,1,1,0,16.54679298400879,6033.2763671875,56.623046875,0.0029103159904479,0.1802775637731301,11139,12376,0.0090505852858768,8.316752732616902,4.185537476214428,0.1056688096788194,0.0,0.0047325059463219,4.889665230623491,2.6981034621995,0.1056688096788194,0.0,0.0094844685722819,5.459426753211889,2.8099915079189954,0.1056688096788194,0.0,2.395833333333333
cycle150_rank1_obj4,150.0,transfer_warning,0,150.0,,,,12435.337381064,7,1.0680818486858788e-06,1.8338960634447266e-07,1.0,0.0,1.0680818486858788e-06,-0.0002067316755915,0.0007762214720073,0.4285714285714285,0.5714285714285714,-4.763097805629046e-07,1.788414271504903e-06,-4.763097805629046e-07,-1.6756755017949062e-06,1.1227052623575674e-06,3.781044878094257e-06,-0.0007907131723431,-0.0002202701340791,0.0002749145568554,0.65625,4.763097805629046e-07,-0.1875,150.0,17_c2_x10_HighHighCOV_150723,4,1,4,32.06435888596172,1,40.97186183003927,1,1,0,29.67667388916016,10379.9345703125,7.173828125,0.0005302727222442,0.2236067977500298,4950,6187,0.004345835364802,7.744335457582858,3.023541400192196,0.1153191460503472,0.03125,0.0001224321449626,2.137476763305484,1.543140368048436,0.1153191460503472,0.03125,0.0003140875833196,1.90967108412695,1.4363302833707778,0.1153191460503472,0.03125,1.8958333333333333
cycle146_rank2_obj2,146.0,transfer_warning,0,146.0,,,,12394.593684328,7,3.980883653242864e-06,2.9406083198473998e-06,1.0,0.0,3.980883653242864e-06,-0.0011878951171184,0.0011979212823632,0.0,1.0,-2.736910349840922e-06,2.760010634564895e-06,-2.736910349840922e-06,-7.578726560856559e-07,3.832449242768312e-06,9.380073724357568e-06,-0.0016121767613566,-0.001215257655639,-0.0007655491454319,0.6145833333333333,2.736910349840922e-06,0.59375,146.0,17_c2_x10_HighHighCOV_150723,0,2,2,24.00590728570276,2,3.21719464829548,0,1,0,18.921016693115234,7332.19677734375,-17.5634765625,-0.0011379420757293,0.25,0,1236,0.0086546744496445,5.447558117689057,3.942207118881893,0.0951334635416666,0.0,0.0001763800325988,2.153735276290332,1.6398650710038465,0.0951334635416666,0.0,0.0004065881225869,1.840417807611902,1.437948524025283,0.0951334635416666,0.0,2.4583333333333335
