feature,context,n,rho,p_value,permutation_p_abs_rho
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.10714285714285716,0.8191508555699912,0.8338332333533294
low_rank_dmd_particle_mse_mean_median,coulombic_efficiency_pct,8,0.09523809523809526,0.8225054302036114,0.8340331933613278
persistence_nonparticle_mse_mean_max_rolling2_mean,particle_norm_range,11,-0.07272727272727274,0.831716405381337,0.8340331933613278
velocity_particle_mse_ratio_vs_persistence_max_delta_prev_observed_roi_cycle,capacity_mAh,7,0.10714285714285716,0.8191508555699912,0.8342331533693261
velocity_particle_mse_mean_max_rolling2_mean,particle_norm_range,11,-0.07272727272727274,0.831716405381337,0.8342331533693261
low_rank_dmd_particle_mse_mean_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.07878787878787878,0.8287173946974605,0.8350329934013198
velocity_accepted_area_fraction_median_max,particle_norm_range,11,0.08181818181818183,0.810990394300046,0.8356328734253149
low_rank_dmd_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,-0.07878787878787878,0.8287173946974605,0.8358328334333134
persistence_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,particle_norm_range,10,0.07878787878787878,0.8287173946974605,0.8358328334333134
velocity_nonparticle_mse_mean_max_rolling2_mean,particle_norm_range,11,0.07272727272727274,0.831716405381337,0.8358328334333134
persistence_nonparticle_mse_mean_max_rolling2_mean,mean_abs_delta_prev,11,0.07272727272727274,0.831716405381337,0.8362327534493101
persistence_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.07878787878787878,0.8287173946974605,0.8368326334733054
low_rank_dmd_particle_mse_mean_max_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.07878787878787878,0.8287173946974605,0.8384323135372925
persistence_particle_mse_mean_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.07878787878787878,0.8287173946974605,0.8392321535692862
velocity_particle_mse_mean_max_rolling2_mean,capacity_mAh,8,0.09523809523809526,0.8225054302036114,0.8398320335932813
persistence_nonparticle_mse_mean_max,mean_abs_delta_prev,11,0.07272727272727274,0.831716405381337,0.8400319936012798
persistence_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.07878787878787878,0.8287173946974605,0.8408318336332733
persistence_particle_mse_fraction_of_full_mean_median_rolling2_mean,degradation_state_axis,11,-0.07272727272727274,0.831716405381337,0.8416316736652669
low_rank_dmd_particle_mse_ratio_vs_persistence_median,degradation_state_axis,11,-0.07272727272727274,0.831716405381337,0.8420315936812638
persistence_particle_mse_mean_max_rolling2_mean,particle_norm_range,11,-0.07272727272727274,0.831716405381337,0.8424315136972605
low_rank_dmd_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.07878787878787878,0.8287173946974605,0.8456308738252349
velocity_particle_mse_mean_median_delta_prev_observed_roi_cycle,frames_percentile,10,-0.0731720919982925,0.8407903063461993,0.8456308738252349
persistence_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.10714285714285716,0.8191508555699912,0.8472305538892222
velocity_particle_mse_mean_median_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.10714285714285716,0.8191508555699912,0.8478304339132173
low_rank_dmd_particle_mse_mean_median_rolling2_mean,mean_abs_delta_prev,11,-0.06363636363636364,0.8525390725425218,0.8482303539292142
velocity_nonparticle_mse_mean_max,frames_percentile,11,0.06392760709681124,0.8518706025636503,0.8492301539692062
velocity_particle_mse_mean_max,degradation_state_axis,11,-0.07272727272727274,0.831716405381337,0.8498300339932013
velocity_accepted_area_fraction_median_max_rolling2_mean,particle_norm_range,11,0.06363636363636364,0.8525390725425218,0.8554289142171566
persistence_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,frames_percentile,10,0.06707441766510146,0.8539330451371616,0.8554289142171566
low_rank_dmd_particle_mse_fraction_of_full_mean_max,particle_norm_range,11,-0.06363636363636364,0.8525390725425218,0.860627874425115
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median,degradation_state_axis,11,0.06363636363636364,0.8525390725425218,0.8612277544491101
persistence_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,particle_norm_range,10,0.06666666666666665,0.8548130882487427,0.8620275944811038
velocity_accepted_area_fraction_median_max,frames_percentile,11,-0.05479509179726678,0.8728714270204565,0.8620275944811038
low_rank_dmd_accepted_area_fraction_median_max_rolling2_mean,particle_norm_range,11,0.06363636363636364,0.8525390725425218,0.862627474505099
persistence_particle_mse_mean_max_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.06666666666666665,0.8548130882487427,0.862627474505099
persistence_particle_mse_mean_max_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.06666666666666665,0.8548130882487427,0.8642271545690862
low_rank_dmd_particle_mse_ratio_vs_persistence_median_rolling2_mean,frames_percentile,11,-0.059361349447039004,0.8623610177683209,0.8642271545690862
persistence_accepted_area_fraction_median_max_rolling2_mean,particle_norm_range,11,0.06363636363636364,0.8525390725425218,0.8650269946010798
low_rank_dmd_accepted_area_fraction_median_max,frames_percentile,11,-0.05479509179726678,0.8728714270204565,0.8676264747050589
persistence_particle_to_nonparticle_mse_ratio_mean_median_rolling2_mean,degradation_state_axis,11,-0.06363636363636364,0.8525390725425218,0.8678264347130574
velocity_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.06666666666666665,0.8548130882487427,0.8678264347130574
low_rank_dmd_particle_mse_mean_max_rolling2_mean,mean_abs_delta_prev,11,-0.05454545454545456,0.873446577523315,0.8692261547690462
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,frames_percentile,10,0.06097674333191042,0.8671082217678165,0.8694261147770446
low_rank_dmd_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.06666666666666665,0.8548130882487427,0.869626074785043
low_rank_dmd_particle_mse_ratio_vs_persistence_median,cycle_state_pc2,11,0.06363636363636364,0.8525390725425218,0.8710257948410318
mean_validation_score,capacity_mAh,8,0.07142857142857144,0.8665262706759088,0.8770245950809838
velocity_particle_mse_fraction_of_full_mean_max,capacity_mAh,8,-0.07142857142857144,0.8665262706759088,0.8790241951609679
velocity_nonparticle_mse_mean_median,coulombic_efficiency_pct,8,0.07142857142857144,0.8665262706759088,0.8822235552889423
persistence_accepted_area_fraction_median_max,frames_percentile,11,-0.05479509179726678,0.8728714270204565,0.885622875424915
persistence_nonparticle_mse_mean_max,degradation_state_axis,11,-0.05454545454545456,0.873446577523315,0.8864227154569086
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median,capacity_mAh,8,0.07142857142857144,0.8665262706759088,0.886622675464907
persistence_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,frames_percentile,10,0.04878139466552833,0.8935442648854668,0.888622275544891
low_rank_dmd_particle_mse_ratio_vs_persistence_median_delta_prev_observed_roi_cycle,frames_percentile,10,-0.04878139466552833,0.8935442648854668,0.8940211957608478
velocity_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,frames_percentile,10,0.04878139466552833,0.8935442648854668,0.8942211557688462
velocity_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.05454545454545454,0.8810361811618524,0.8954209158168366
velocity_particle_mse_ratio_vs_persistence_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.05454545454545454,0.8810361811618524,0.8954209158168366
velocity_nonparticle_mse_mean_median,mean_abs_delta_prev,11,-0.045454545454545456,0.8944269969053026,0.901619676064787
persistence_particle_mse_mean_max,degradation_state_axis,11,0.045454545454545456,0.8944269969053026,0.9024195160967806
velocity_particle_to_nonparticle_mse_ratio_mean_median,degradation_state_axis,11,-0.045454545454545456,0.8944269969053026,0.9030193961207759
persistence_particle_mse_mean_median_delta_prev_observed_roi_cycle,frames_percentile,10,0.04878139466552833,0.8935442648854668,0.9034193161367726
velocity_nonparticle_mse_mean_max_rolling2_mean,mean_abs_delta_prev,11,0.045454545454545456,0.8944269969053026,0.9052189562087583
velocity_nonparticle_mse_mean_max_rolling2_mean,cycle_state_pc2,11,0.045454545454545456,0.8944269969053026,0.9054189162167566
low_rank_dmd_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.07142857142857144,0.879048193148154,0.907618476304739
low_rank_dmd_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,frames_percentile,10,0.04878139466552833,0.8935442648854668,0.908618276344731
velocity_particle_mse_fraction_of_full_mean_median,degradation_state_axis,11,-0.045454545454545456,0.8944269969053026,0.9094181163767247
low_rank_dmd_particle_mse_fraction_of_full_mean_max,degradation_state_axis,11,-0.045454545454545456,0.8944269969053026,0.9110177964407119
low_rank_dmd_particle_mse_ratio_vs_persistence_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,-0.04242424242424241,0.9073638178128159,0.9154169166166767
low_rank_dmd_particle_mse_mean_median_delta_prev_observed_roi_cycle,particle_norm_range,10,0.04242424242424241,0.9073638178128159,0.9162167566486703
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.04242424242424241,0.9073638178128159,0.9170165966806638
low_rank_dmd_particle_mse_ratio_vs_persistence_max_delta_prev_observed_roi_cycle,particle_norm_range,10,0.04242424242424241,0.9073638178128159,0.9192161567686463
low_rank_dmd_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,frames_percentile,10,-0.03658604599914625,0.9200750642705431,0.9232153569286142
low_rank_dmd_accepted_area_fraction_median_max,degradation_state_axis,11,-0.03636363636363637,0.9154683168905347,0.9246150769846031
persistence_particle_mse_mean_median,degradation_state_axis,11,0.03636363636363637,0.9154683168905347,0.9248150369926015
velocity_accepted_area_fraction_median_max,degradation_state_axis,11,-0.03636363636363637,0.9154683168905347,0.9248150369926015
persistence_accepted_area_fraction_median_max,degradation_state_axis,11,-0.03636363636363637,0.9154683168905347,0.9268146370725855
persistence_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.04242424242424241,0.9073638178128159,0.9284143171365726
low_rank_dmd_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,frames_percentile,10,0.03048837166595521,0.9333686465687113,0.9330133973205359
mean_validation_score_rolling2_mean,coulombic_efficiency_pct,8,0.04761904761904763,0.9108491685195836,0.935612877424515
low_rank_dmd_nonparticle_mse_mean_median,coulombic_efficiency_pct,8,0.04761904761904763,0.9108491685195836,0.9362127574485103
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_rolling2_mean,coulombic_efficiency_pct,8,-0.04761904761904763,0.9108491685195836,0.9372125574885023
low_rank_dmd_particle_mse_ratio_vs_persistence_median,frames_percentile,11,0.02739754589863339,0.9362686035767599,0.9372125574885023
persistence_particle_to_nonparticle_mse_ratio_mean_max,capacity_mAh,8,-0.04761904761904763,0.9108491685195836,0.9404119176164767
persistence_particle_mse_mean_max,particle_norm_range,11,-0.02727272727272728,0.9365584481926121,0.9426114777044591
low_rank_dmd_particle_mse_fraction_of_full_mean_max,cycle_state_pc2,11,-0.02727272727272728,0.9365584481926121,0.9448110377924415
velocity_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.0303030303030303,0.9337729580941466,0.94501099780044
low_rank_dmd_particle_mse_ratio_vs_persistence_median_rolling2_mean,cycle_state_pc2,11,-0.02727272727272728,0.9365584481926121,0.9484103179364127
velocity_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.0303030303030303,0.9337729580941466,0.9486102779444111
velocity_particle_mse_mean_max_delta_prev_observed_roi_cycle,particle_norm_range,10,0.0303030303030303,0.9337729580941466,0.9494101179764047
velocity_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.0303030303030303,0.9337729580941466,0.9494101179764047
persistence_particle_mse_mean_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.0303030303030303,0.9337729580941466,0.9496100779844031
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.03571428571428572,0.9394082054712856,0.9604079184163168
persistence_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,0.03571428571428572,0.9394082054712856,0.9636072785442912
low_rank_dmd_accepted_area_fraction_median_max_rolling2_mean,mean_abs_delta_prev,11,0.018181818181818184,0.9576852410216188,0.9636072785442912
low_rank_dmd_particle_mse_ratio_vs_persistence_max_delta_prev_observed_roi_cycle,frames_percentile,10,-0.018293022999573125,0.9599974002377396,0.9642071585682863
persistence_accepted_area_fraction_median_median,particle_norm_range,11,-0.018181818181818184,0.9576852410216188,0.9644071185762847
low_rank_dmd_particle_mse_mean_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.03571428571428572,0.9394082054712856,0.9652069586082783
persistence_particle_mse_mean_median_rolling2_mean,degradation_state_axis,11,0.018181818181818184,0.9576852410216188,0.9658068386322736
low_rank_dmd_particle_mse_ratio_vs_persistence_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.03571428571428572,0.9394082054712856,0.966006798640272
velocity_particle_mse_mean_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.03571428571428572,0.9394082054712856,0.9662067586482703
velocity_accepted_area_fraction_median_median,particle_norm_range,11,-0.018181818181818184,0.9576852410216188,0.9662067586482703
persistence_accepted_area_fraction_median_max_rolling2_mean,mean_abs_delta_prev,11,0.018181818181818184,0.9576852410216188,0.9664067186562687
persistence_particle_mse_fraction_of_full_mean_max_rolling2_mean,degradation_state_axis,11,0.018181818181818184,0.9576852410216188,0.9672065586882623
low_rank_dmd_accepted_area_fraction_median_median,particle_norm_range,11,-0.018181818181818184,0.9576852410216188,0.9676064787042592
persistence_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,capacity_mAh,7,0.03571428571428572,0.9394082054712856,0.9682063587282543
velocity_accepted_area_fraction_median_max_rolling2_mean,mean_abs_delta_prev,11,0.018181818181818184,0.9576852410216188,0.9684063187362527
velocity_nonparticle_mse_mean_max_rolling2_mean,frames_percentile,11,0.013698772949316694,0.9681133688856378,0.973005398920216
persistence_nonparticle_mse_mean_median_rolling2_mean,capacity_mAh,8,0.023809523809523815,0.9553740118158806,0.9776044791041791
velocity_accepted_area_fraction_median_median_rolling2_mean,particle_norm_range,11,0.009090909090909092,0.9788365001441937,0.9870025994801039
low_rank_dmd_accepted_area_fraction_median_median_rolling2_mean,particle_norm_range,11,0.009090909090909092,0.9788365001441937,0.9878024395120976
velocity_nonparticle_mse_mean_max,degradation_state_axis,11,0.009090909090909092,0.9788365001441937,0.989002199560088
persistence_particle_to_nonparticle_mse_ratio_mean_max_rolling2_mean,degradation_state_axis,11,0.009090909090909092,0.9788365001441937,0.9892021595680864
mean_validation_score_rolling2_mean,mean_abs_delta_prev,11,-0.009090909090909092,0.9788365001441937,0.9896020795840832
low_rank_dmd_particle_mse_ratio_vs_persistence_median_rolling2_mean,degradation_state_axis,11,-0.009090909090909092,0.9788365001441937,0.9912017596480703
persistence_accepted_area_fraction_median_median_rolling2_mean,particle_norm_range,11,0.009090909090909092,0.9788365001441937,0.9914017196560688
velocity_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,frames_percentile,10,-0.006097674333191042,0.9866618333383284,0.9948010397920416
velocity_particle_mse_mean_median_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.006060606060606061,0.9867429111949892,1.0
low_rank_dmd_particle_mse_ratio_vs_persistence_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.006060606060606061,0.9867429111949892,1.0
low_rank_dmd_nonparticle_mse_mean_median,degradation_state_axis,11,0.0,1.0,1.0
low_rank_dmd_particle_mse_fraction_of_full_mean_max,frames_percentile,11,0.0,1.0,1.0
persistence_particle_mse_fraction_of_full_mean_max,capacity_mAh,8,0.0,1.0,1.0
velocity_particle_mse_mean_max,capacity_mAh,8,0.0,1.0,1.0
low_rank_dmd_particle_mse_mean_median_delta_prev_observed_roi_cycle,capacity_mAh,7,0.0,1.0,1.0
low_rank_dmd_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,capacity_mAh,7,0.0,1.0,1.0
low_rank_dmd_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,capacity_mAh,7,0.0,1.0,1.0
velocity_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,capacity_mAh,7,0.0,1.0,1.0
low_rank_dmd_particle_mse_ratio_vs_persistence_max_rolling2_mean,cycle_state_pc2,11,0.0,1.0,1.0
