anchor_type,relative_cycle,feature,n,mean,median,std
event,-8.0,delta_std_across_particles,4,0.04085637192529697,0.0334097361462383,0.03035118490233052
event,-8.0,capacity_mAh,4,0.6845099263468932,0.6340454215483222,0.10786343952192187
event,-8.0,coulombic_efficiency_pct,4,98.5629696640875,98.7047081151999,0.41649678418999686
event,-8.0,V_max,4,4.30132025,4.201038,0.20120834757430747
event,-8.0,n_frames,4,993.75,916.5,164.45541442388978
event,-8.0,frames_percentile,4,0.4325842696629213,0.34550561797752805,0.31730384823467284
event,-7.0,particle_norm_mean,1,1.2303118345775932,1.2303118345775932,
event,-7.0,particle_norm_std,1,0.1059915851243236,0.1059915851243236,
event,-7.0,particle_norm_range,1,0.2577413479052823,0.2577413479052823,
event,-7.0,particle_norm_cv,1,0.0861501792841926,0.0861501792841926,
event,-7.0,mean_delta_prev,1,0.0072356268760102,0.0072356268760102,
event,-7.0,mean_abs_delta_prev,1,0.0072356268760102,0.0072356268760102,
event,-7.0,max_abs_delta_prev,1,0.0122950819672131,0.0122950819672131,
event,-7.0,delta_std_across_particles,1,0.0051753421010115,0.0051753421010115,
event,-7.0,capacity_mAh,1,0.8448736903676513,0.8448736903676513,
event,-7.0,coulombic_efficiency_pct,1,98.04171255725868,98.04171255725868,
event,-7.0,V_max,1,4.604096999999999,4.604096999999999,
event,-7.0,n_frames,1,1238.0,1238.0,
event,-7.0,frames_percentile,1,0.8651685393258427,0.8651685393258427,
event,-6.0,particle_norm_mean,4,1.107800594550912,1.087357294953693,0.08972064242004867
event,-6.0,particle_norm_std,4,0.05675609828787337,0.0581452003729753,0.017895741474819534
event,-6.0,particle_norm_range,4,0.12659380692167577,0.12431693989071041,0.04062788346665829
event,-6.0,particle_norm_cv,4,0.05061832889521128,0.05352308673616896,0.012843971385151729
event,-6.0,mean_delta_prev,4,-0.023273669796557175,-0.01866774416993775,0.030177489837685163
event,-6.0,mean_abs_delta_prev,4,0.04007726917057903,0.038386054029092606,0.014182847976465367
event,-6.0,max_abs_delta_prev,4,0.088593537545858,0.0672143974960876,0.05331836613348594
event,-6.0,delta_std_across_particles,4,0.04729923606443935,0.046028591986745554,0.020877415658191945
event,-6.0,capacity_mAh,4,0.5741318859874153,0.6273893493087699,0.11498807731419401
event,-6.0,coulombic_efficiency_pct,4,85.87745071346065,98.84402296002915,26.04287220874
event,-6.0,V_max,4,4.3037332500000005,4.200845,0.2062914876711673
event,-6.0,n_frames,4,991.75,915.0,163.81773408272988
event,-6.0,frames_percentile,4,0.398876404494382,0.3146067415730337,0.3221082656464979
event,-5.0,particle_norm_mean,1,1.2118640806588163,1.2118640806588163,
event,-5.0,particle_norm_std,1,0.0677236057827246,0.0677236057827246,
event,-5.0,particle_norm_range,1,0.1448087431693989,0.1448087431693989,
event,-5.0,particle_norm_cv,1,0.0558838296006821,0.0558838296006821,
event,-5.0,mean_delta_prev,1,-0.0216433848995613,-0.0216433848995613,
