target,model,group_col,n,mae,r2,spearman_rho,spearman_p
tail_particle_mean_delta,context,source_stem,128,0.01351636718936575,-0.33345486617941855,0.30985053103827137,0.00037201728009121177
tail_particle_mean_delta,echem_context,source_stem,128,0.015771228005020056,-0.6275773091411001,0.32343549716169195,0.00019611687492797637
tail_particle_mean_delta,observable_persistence,source_stem,128,0.030401750838037457,-2.6742260140029326,,
tail_particle_mean_delta,prefix_linear_extrapolation,source_stem,128,0.06866396438972246,-17.62732509226877,-0.9025590551181102,6.076668228118035e-48
tail_particle_minus_background_delta,prefix_observables,cycleNo,128,0.003816619517223361,0.892191007782777,0.8642590642739424,2.0691142639835852e-39
tail_particle_minus_background_delta,prefix_plus_echem_context,cycleNo,128,0.004881109182019677,0.8442284767956031,0.8176501556491484,5.282602666613542e-32
tail_particle_minus_background_delta,context,cycleNo,128,0.010240703027039,0.08584589233558526,0.39765496246108767,3.352220263728023e-06
tail_particle_minus_background_delta,global_median,cycleNo,128,0.010800619389976705,-0.030917915912288763,,
tail_particle_minus_background_delta,observable_persistence,cycleNo,128,0.02324506390907674,-1.7987240054613292,,
tail_particle_minus_background_delta,prefix_linear_extrapolation,cycleNo,128,0.050609796529775423,-12.495281333628887,-0.8359446529939571,1.2439801564632315e-34
tail_particle_minus_background_delta,echem_context,cycleNo,128,0.05370633086329668,-396.0545193487915,0.4660833638527742,2.9496868804556952e-08
tail_particle_minus_background_delta,prefix_observables,source_stem,128,0.004315869878803863,0.8541540902735455,0.8171923640358908,6.092515678952095e-32
tail_particle_minus_background_delta,global_median,source_stem,128,0.010800619389976705,-0.030917915912288763,,
tail_particle_minus_background_delta,context,source_stem,128,0.010807468868836826,-0.043270456356095055,0.3917952298113898,4.799199532122924e-06
tail_particle_minus_background_delta,prefix_plus_echem_context,source_stem,128,0.012558518963808964,-3.2638056102662283,0.6526220014649331,7.034748882349538e-17
tail_particle_minus_background_delta,observable_persistence,source_stem,128,0.02324506390907674,-1.7987240054613292,,
tail_particle_minus_background_delta,prefix_linear_extrapolation,source_stem,128,0.050609796529775423,-12.495281333628887,-0.8359446529939571,1.2439801564632315e-34
tail_particle_minus_background_delta,echem_context,source_stem,128,0.061841899517304684,-500.3674094136523,0.2610442226698407,0.002918549678694933
