roi_id,cycleNo,source_stem,local_cycle_index,object_candidate_rank,event_relative_bin,cycles_to_next_event,cycles_since_prev_event,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,validation_score,npz_path,n_frames,flow_method,train_fraction,mask_fraction,context_fraction,heldout_flow_pairs,particle_flow_mag_mean,particle_flow_mag_median,particle_flow_mag_q90,particle_flow_mag_slope,context_flow_mag_mean,context_flow_mag_median,context_flow_mag_q90,context_flow_mag_slope,boundary_flow_mag_mean,boundary_flow_mag_median,boundary_flow_mag_q90,boundary_flow_mag_slope,radial_flow_mean,radial_flow_median,radial_flow_q90,radial_flow_slope,abs_radial_flow_mean,abs_radial_flow_median,abs_radial_flow_q90,abs_radial_flow_slope,tangential_flow_mean,tangential_flow_median,tangential_flow_q90,tangential_flow_slope,divergence_mean,divergence_median,divergence_q90,divergence_slope,curl_mean,curl_median,curl_q90,curl_slope,gradient_aligned_flow_mean,gradient_aligned_flow_median,gradient_aligned_flow_q90,gradient_aligned_flow_slope,intensity_delta_abs_mean,intensity_delta_abs_median,intensity_delta_abs_q90,intensity_delta_abs_slope,particle_context_flow_ratio,boundary_particle_flow_ratio,radial_transport_bias,flow_acceleration_mean,apparent_transport_instability_score
source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,3,1,post_event_1_16,32.0,8.0,0.0,0.0,0.0,23.92572024499704,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723.npz,96,farneback,0.6,0.16145833333333334,0.7784288194444444,37,1.2719810300538754e-06,7.025660124782007e-07,1.9888466567863356e-06,-7.155117326657325e-08,1.298800882458877e-08,7.206052199393298e-09,1.9716114252332772e-08,-7.104797661632277e-10,4.054680686820305e-07,2.2534133847784688e-07,6.316667395367402e-07,-2.3572661844938503e-08,1.6389003139927937e-07,4.6939385040366686e-08,4.016378926858026e-07,-9.983610459632661e-09,5.573860266734031e-07,3.1002562582694116e-07,7.259357993005935e-07,-2.8426617514225497e-08,1.061996856277782e-06,5.570565296506255e-07,1.732796254640184e-06,-6.294298788539778e-08,-2.2235418102102067e-08,-1.5137510800400378e-08,7.370239796244949e-09,8.874895091914851e-10,1.7715662378511628e-07,9.294149805327834e-08,2.746879033566074e-07,-1.017856892264906e-08,9.276411386786001e-08,7.468581486591575e-08,1.826624412615274e-07,-1.1896525233760547e-09,0.007366345566068147,0.0058332509361207485,0.007599110994488,-0.00013880862482598666,90.93367369185013,0.3185185474954565,0.2935066845702744,1.0986502642948735e-06,3.094864579581644e-06
source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,3,2,post_event_1_16,32.0,8.0,0.0,0.0,0.0,22.913194214165536,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723.npz,96,farneback,0.6,0.1929253472222222,0.7430555555555556,37,1.2593080171925337e-06,8.4228298646849e-07,1.7481184841017235e-06,-6.171147806664278e-08,4.069041570653764e-09,2.186331560238841e-09,5.988148110702695e-09,-2.3256634600840718e-10,1.3847988845717785e-07,8.217627112117043e-08,2.0224402419444232e-07,-7.873492067058168e-09,1.0314811031810796e-07,-5.0797761076284604e-08,6.732811104697796e-07,-1.3298970209457569e-08,8.696369316146264e-07,5.281815755536042e-07,1.227230305953745e-06,-4.739859765967965e-08,7.247189812155668e-07,5.258837538876677e-07,1.122031187774411e-06,-3.0091458798304315e-08,-7.026286663602832e-09,-5.164939587132267e-09,-7.208092567267962e-10,2.8306577102308336e-10,1.9638797331899203e-07,1.0273007688965663e-07,2.6595402573548195e-07,-1.078032623477064e-08,1.5323854548940137e-07,1.1212402739602112e-07,2.1679258566109633e-07,-6.692681904538597e-09,0.00583039506061657,0.00474977120757103,0.006020900793373585,-8.422147214144194e-05,248.43118756079136,0.10987781285852335,0.11847431067140261,1.0743894947040644e-06,2.823226682948939e-06
source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,1,post_event_1_16,30.0,10.0,0.0,0.0,0.0,22.753093817165645,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723.npz,96,farneback,0.6,0.1890190972222222,0.73828125,37,7.985802819741759e-07,7.448331871273695e-07,1.2367604540486354e-06,3.404334492617017e-09,3.103764254617345e-09,2.8752988878721908e-09,4.855111512824805e-09,-5.444105468840308e-13,1.1964058975954193e-07,1.0793590377033979e-07,1.863637919541361e-07,3.493602014814753e-11,-1.5787062701830747e-07,-1.826069920098755e-07,2.281015321895236e-07,6.470492817575481e-10,5.022333439488868e-07,4.691374458569742e-07,8.203293070648896e-07,2.613065667132451e-10,5.175675560249019e-07,4.864786575349791e-07,9.158851838397759e-07,4.33211796369415e-09,-8.571148374006035e-09,-8.351957347940697e-09,-3.070496523704947e-09,1.3804450231154408e-10,1.1497920520791676e-07,1.0629307212184358e-07,1.8375226602529436e-07,6.227615576168893e-10,9.369198620988337e-08,9.659350297397395e-08,1.7633644802117488e-07,-4.5901966640110465e-09,0.00492470252101083,0.004683430306613445,0.005980038549751043,2.2777465170787224e-05,194.59701689141968,0.14962923981085113,-0.3137125727391036,2.7187749493704257e-07,1.5117076437584097e-06
source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,2,post_event_1_16,30.0,10.0,0.0,0.0,0.0,23.468019468618884,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723.npz,96,farneback,0.6,0.16026475694444445,0.7898220486111112,37,8.762392307953387e-07,7.06596210875432e-07,1.54899425979238e-06,1.151333829265042e-08,9.87291928691772e-09,8.595160139179825e-09,1.610218838266064e-08,3.447982240063823e-11,2.939794206987564e-07,2.3728024700631067e-07,5.074738055554917e-07,2.2515525826470463e-09,-4.585587798753182e-08,-1.3424112334214522e-08,1.2604692335869646e-07,2.5870107213434787e-09,3.345269231221959e-07,3.053499453495061e-07,5.038445035754748e-07,-1.8163094306415905e-10,7.460227644704884e-07,5.55098006436335e-07,1.3988434481513204e-06,1.3293946821334054e-08,-2.5403163041583655e-08,-1.9277351270829968e-08,-1.6022849491648118e-09,-7.056239335524519e-10,1.2766031489577103e-07,1.0721394971824338e-07,2.2781692337048297e-07,1.6585080136071342e-09,8.258758257453549e-08,7.143251679053719e-08,1.3529492548514097e-07,-4.4916063482225064e-10,0.005989233082210696,0.005801571998745203,0.006869399547576904,1.336490453232832e-05,80.58914148747783,0.33511887108858934,-0.13666825171830255,5.892918769253205e-07,2.1398870483428223e-06
source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,1,post_event_1_16,28.0,12.0,0.0,0.0,0.0,24.853258963123714,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723.npz,96,farneback,0.6,0.1391059027777778,0.8131510416666666,37,8.339994462243634e-07,7.143992206692928e-07,1.4193918104865589e-06,-8.947049006100182e-09,7.207064962839978e-09,6.22082163559412e-09,1.174086143862496e-08,-1.6272656563994282e-10,2.9029196718505084e-07,2.705692168092355e-07,4.6532956616829323e-07,-4.654655807936816e-09,-1.4337902836803862e-07,-1.685622965303926e-07,1.1553959719022422e-07,4.745521516369245e-09,3.910983279095017e-07,3.414790184652227e-07,5.878235654161913e-07,-5.950300439979867e-09,6.579787914603046e-07,5.403122816402229e-07,1.3069706362505343e-06,-6.705804678143457e-09,-1.1582185366943487e-08,-1.3180578406490895e-08,7.097677290346374e-09,-4.955026857186061e-10,1.1610091866877205e-07,9.875275708282061e-08,2.0737863337672024e-07,-1.2223870292780229e-09,9.218460213796527e-08,9.069397322036821e-08,1.4504242642487953e-07,1.4171340807014192e-09,0.005995205150464097,0.005793465301394463,0.00691804327070713,1.4668715841301385e-06,101.61969595714834,0.3476552810875155,-0.365671103808255,5.31366454639384e-07,1.9578547938803935e-06
source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,2,post_event_1_16,28.0,12.0,0.0,0.0,0.0,22.77786593617878,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723.npz,96,farneback,0.6,0.2586805555555556,0.6438802083333334,37,5.665656843618578e-07,4.6891017291272874e-07,1.019495880427712e-06,-1.897533221726197e-08,2.965257919087407e-09,2.3274970839537445e-09,5.230254629395858e-09,-9.371848982023763e-11,6.644770893275735e-08,5.427259708312704e-08,1.1021515007314519e-07,-1.8445913920167186e-09,-1.753158935685114e-07,-1.5823058818183206e-07,-6.2383864244141e-08,5.92826351196648e-09,3.828877695460232e-07,2.9971396842019724e-07,7.02153831911898e-07,-1.2733510845219982e-08,3.390247703361895e-07,2.871574664280103e-07,6.215302911757919e-07,-1.1622351765292517e-08,-6.66277795698374e-09,-5.786467749402391e-09,-2.9184835881324033e-09,1.8787222002011665e-10,8.282161013462919e-08,6.380113859449921e-08,1.4620704291701259e-07,-3.1222059189133102e-09,6.937769676469359e-08,6.760190984778092e-08,1.1625380409441275e-07,-2.0441444111917937e-10,0.004771824120669751,0.004634123295545578,0.005465421918779611,6.922313920542428e-06,142.88242932057526,0.11707492324428988,-0.45668528011672765,2.0040417167719068e-07,1.222817995922291e-06
source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,1,post_event_1_16,26.0,14.0,0.0,0.0,0.0,24.205544897566103,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723.npz,96,farneback,0.6,0.13932291666666666,0.8006727430555556,37,9.308481187294879e-07,8.219805636144883e-07,1.4031164937478024e-06,-1.6859582827551265e-08,8.233083716281788e-09,7.594602280391882e-09,1.2361867440802144e-08,-2.3004060623618526e-10,2.5247083222844546e-07,2.277790542848379e-07,3.6573725310518056e-07,-5.794381453023464e-09,-1.4186831823346033e-07,-1.4324365251988496e-07,9.847203843965002e-08,2.1819024052534746e-09,4.1536709403301685e-07,3.7384441857850016e-07,6.949221367210454e-07,-3.0100347546816996e-09,7.610804019622015e-07,6.474345366585411e-07,1.2738065666366491e-06,-1.750793467855608e-08,-9.104418720911284e-09,-1.0067296329907549e-08,1.0486240498153161e-08,-2.9493593258291384e-10,1.2801114306708965e-07,1.1581697378915123e-07,1.9431249711487906e-07,-2.3537894065744934e-09,8.236481827803686e-08,7.231187026945918e-08,1.2424199127281097e-07,2.065952713287131e-09,0.005966153134264656,0.0057375929318368435,0.007097663544118404,-1.0567021301398671e-05,100.81660118471721,0.2709356032962458,-0.34072893911787017,3.920803727118659e-07,1.8056820456723247e-06
source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,2,post_event_1_16,26.0,14.0,0.0,0.0,0.0,23.10618787941481,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723.npz,96,farneback,0.6,0.2802734375,0.6423611111111112,37,4.840438106310938e-07,3.747852588276146e-07,9.708027732813205e-07,-1.5655372427328218e-08,2.7173211908821277e-09,2.3702517726320593e-09,4.39337188851141e-09,-9.93233595838473e-11,1.0548182104351731e-07,9.475787976498395e-08,2.0295449871809975e-07,-3.881162371731706e-09,5.0249808123934454e-08,4.06123000086482e-08,2.711695038818031e-07,-4.6036343223821296e-09,3.2083121513041206e-07,2.190627502722604e-07,6.464623755949244e-07,-1.050024047064419e-08,2.8091182525435896e-07,2.5249278168943096e-07,5.440432612985394e-07,-8.359508227232437e-09,-3.769895373725926e-09,-4.01479072209554e-09,6.966345167391805e-10,2.3853490461042656e-10,7.69755571715868e-08,6.177469202839347e-08,1.5784054312462102e-07,-2.5514097143433456e-09,5.032896528062909e-08,3.859913988435437e-08,9.579076305499256e-08,-2.7260813087437273e-09,0.006690159087648263,0.0061869435012340546,0.00797964185476303,-1.4205649693842274e-05,130.21307166525182,0.21746864660797177,0.1561371481743071,3.2172814772795595e-07,1.2932270325425762e-06
source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,1,far_pre_event_17_32,23.0,17.0,0.0,0.0,0.0,22.87831847926944,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723.npz,96,farneback,0.6,0.16883680555555555,0.7701822916666666,37,7.768086038441726e-07,6.507642069664143e-07,1.2970794159627984e-06,-3.6118556478213633e-09,7.86457988222789e-09,6.973999600035086e-09,1.2609669930441212e-08,-1.0225772338894601e-10,2.2335785411010458e-07,1.9818891416889528e-07,3.64884220971362e-07,-2.6001911663258634e-09,4.221909905646363e-08,3.5104010674461756e-09,4.803387387409184e-07,2.9110856575185643e-09,3.835853444381099e-07,3.785849889749809e-07,6.597567942358656e-07,1.4677145672424348e-09,5.985424673826345e-07,4.6958135100514634e-07,1.1192626015321753e-06,-5.5898422791034855e-09,-6.291141064552542e-09,-6.0294871317978505e-09,8.799963602257319e-09,5.587716292510488e-10,1.0628667507678775e-07,9.481980356440545e-08,1.7344064531243928e-07,-3.6723206068186075e-10,1.2845976423733227e-08,1.2373544855392993e-08,9.11503903466837e-08,-2.485998241966505e-09,0.005991015847570993,0.005743203219026327,0.006922342069447041,-4.5040306392765455e-06,87.63061692314979,0.2871630025769841,0.10977823171641377,5.241248501874907e-07,1.8300032511536671e-06
source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,2,far_pre_event_17_32,23.0,17.0,0.0,0.0,0.0,22.12968319579963,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723.npz,96,farneback,0.6,0.1974826388888889,0.7358940972222222,37,1.1066170087188595e-06,9.533486604595964e-07,1.7749522385202e-06,-2.8974889907225975e-08,2.1370897844167916e-09,2.0950503554217903e-09,3.0049925658914845e-09,-3.7262854753231185e-11,8.680822143996674e-08,9.103692377721018e-08,1.3091167545553616e-07,-1.9876228016084898e-09,-2.6072884989813057e-07,-2.3126985996293214e-07,1.7250666106866717e-07,1.78698267059955e-08,6.791708095503661e-07,5.967899643668103e-07,1.1505996151821748e-06,-1.7968927019740947e-08,7.313060822965001e-07,6.361984040836927e-07,1.1568885977114873e-06,-1.8662002090847357e-08,-1.4192670180993242e-09,-1.7486574410696676e-09,3.5837692813345236e-09,1.9133354465293673e-10,1.6148071228531694e-07,1.4341623000291293e-07,2.649559860401496e-07,-4.0963533421957685e-09,-1.425868895627464e-08,-1.9483055169189356e-08,1.0433161605760685e-07,-3.0330443999045184e-09,0.004971231270984218,0.004897999577224255,0.005438730586320162,2.5491070553427575e-06,352.7527373350546,0.0783738609615382,-0.3833284907808497,4.1333201592250487e-07,2.1918663630701028e-06
source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,1,far_pre_event_17_32,22.0,18.0,0.0,0.0,0.0,22.391315094010142,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723.npz,96,farneback,0.6,0.2013888888888889,0.7313368055555556,37,8.616200625049936e-07,7.6101508739157e-07,1.394730202264327e-06,-1.8404104881453607e-09,1.6520283189484223e-09,1.533032145673019e-09,2.2767310259297346e-09,8.411658414748353e-12,6.227061115397818e-08,5.9231631155398645e-08,1.0008022570673347e-07,1.6344783047695605e-10,2.05876309710727e-07,1.741096950174324e-07,6.438626713733191e-07,8.8449468576512e-09,5.495663801822602e-07,5.20897780526966e-07,9.261341232739614e-07,1.6634475214897062e-09,5.44586524025145e-07,5.211241250145354e-07,9.315940397527643e-07,-3.6825752454684156e-09,7.10331899156669e-10,2.6204816094832495e-10,5.160378169222213e-09,1.7477126177051875e-10,1.2108239494529478e-07,1.0390788673930729e-07,1.8897912354987056e-07,2.5543655068479152e-11,2.728795404653443e-08,3.1367790143121965e-08,1.1109900697192642e-07,-1.917893362589907e-09,0.004849467653076391,0.004634325858205557,0.005551860947161913,1.0128045563253542e-05,324.8909735800414,0.07218776128756883,0.3739354910166753,3.625987427350689e-07,1.762488284781131e-06
source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,2,far_pre_event_17_32,22.0,18.0,0.0,0.0,0.0,23.259392703729432,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723.npz,96,farneback,0.6,0.16634114583333334,0.7722439236111112,37,6.471745373838113e-07,5.810202878819837e-07,9.557384714753425e-07,-3.2512237723711193e-09,7.089495045074666e-09,6.655842099689835e-09,9.582817206421623e-09,-1.347897611448796e-12,1.9037890495297147e-07,1.7673417573860206e-07,2.800021775328787e-07,-7.058247757929241e-10,3.036687636712107e-08,3.779269472973398e-08,3.252022384938591e-07,1.3367054919128235e-09,3.5139127581427717e-07,3.5074336339192426e-07,5.735633635286273e-07,-2.79949242660363e-09,4.714011102685968e-07,4.5256845356022397e-07,8.031913174183807e-07,-1.4844390525435225e-09,1.0062178717867704e-10,2.0880039919290994e-09,1.8011299474096624e-08,5.947598030218395e-10,8.924274787026711e-08,8.139931395589883e-08,1.3424251790183917e-07,-3.837382863921773e-10,1.0936629436159779e-08,2.289216594064669e-09,8.535103717122182e-08,-3.0463465869459245e-09,0.005864033727227031,0.005733801051974297,0.006484107859432696,-1.913143013638884e-06,80.00184607045988,0.2937154947822953,0.08617374620569636,3.298651212920352e-07,1.3036143809560617e-06
source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,1,far_pre_event_17_32,18.0,22.0,0.0,0.0,0.0,24.33474529346656,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723.npz,96,farneback,0.6,0.13585069444444445,0.8107638888888888,37,6.307231019506519e-07,4.1536381445439474e-07,1.4221534456737572e-06,-2.3001120226206647e-08,4.846129674728705e-09,3.5451037661005103e-09,9.473631479295363e-09,-1.7027033131529686e-10,1.586528458638078e-07,1.1751594541919985e-07,3.331941002215899e-07,-5.9025677794716035e-09,-4.996562826963083e-08,-2.4853785830391155e-08,1.249875466835599e-07,4.948924990684942e-09,3.4188208973923397e-07,2.215653924179109e-07,6.706818378486631e-07,-1.1320073926783817e-08,4.687934567288307e-07,2.6196221640207356e-07,1.116633017471052e-06,-1.8329086926278917e-08,-3.746846517733955e-09,-1.085906364828304e-09,7.924840339512684e-09,4.829351295084208e-10,8.55688614979659e-08,5.87117234829293e-08,1.9687281564984003e-07,-3.260872914506552e-09,3.24293371375736e-08,3.284637273281987e-08,1.6606366273208548e-07,-5.813664669741195e-09,0.007633927555100338,0.006901641841977835,0.009799360856413841,-4.722391647777333e-05,107.88729245557167,0.25114301720787985,-0.14572247943201203,4.0443484808052847e-07,1.8345120410193927e-06
source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,2,far_pre_event_17_32,18.0,22.0,0.0,0.0,0.0,24.86610668554298,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723.npz,96,farneback,0.6,0.07291666666666667,0.8938802083333334,37,8.118244221731328e-07,6.455041443587106e-07,1.6179020576601033e-06,-2.1078444222024575e-08,5.0738459103863655e-08,4.1190670430069076e-08,9.549896020644156e-08,-1.205020937151188e-09,2.543031704255333e-07,2.049166170081662e-07,4.972295187144482e-07,-6.746834005339049e-09,-5.1597058505727533e-08,-9.152153075192832e-08,3.248343898121198e-07,1.1060032234418624e-08,4.4305442457844986e-07,3.715452114590863e-07,7.598675120883749e-07,-1.0134231704397677e-08,5.985078361601733e-07,4.88548620447841e-07,1.2798337803376078e-06,-1.6590776174999688e-08,-6.155395568627584e-09,-8.448985511222418e-09,1.9349709035054724e-08,1.0549778129218188e-09,1.1013973022500068e-07,8.740454404687625e-08,2.2195512201506061e-07,-2.8950950693198783e-09,4.114233177566852e-08,7.328505091663828e-08,2.4370271773932466e-07,-8.284364730593724e-09,0.00650401261156878,0.005974570754915476,0.008064686506986617,-2.8356145572795098e-05,15.690927720584327,0.3128635945086876,-0.11619534824973245,4.477012285835574e-07,2.084951586071222e-06
source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723,141.0,16_c2_x10_HighHighCOV_130723,5,1,mid_pre_event_9_16,15.0,25.0,0.0,1.0,0.0,23.262612450305785,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723.npz,96,farneback,0.6,0.15462239583333334,0.7974175347222222,37,1.95174189343561e-06,1.1309862202324439e-06,4.763768083648755e-06,5.083141128035006e-08,1.765924111805515e-07,1.2937456972395012e-07,4.429211230672081e-07,2.905356857051543e-09,3.34588156484209e-07,1.7883178315969417e-07,7.738740123386377e-07,7.944141481199652e-09,6.814616532764129e-08,-2.2955349571697619e-07,9.36704849883872e-07,-2.062691414255384e-09,1.530730449464604e-06,8.664570276989054e-07,3.5236402407088314e-06,4.079915980154216e-08,9.231828269539919e-07,4.668262235528074e-07,2.4580325184448554e-06,2.344799476025915e-08,1.6963896803795357e-10,-6.176356315279463e-09,1.7259388940260577e-08,4.247042117914848e-11,3.03355275986104e-07,1.7938205587597622e-07,7.295657269423824e-07,8.200816069216327e-09,-1.2717237206248564e-08,2.6256397944735e-08,1.1492445821659199e-07,-2.5058178538841313e-09,0.01320675793229728,0.007538634352385998,0.02868240289390087,0.00029506984366843244,10.990007289508265,0.17134274509548322,0.04448965896803897,1.839528925036878e-06,6.620543358838549e-06
source_balanced_cycle141_rank22_obj2_16_c2_x10_HighHighCOV_130723,141.0,16_c2_x10_HighHighCOV_130723,5,2,mid_pre_event_9_16,15.0,25.0,0.0,1.0,0.0,23.67298336351326,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle141_rank22_obj2_16_c2_x10_HighHighCOV_130723.npz,96,farneback,0.6,0.1437717013888889,0.8063151041666666,37,2.5976848605382287e-06,1.2027589946228545e-06,7.808982172718968e-06,7.318589415565282e-08,1.799910710566045e-08,9.030470593529571e-09,4.725655671222739e-08,3.823102437336051e-10,7.859064986540624e-07,3.6671255543296866e-07,2.23819661187008e-06,1.8438681029730765e-08,1.890467934357524e-08,2.9715574910348223e-08,5.860503389771449e-07,5.4737286020018e-09,1.2266102939956527e-06,6.107411837119503e-07,3.406768317174013e-06,3.294176215610251e-08,2.033894906829519e-06,8.589673363434951e-07,5.812465567483181e-06,5.832513604151299e-08,-5.657806784637348e-09,-5.625047538870831e-09,4.4333864934742416e-08,5.015675759186899e-10,3.6410842686852964e-07,1.625572849661694e-07,1.0657941857061811e-06,1.0398859374774044e-08,-1.6324937005295043e-08,5.7669293340723016e-08,1.6586564868248386e-07,-6.66647911943975e-09,0.013263630026296989,0.007964964024722576,0.027882351353764535,0.00028399463520849445,136.72668121147095,0.3024247035830611,0.015399577077546227,2.0710619771256865e-06,9.9243453792082e-06
source_balanced_cycle143_rank23_obj1_16_c2_x10_HighHighCOV_130723,143.0,16_c2_x10_HighHighCOV_130723,7,1,mid_pre_event_9_16,13.0,27.0,0.0,1.0,0.0,22.54593594651929,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle143_rank23_obj1_16_c2_x10_HighHighCOV_130723.npz,96,farneback,0.6,0.296875,0.6164279513888888,37,3.670599367038645e-07,3.0150781071824895e-07,5.890397801522339e-07,-2.7900142155496555e-09,3.151354372649879e-09,2.878050020527212e-09,4.784510654332052e-09,-2.800008826031077e-11,9.450448159766991e-08,8.316563793187015e-08,1.5264938326708944e-07,-6.213640768871522e-10,-4.7646979045751035e-08,-4.9020122989944476e-08,1.500143623164557e-07,2.0548108009144363e-09,2.500953437881855e-07,2.0406136656557498e-07,4.047154746024673e-07,-2.2356843732015104e-09,2.0313366911793477e-07,1.770599919126352e-07,3.248963449336203e-07,-1.3077091365739913e-09,-3.0484143872852364e-09,-3.7047611645135703e-09,2.5335282760607916e-09,1.587897152289198e-10,5.584563739975041e-08,4.606381764915568e-08,9.370871936198454e-08,-3.7976888184948625e-10,2.9158539519839315e-08,2.7317877737687013e-08,5.8478881470591655e-08,-1.495384842059074e-09,0.0061780220098994875,0.0060272482223808765,0.006853762827813625,1.7792041664753206e-05,88.41932144413968,0.25676383700980415,-0.1897565216738715,1.5494336875260868e-07,7.465164916901082e-07
source_balanced_cycle143_rank23_obj2_16_c2_x10_HighHighCOV_130723,143.0,16_c2_x10_HighHighCOV_130723,7,2,mid_pre_event_9_16,13.0,27.0,0.0,1.0,0.0,23.07739042520344,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle143_rank23_obj2_16_c2_x10_HighHighCOV_130723.npz,96,farneback,0.6,0.1332465277777778,0.8077256944444444,37,1.0452056365871563e-06,1.0474343525856966e-06,1.5463255749637028e-06,2.4060953008723864e-09,8.61660003408431e-09,8.23767987156998e-09,1.243377827364611e-08,-5.445114924253967e-11,2.5722803702070155e-07,2.558755340942298e-07,3.896742100550909e-07,-7.567485735041092e-10,-2.162797915095224e-08,1.908790548850243e-08,2.8639250821568794e-07,6.601381130409545e-10,4.803458774867986e-07,4.87446411077436e-07,7.17355362197587e-07,-1.4450946742795878e-09,8.352811283649408e-07,7.800037098491239e-07,1.434785894562846e-06,5.043710820485711e-09,-1.3641379667003214e-08,-1.1737577132464594e-08,1.8095757070568648e-08,6.178216049631123e-10,1.497405665648674e-07,1.3595843029179377e-07,2.3023833648494473e-07,4.161514005742086e-10,9.048478474601771e-08,9.725992100584335e-08,1.6410002956490644e-07,-2.2571407737444107e-09,0.0057933658764169026,0.0056158858351409435,0.0063266043551266195,2.350591011822308e-05,108.6876477011223,0.24586756945776847,-0.04493230369786518,5.758169913229317e-07,2.140236961850775e-06
