roi_id,cycleNo,cohort_role,is_event_roi,event_reference_cycle,validation_score,front_quality_score,degradation_mode_hypothesis,timing_elapsed_s,thresholds_finite,phase_slope_median_per_s,phase_slope_iqr_per_s,phase_slope_positive_fraction,phase_slope_negative_fraction,phase_slope_abs_median_per_s,radius2_slope_median_px2_per_s,radius2_slope_iqr_px2_per_s,radius2_slope_positive_fraction,radius2_slope_negative_fraction,diffusion_proxy_median_um2_per_s,diffusion_proxy_iqr_um2_per_s,default_q70_diffusion_proxy_um2_per_s,q70_phase_slope_bootstrap_p05,q70_phase_slope_bootstrap_p50,q70_phase_slope_bootstrap_p95,q70_radius2_slope_bootstrap_p05_px2_per_s,q70_radius2_slope_bootstrap_p50_px2_per_s,q70_radius2_slope_bootstrap_p95_px2_per_s,threshold_robust_phase_score,diffusion_proxy_abs_median_um2_per_s,threshold_robust_diffusion_score,phase_slope_median_per_s_protocol_residual,phase_slope_positive_fraction_protocol_residual,phase_slope_abs_median_per_s_protocol_residual,threshold_robust_phase_score_protocol_residual,radius2_slope_median_px2_per_s_protocol_residual,diffusion_proxy_median_um2_per_s_protocol_residual,diffusion_proxy_abs_median_um2_per_s_protocol_residual,threshold_robust_diffusion_score_protocol_residual,qc_priority_score,n_components,largest_component_fraction,edge_touch_fraction,q70_first_fraction,q70_last_fraction,q70_fraction_delta,auto_review_flags,manual_qc_status,review_selected,review_fragmented_q70_mask,review_diffusion_ci_crosses_zero,review_active_control,review_no_auto_flags,q70_phase_ci_excludes_zero,q70_phase_ci_positive,q70_phase_ci_negative,q70_radius_ci_excludes_zero,q70_radius_ci_crosses_zero
cycle116_rank8_obj20,116.0,event,1,116.0,,1.0844116535413544,synchronized_persistent_drop_low_frame_count,9126.745852742,7,1.4399750470114455e-06,4.494183925111356e-07,1.0,0.0,1.4399750470114455e-06,-0.0024156938552927,0.0014684328449135,0.0,1.0,-5.565758642594448e-06,3.38326927468087e-06,-5.565758642594448e-06,6.663292336759862e-08,1.2726331631607296e-06,2.5110906647042617e-06,-0.0033928578326711,-0.0024571630919288,-0.001542934246376,0.528846153846154,5.565758642594448e-06,0.8269230769230769,-1.9830517422007224e-06,0.0026455239053564,-1.871534471806641e-06,-0.1134791151971219,-0.0022077921134276,-5.086753029337301e-06,3.4259661159889558e-06,0.3189740080657992,0.3370748299319728,53.0,0.1966319960376424,0.0,0.304973037747154,0.3024266027561414,-0.0025464349910125,fragmented_q70_mask,pending,True,True,False,False,False,True,True,False,True,False
cycle88_rank5_obj9,88.0,control,0,86.0,,0.9442061661567512,synchronized_persistent_drop_low_frame_count,9106.526124716,7,5.2082050230117234e-06,3.641659125265122e-06,1.0,0.0,5.2082050230117234e-06,-0.0010682187077793,0.0044193808410415,0.4285714285714285,0.5714285714285714,-2.4611759027235795e-06,1.0182253457759765e-05,-2.4611759027235795e-06,2.6428272766101494e-06,5.31727581488295e-06,8.072022222556682e-06,-0.0019430002277727,-0.0010435547094913,-0.0001803500749614,0.528846153846154,2.4611759027235795e-06,-0.25,1.6888060413402938e-06,-0.0437833588005094,2.0076144559314047e-06,0.1238152624306145,0.0003348661399062,7.715315863438985e-07,-1.6156425158340869e-06,-0.7580310149983868,,,,,,,,,,False,False,False,False,False,True,True,False,True,False
cycle158_rank4_obj8,158.0,control,0,156.0,,1.010899066972006,single_persistent_drop_needs_roi_qc,19531.183546792,7,1.6216343799173324e-07,9.390118138085665e-08,1.0,0.0,1.6216343799173324e-07,-0.0009793283198688,0.0008454989061768,0.0,1.0,-2.256372448977836e-06,1.948029479831394e-06,-2.256372448977836e-06,-6.717688635803764e-07,1.117169005060958e-07,8.697497150541799e-07,-0.0012815556559797,-0.0010033147177767,-0.0005808645961241,0.5288461538461539,2.256372448977836e-06,0.6346153846153846,-7.090031845489618e-08,0.1158999767148418,-8.791143402670058e-08,0.0894515250856287,-0.0004793821935968,-1.1044965740471755e-06,6.988302334812708e-07,0.1229311544817912,,,,,,,,,,False,False,False,False,False,False,False,False,True,False
cycle58_rank1_obj1,58.0,control,0,60.0,,0.7330214581610461,single_persistent_drop_needs_roi_qc,9250.204203328,7,7.392301170326502e-07,1.867781646811997e-07,1.0,0.0,7.392301170326502e-07,-0.0014525026178534,0.0003371231132623,0.0,1.0,-3.346566031534288e-06,7.767316529565011e-07,-3.2963431063291917e-06,-6.707761637784308e-07,7.484646633808793e-07,2.076033436483825e-06,-0.0018551167184361,-0.0014390737789507,-0.0010312016553366,0.5096153846153847,3.346566031534288e-06,1.1923076923076923,-1.0521093089264456e-06,0.0849698428160106,-1.004036504252636e-06,0.056282377526325,-0.0007770973509621,-1.7904322966166911e-06,4.2578080735404723e-07,0.6817855104389193,,,,,,,,,,False,False,False,False,False,False,False,False,True,False
cycle157_rank4_obj8,157.0,control,0,156.0,,0.8642722258468417,single_persistent_drop_needs_roi_qc,19505.143994464,7,-8.290821590338369e-07,2.1532123987680318e-07,0.0,1.0,8.290821590338369e-07,0.000521973967084,0.0002794725350963,1.0,0.0,1.2026280201615871e-06,6.439047208620558e-07,1.4725518102318024e-06,-1.6368744746673212e-06,-8.408768428074178e-07,-1.0232940457443236e-08,0.0002304516227399,0.000639168220121,0.0009479157016787,0.5096153846153847,1.2026280201615871e-06,0.8653846153846154,3.036494398978865e-08,-0.0888448999578106,-5.033304439285153e-07,-0.0427805597795549,0.0008483611755835,1.9546241485445234e-06,-3.248820112652847e-07,0.3534039136966029,,,,,,,,,,False,False,False,False,False,True,False,True,True,False
cycle62_rank3_obj9,62.0,control,0,60.0,,1.5226033969557806,single_persistent_drop_needs_roi_qc,9242.521957436,7,3.2500966362218838e-06,1.3258742575466374e-06,1.0,0.0,3.2500966362218838e-06,-0.0020776191966109,0.0010197677202195,0.0,1.0,-4.786834628991654e-06,2.349544827385762e-06,-4.786834628991654e-06,7.907098457162768e-07,3.334522323669975e-06,5.913824324126349e-06,-0.0024428686121499,-0.002054945006656,-0.0016872991400193,0.5096153846153847,4.786834628991654e-06,0.8076923076923077,1.4451650932196863e-06,-0.0739292207347166,1.6033348616468095e-06,0.046773507359125,-0.0017752040149332,-4.090070050406275e-06,2.925061821723941e-06,0.2979403699727568,1.1646699553676298,68.0,0.3124042879019908,0.0,0.2823547034152187,0.2934391851408028,0.0110844817255841,fragmented_q70_mask;active_control,pending,True,True,False,True,False,True,True,False,True,False
cycle60_rank4_obj5,60.0,event,1,60.0,,1.5337954930279185,single_persistent_drop_needs_roi_qc,9244.36053955,7,9.666890543532338e-07,3.335022308180891e-07,1.0,0.0,9.666890543532338e-07,0.0005330349685013,0.0001347708665397,1.0,0.0,1.2281125674270095e-06,3.1051207650752944e-07,1.0160291174348963e-06,-1.0682754368158183e-06,7.020321278426798e-07,2.1820549738378065e-06,-0.0005551345535934,0.0004222588279604,0.0016238849771806,0.4903846153846154,1.2281125674270095e-06,1.0192307692307692,-3.020883439614745e-07,0.1594674278574455,-5.092285967783904e-07,0.0413469349585145,0.0013549547366829,3.1218157133174998e-06,-2.1059433793047044e-06,0.5083896160451644,0.4509379509379509,70.0,0.3629745189807592,0.0,0.2886458957459556,0.2880467345715997,-0.0005991611743559,fragmented_q70_mask;diffusion_ci_crosses_zero,pending,True,True,True,False,False,False,False,False,False,True
cycle158_rank6_obj3,158.0,control,0,156.0,,1.5361833653905674,single_persistent_drop_needs_roi_qc,19531.183546792,7,3.1667577977881e-07,1.346517109145743e-07,1.0,0.0,3.1667577977881e-07,-0.0006026708117096,0.0002881968991819,0.0,1.0,-1.3885535501791292e-06,6.640056557152598e-07,-2.1489587162701457e-06,-8.956647974315295e-07,1.2133303726544212e-07,9.87025781920206e-07,-0.0013463743362875,-0.0009088346463699,-0.0004286030182991,0.4903846153846154,1.3885535501791292e-06,0.923076923076923,8.361202333218058e-08,0.1158999767148418,6.660090776037618e-08,0.0509899866240903,-0.0001027246854376,-2.3667767524846865e-07,-1.6898866531743606e-07,0.4113926929433297,,,,,,,,,,False,False,False,False,False,False,False,False,True,False
cycle157_rank2_obj2,157.0,control,0,156.0,,0.6756360226257907,single_persistent_drop_needs_roi_qc,19505.143994464,7,-1.6634062865670877e-06,6.269793883581203e-07,0.0,1.0,1.6634062865670877e-06,-0.0007980537448254,0.0003094892468462,0.0,1.0,-1.838715828077807e-06,7.130632247337635e-07,-1.838715828077807e-06,-2.81337036908996e-06,-1.643554405520997e-06,-3.6698402841455293e-07,-0.001512947612012,-0.0007391124803017,3.848079155858798e-05,0.451923076923077,1.838715828077807e-06,0.9423076923076924,-8.039591835434622e-07,-0.0888448999578106,3.309936836047355e-07,-0.1004728674718626,-0.0004716665363258,-1.086719699694871e-06,3.112057966509353e-07,0.4303269906196799,,,,,,,,,,False,False,False,False,False,True,False,True,False,True
cycle60_rank1_obj1,60.0,event,1,60.0,,1.990971834925495,single_persistent_drop_needs_roi_qc,9244.36053955,7,6.966665141967669e-07,2.1304704159069707e-07,1.0,0.0,6.966665141967669e-07,-0.0013385195130916,0.0007586499447136,0.0,1.0,-3.083948958163193e-06,1.7479294726201844e-06,-4.058696731345536e-06,-6.450641334660673e-07,5.015414355710269e-07,1.8971733228348323e-06,-0.0022880851936856,-0.0017819859799909,-0.0011279880845644,0.451923076923077,3.083948958163193e-06,0.7884615384615384,-5.721108841179414e-07,0.1594674278574455,-7.792511369348572e-07,0.0028853964969761,-0.0005165997449099,-1.1902458122727031e-06,-2.501069885685212e-07,0.2776203852759337,0.6595695970695971,74.0,0.3029215786776012,0.0,0.2937387657279808,0.292240862792091,-0.0014979029358897,fragmented_q70_mask,pending,True,True,False,False,False,False,False,False,True,False
cycle86_rank2_obj6,86.0,event,1,86.0,,2.198397308847956,synchronized_persistent_drop_low_frame_count,9098.537893392,7,2.051361698714253e-06,1.049343819660183e-06,1.0,0.0,2.051361698714253e-06,-0.0006995287785616,0.0005496634352113,0.0,1.0,-1.6117143058060102e-06,1.2664245547268506e-06,-1.9554819056947827e-06,1.3447250264855916e-07,2.1451709618248765e-06,3.947921903136735e-06,-0.0015233509880587,-0.0008388244248497,-0.00018581042229,0.4326923076923077,1.6117143058060102e-06,0.6538461538461537,-1.0100235358942796e-06,0.0650642115750638,-1.1196054182392692e-06,0.0093189184370691,3.98798739780163e-05,9.188322964528407e-08,-5.867342541429243e-07,0.1473068370839745,,,,,,,,,,False,False,False,False,False,True,True,False,True,False
cycle156_rank8_obj10,156.0,event,1,156.0,,1.5796474218170364,single_persistent_drop_needs_roi_qc,19462.04443982,7,2.061299875560459e-06,1.1098365134817506e-06,1.0,0.0,2.061299875560459e-06,-0.0008894829265753,0.0003255905781083,0.0,1.0,-2.049368662829508e-06,7.501606919616639e-07,-2.335959439199004e-06,6.248147307465008e-07,2.0922362594569272e-06,3.29746703918642e-06,-0.0011532569070054,-0.0010051050787147,-0.000839568023227,0.4134615384615384,2.049368662829508e-06,1.0,-6.069117570902711e-08,0.0296361115027952,-7.199894265002335e-08,-0.2518002910791604,-0.0007478809087383,-1.7231176137333083e-06,5.819641498192576e-07,0.4875002051051523,0.2420218228498074,70.0,0.5495750708215298,0.0,0.2786099460754943,0.4230077890952666,0.1443978430197723,none,pending,True,False,False,False,True,True,True,False,True,False
cycle86_rank5_obj8,86.0,event,1,86.0,,1.9606669965442456,synchronized_persistent_drop_low_frame_count,9098.537893392,7,2.7063069795207498e-06,1.3865058302821564e-06,1.0,0.0,2.7063069795207498e-06,-0.0002808101853,0.0017079956145201,0.1428571428571428,0.8571428571428571,-6.469866669313556e-07,3.935221895854453e-06,-5.304166183579981e-07,-3.870068887707741e-07,2.857693433629604e-06,6.3651551445202455e-06,-0.0009466686256902,-0.0001827040651815,0.000446220521522,0.3942307692307694,6.469866669313556e-07,-0.375,-3.550782550877829e-07,0.0650642115750638,-4.6466013743277253e-07,-0.0291426200244691,0.0004585984672396,1.056610868519939e-06,-1.551461893017579e-06,-0.8815393167621792,,,,,,,,,,False,False,False,False,False,False,False,False,False,True
cycle88_rank4_obj8,88.0,control,0,86.0,,0.5810432952277503,synchronized_persistent_drop_low_frame_count,9106.526124716,7,3.264576765824788e-06,3.838725299832139e-06,1.0,0.0,3.264576765824788e-06,-0.0045233276046616,0.0057019387683259,0.0,1.0,-1.0421746801140351e-05,1.3137266922222963e-05,-1.0421746801140351e-05,-1.2241978769813456e-07,3.268333143378489e-06,6.266211428692461e-06,-0.0049955283868146,-0.004532580240538,-0.0039209776275948,0.3173076923076924,1.0421746801140351e-05,0.6923076923076923,-2.548222158466415e-07,-0.0437833588005094,6.39861987444694e-08,-0.087723199107847,-0.003120242756976,-7.189039312072873e-06,6.344928382582685e-06,0.1842766773093055,1.073896839594514,74.0,0.238676844783715,0.0,0.292840023966447,0.2943379269023367,0.0014979029358897,fragmented_q70_mask,pending,True,True,False,False,False,False,False,False,True,False
cycle86_rank6_obj78,86.0,event,1,86.0,,1.85813722649508,synchronized_persistent_drop_low_frame_count,9098.537893392,7,2.516428752584085e-06,1.684366704386822e-06,1.0,0.0,2.516428752584085e-06,0.0001318250909171,0.0003721188007718,0.7142857142857143,0.2857142857142857,3.037250094731361e-07,8.573617169782675e-07,1.1769228983144588e-06,5.256951561663734e-07,2.48564178691648e-06,4.088855345007757e-06,-0.0006152955415858,0.0004912272370666,0.0015205327198894,0.3173076923076923,3.037250094731361e-07,0.0096153846153846,-5.449564820244477e-07,0.0650642115750638,-6.545383643694373e-07,-0.1060656969475462,0.0008712337434567,2.0073225449244304e-06,-1.8947235504757984e-06,-0.4969239321467946,,,,,,,,,,False,False,False,False,False,True,True,False,False,True
cycle90_rank4_obj6,90.0,control,0,86.0,,0.6170181321033799,synchronized_persistent_drop_low_frame_count,9100.682447876,7,1.0256704278681912e-06,6.149640737742443e-07,1.0,0.0,1.0256704278681912e-06,-0.0022387532001633,0.0015249833274744,0.0,1.0,-5.1580873731763375e-06,3.513561586501026e-06,-5.1580873731763375e-06,-1.8776104645555027e-06,1.0364658610186363e-06,4.051620551745526e-06,-0.0028556761563467,-0.0022225016919114,-0.0015828039659974,0.2980769230769231,5.1580873731763375e-06,0.75,-6.5383494965582e-07,-0.0178277307758196,-8.076238182627243e-07,-0.1104917551772943,-0.001003784562854,-2.312719632815748e-06,1.5628215941447027e-06,0.2423322068927674,,,,,,,,,,False,False,False,False,False,False,False,False,True,False
cycle62_rank4_obj1,62.0,control,0,60.0,,1.1137010944495138,single_persistent_drop_needs_roi_qc,9242.521957436,7,6.997405416147907e-07,5.346276480338865e-07,1.0,0.0,6.997405416147907e-07,-0.0002837659498273,0.0003868911003209,0.2857142857142857,0.7142857142857143,-6.537967484022862e-07,8.913970951395241e-07,-1.0353759393558137e-06,-1.4654398057528673e-06,3.8236786903993035e-07,2.040854191019004e-06,-0.0019050116271623,-0.0004987650033993,0.0009081320855663,0.2596153846153847,6.537967484022862e-07,0.0865384615384615,-1.1051910013874067e-06,-0.0739292207347166,-9.470212329602832e-07,-0.2032264926408749,1.8649231850366197e-05,4.296783018309298e-08,-1.207976058865427e-06,-0.4232134761810893,,,,,,,,,,False,False,False,False,False,False,False,False,False,True
cycle90_rank6_obj3,90.0,control,0,86.0,,1.289483423927142,synchronized_persistent_drop_low_frame_count,9100.682447876,7,1.2636918707031585e-06,1.1580189271542446e-06,1.0,0.0,1.2636918707031585e-06,-0.000958122079202,0.0005914252667207,0.0,1.0,-2.207513270481485e-06,1.3626438145245368e-06,-2.207513270481485e-06,-5.856195965754759e-07,1.302835102354464e-06,3.333074985013997e-06,-0.0016925403426849,-0.0008939630306639,-0.0002755216823947,0.1826923076923077,2.207513270481485e-06,0.7692307692307692,-4.158135068208526e-07,-0.0178277307758196,-5.69602375427757e-07,-0.2258763705619096,0.0002768465581072,6.378544698791048e-07,-1.3877525085501498e-06,0.2615629761235366,,,,,,,,,,False,False,False,False,False,False,False,False,True,False
cycle90_rank3_obj4,90.0,control,0,86.0,,0.8739415527028875,synchronized_persistent_drop_low_frame_count,9100.682447876,7,4.587112386372604e-07,8.275515177088677e-07,1.0,0.0,4.587112386372604e-07,-0.0021647226994376,0.0018964890638087,0.0,1.0,-4.987521099504377e-06,4.369510803015251e-06,-4.987521099504377e-06,-1.438091639778101e-06,3.978839980230518e-07,2.2597724179373857e-06,-0.0026301936866103,-0.0021751515210886,-0.0017745543843461,0.0288461538461539,4.987521099504377e-06,0.6346153846153846,-1.220794138886751e-06,-0.0178277307758196,-1.374583007493655e-06,-0.3797225244080635,-0.0009297540621283,-2.142153359143788e-06,1.3922553204727426e-06,0.126947591508152,,,,,,,,,,False,False,False,False,False,False,False,False,True,False
cycle88_rank2_obj4,88.0,control,0,86.0,,0.6746893715851342,synchronized_persistent_drop_low_frame_count,9106.526124716,7,2.8140112573053534e-06,2.902416701224604e-06,0.8571428571428571,0.1428571428571428,2.8140112573053534e-06,-0.0031362754241171,0.0045987733100357,0.0,1.0,-7.225978577165878e-06,1.0595573706322274e-05,-7.225978577165878e-06,1.058399635588663e-06,2.8046930554858068e-06,4.490551908126249e-06,-0.0036449636617903,-0.0031230023003278,-0.0025795640471543,-0.1923076923076923,7.225978577165878e-06,0.6923076923076923,-7.053877243660762e-07,-0.1866405016576523,-3.865793097749653e-07,-0.5973385837232317,-0.0017331905764315,-3.9932710880984e-06,3.149160158608212e-06,0.1842766773093055,0.5612414965986394,63.0,0.3902932254802831,0.0,0.2932893948472139,0.2962852007189934,0.0029958058717795,fragmented_q70_mask,pending,True,True,False,False,False,True,True,False,True,False
cycle158_rank1_obj2,158.0,control,0,156.0,,0.8210227064111154,single_persistent_drop_needs_roi_qc,19531.183546792,7,7.846433540920067e-08,2.642788298164304e-07,0.7142857142857143,0.2857142857142857,7.846433540920067e-08,-0.0011592083711711,0.0005453775558906,0.0,1.0,-2.6708160871783503e-06,1.2565498887720352e-06,-2.6708160871783503e-06,-5.417222522463988e-07,5.58127012614153e-08,6.716719551705387e-07,-0.0017599621921335,-0.0011848541928671,-0.0004010367651332,-0.2307692307692307,2.6708160871783503e-06,0.8846153846153846,-1.5459942103742878e-07,-0.1698143089994438,-1.7161053660923318e-07,-0.6701638595297558,-0.0006592622448991,-1.5189402122476895e-06,1.113273871681785e-06,0.3729311544817912,,,,,,,,,,False,False,False,False,False,False,False,False,True,False
cycle60_rank5_obj18,60.0,event,1,60.0,,1.236404564188312,single_persistent_drop_needs_roi_qc,9244.36053955,7,-2.105334965264085e-07,4.038254345248848e-07,0.2857142857142857,0.7142857142857143,2.105334965264085e-07,-0.0016326800704772,0.0013092510725601,0.0,1.0,-3.7616948823796086e-06,3.016514471178483e-06,-3.7616948823796086e-06,-2.6168757900217763e-06,-6.848528770514628e-07,1.376882169344088e-06,-0.0020321633370331,-0.0016495093976811,-0.0012587529861483,-0.2884615384615384,3.7616948823796086e-06,0.6923076923076923,-1.4793108948411167e-06,-0.5548182864282688,-1.2653841546052155e-06,-0.7374992188876393,-0.0008107603022955,-1.867991736489119e-06,4.276389356478945e-07,0.1814665391220875,,,,,,,,,,False,False,False,False,False,False,False,False,True,False
cycle62_rank2_obj2,62.0,control,0,60.0,,2.079343177314194,single_persistent_drop_needs_roi_qc,9242.521957436,7,4.436700328915792e-07,6.220581599984332e-07,0.7142857142857143,0.2857142857142857,4.436700328915792e-07,-0.0015028775870067,0.0012494597195847,0.0,1.0,-3.462629960463573e-06,2.878755193923345e-06,-3.462629960463573e-06,-1.0140802810262367e-06,3.811122055502721e-07,2.224739102473768e-06,-0.0019392272986823,-0.0015173259378212,-0.0010952044790854,-0.4038461538461538,3.462629960463573e-06,0.6923076923076923,-1.3612615101106182e-06,-0.3596435064490023,-1.2030917416834948e-06,-0.8666880311024134,-0.001200462405329,-2.7658653818781938e-06,1.60085715319586e-06,0.1825557545881414,,,,,,,,,,False,False,False,False,False,False,False,False,True,False
