cycleNo,source_stem,is_event_cycle,particle_event_count,candidate_rank,preview_png,trace_csv,label,area_ds_px,centroid_y_ds,centroid_x_ds,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col,eccentricity,solidity,candidate_score,downsample,high_threshold_from_first_frame,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_mean_slope_per_frame,roi_mean_slope_r2,high_fraction_first,high_fraction_last,high_fraction_slope_per_frame,front_radius_slope_ds_px_per_frame,front_radius_slope_r2,front_radius_monotonic_fraction,apparent_diffusion_proxy_ds_px2_per_frame,front_radius2_slope_r2,front_quality_score
157.0,18_c2_xN_HighHighCOV_170723,False,0,8,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_157_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_157_18_c2_xN_HighHighCOV_170723_cand8.csv,16,94,240.01063829787233,31.425531914893618,231,26,249,37,0.9254189077444454,0.7833333333333333,15.960959440135719,4,15858.312255859375,14880.0,12554.893617021276,-2325.1063829787236,-0.3778418024019812,0.05078066373418455,0.3617021276595745,0.19148936170212766,-1.4974391325016434e-05,-2.891524732502117e-05,0.00939512926271835,0.5806451612903226,-6.445958612690371e-05,0.010962710270607467,0.6010030008236484
118.0,13_c2_x6_100723,False,0,6,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_118_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_118_13_c2_x6_100723_cand6.csv,11,88,294.1818181818182,311.5,288,306,300,319,0.8298826156275417,0.9263157894736842,16.155637069401074,4,12389.9072265625,11752.0,11732.363636363636,-19.636363636363967,0.6651897849069264,0.051012208278295335,0.3409090909090909,0.3409090909090909,7.8745997228207e-05,2.710370580468143e-05,0.004894659047031902,0.5806451612903226,3.927551609356755e-05,0.004939247763597443,0.590479068100952
88.0,10_c2_x10_030723,False,0,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_88_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_88_10_c2_x10_030723_cand4.csv,10,185,47.6972972972973,416.1675675675676,41,406,54,429,0.9008894569900978,0.7370517928286853,19.92001280413759,4,11902.6875,12025.427027027026,11993.945945945947,-31.481081081079537,0.46347937251983284,0.04058647900041623,0.2864864864864865,0.2756756756756757,4.154118139710514e-05,1.8972013010359476e-06,0.00020727894197458685,0.5806451612903226,4.176205234778402e-06,0.0001908549954531269,0.5810432952277503
118.0,13_c2_x6_100723,False,0,1,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_118_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_118_13_c2_x6_100723_cand1.csv,9,155,270.18064516129033,299.28387096774196,263,291,280,309,0.7254902326256851,0.8201058201058201,20.06867106659197,4,12844.060546875,12718.245161290322,12629.883870967742,-88.36129032258032,0.7159166215963008,0.06411799864265044,0.33548387096774196,0.32903225806451614,3.203355778304437e-05,-8.330890156635885e-05,0.06446274301270871,0.45161290322580644,-0.00016033002406532133,0.06190045485609896,0.5779761010946141
58.0,7_c2_x10_290623,False,0,2,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_58_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_58_7_c2_x10_290623_cand2.csv,13,133,257.05263157894734,293.54135338345867,249,287,266,301,0.850001969903953,0.8471337579617835,18.75163799041828,4,13504.252197265625,13268.21052631579,13299.007518796992,30.796992481202324,0.6645741188861556,0.043659289653949385,0.3082706766917293,0.3383458646616541,5.009375535253419e-05,-2.4560417193130877e-05,0.011828840360588067,0.5483870967741935,-4.9786854148761974e-05,0.01115651507932558,0.5713724522141072
58.0,7_c2_x10_290623,False,0,5,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_58_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_58_7_c2_x10_290623_cand5.csv,15,109,283.0091743119266,305.43119266055044,276,299,290,312,0.8597348067923861,0.8790322580645161,16.544395163721166,4,11545.904541015625,10940.477064220184,10901.724770642202,-38.75229357798162,0.3230311940400431,0.024442859982771847,0.28440366972477066,0.29357798165137616,7.888183034305426e-05,4.406941013495354e-05,0.018726131087881903,0.5161290322580645,8.1233590437938e-05,0.021469026693368143,0.5563241900393145
90.0,10_c2_x10_030723,False,0,7,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_90_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_90_10_c2_x10_030723_cand7.csv,12,121,119.33884297520662,204.53719008264463,111,198,126,211,0.7535339518397606,0.8231292517006803,16.82550585269928,4,10497.469970703125,10000.396694214876,9942.214876033058,-58.18181818181802,0.38658345308891584,0.07720462483151824,0.2644628099173554,0.256198347107438,9.95589616650881e-05,-2.7498730919098666e-05,0.001901303871404858,0.5483870967741935,-5.11322250355995e-05,0.002404195537885845,0.5526925961834842
118.0,13_c2_x6_100723,False,0,2,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_118_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_118_13_c2_x6_100723_cand2.csv,2,124,43.024193548387096,335.5967741935484,36,330,53,342,0.7875443978398111,0.8266666666666667,19.34128360187908,4,18547.3271484375,16860.387096774193,16708.645161290322,-151.7419354838712,1.13669283225766,0.062094157908873626,0.3790322580645161,0.3629032258064516,4.2770356833686086e-05,9.0006906707008e-06,0.0017931207731328724,0.5483870967741935,1.8527124616517745e-05,0.001710756937325697,0.5518909744846521
90.0,10_c2_x10_030723,False,0,2,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_90_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_90_10_c2_x10_030723_cand2.csv,19,197,268.9035532994924,294.9086294416244,260,286,279,305,0.8622312181743732,0.8382978723404255,22.079066861333608,4,12083.832763671875,11713.94923857868,11639.878172588833,-74.07106598984683,0.4520970602464051,0.04188000642392942,0.28426395939086296,0.2893401015228426,3.7903540838700166e-05,-5.6524720133109065e-06,0.000777153432344746,0.5483870967741935,-1.2714924429884782e-05,0.0007451516297516392,0.5499094018362899
157.0,18_c2_xN_HighHighCOV_170723,False,0,7,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_157_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_157_18_c2_xN_HighHighCOV_170723_cand7.csv,13,147,213.6530612244898,313.63945578231295,207,302,220,325,0.8502938821549069,0.7277227722772277,16.706214747544514,4,13304.617431640625,12710.312925170068,11171.265306122448,-1539.0476190476202,-0.21488035628753202,0.04755832056438192,0.2789115646258503,0.21768707482993196,-1.2151269615220592e-05,1.997105259200258e-05,0.006498880774195026,0.5161290322580645,3.749688030194326e-05,0.007412587066820686,0.5300405000990802
58.0,7_c2_x10_290623,False,0,7,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_58_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_58_7_c2_x10_290623_cand7.csv,2,104,30.14423076923077,258.3173076923077,23,253,37,264,0.7076373570520341,0.8739495798319328,15.335618144691693,4,11358.887084960938,10857.23076923077,10864.615384615385,7.384615384615245,0.2949098067982778,0.0330540496937376,0.28846153846153844,0.2403846153846154,2.1097542542289803e-05,-5.384266530805084e-05,0.004426638356755941,0.5161290322580645,-9.684173340894641e-05,0.003178582154610643,0.5237342527694311
118.0,13_c2_x6_100723,False,0,8,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_118_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_118_13_c2_x6_100723_cand8.csv,7,86,224.4418604651163,314.3255813953488,219,308,230,322,0.7622557633709423,0.7818181818181819,13.579200708583581,4,12477.568359375,12087.06976744186,12020.093023255815,-66.97674418604583,0.15276868136915867,0.04683034715718559,0.37209302325581395,0.36046511627906974,1.3588820391235192e-05,-2.0877501464978815e-05,0.002498366028642396,0.5161290322580645,-2.988494271117629e-05,0.0022528179008326488,0.5208802161875395
158.0,18_c2_xN_HighHighCOV_170723,False,0,7,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_158_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_158_18_c2_xN_HighHighCOV_170723_cand7.csv,20,96,282.90625,312.3854166666667,276,307,291,319,0.8312151174045029,0.8421052631578947,16.15123539089698,4,14508.76123046875,13834.666666666666,15165.333333333334,1330.6666666666679,0.3578213274955908,0.021740928501648438,0.3229166666666667,0.3645833333333333,8.9405955342793e-06,2.8746606990277874e-06,0.00016806997890572717,0.5161290322580645,3.5804404080991063e-06,0.00016792219379324624,0.5164650244307635
58.0,7_c2_x10_290623,False,0,8,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_58_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_58_7_c2_x10_290623_cand8.csv,7,95,105.81052631578947,202.45263157894738,98,197,113,209,0.8792887481880823,0.8482142857142857,14.88675887286706,4,10967.993408203125,10822.063157894738,10723.705263157895,-98.35789473684235,0.7368404843914723,0.19576140912107254,0.35789473684210527,0.37894736842105264,0.00012376507108727186,9.01237970727931e-05,0.032747868253988455,0.41935483870967744,0.00020994945559957027,0.03702126501093239,0.4891239719745983
62.0,7_c2_x10_290623,False,0,6,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_62_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_62_7_c2_x10_290623_cand6.csv,1,132,29.71969696969697,257.3181818181818,20,253,41,264,0.8977176436359089,0.8354430379746836,16.35891362758716,4,11195.612426757812,10592.969696969696,10643.39393939394,50.42424242424386,0.17665559708424178,0.015488219072556708,0.1893939393939394,0.26515151515151514,8.265954401803778e-06,6.038743633360244e-06,2.730503778936022e-05,0.45161290322580644,4.2166449857432605e-05,0.0001907404292914583,0.45183094869288726
