cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,pre_event_sampling_rank,object_candidate_rank,validation_score,validation_label,cohort_role,event_relative_bin,selection_reason,cycles_to_next_event,cycles_since_prev_event,already_in_existing_video_cohort,future_any_drop_within_8cycles,future_any_drop_within_16cycles,future_event_within_32cycles,past_event_within_16cycles,any_abrupt_drop,object_x_full_approx,object_y_full_approx,object_x_ds,object_y_ds,object_area_ds_px,object_mean_residual,object_mean_abs_z,segment_start_frame,segment_end_frame,downsample,source_reconstructed_overlay_png
64,7_c2_x10_290623,9,54,54,2,22.72802435300064,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,source_fill,22.0,4.0,True,0,0,1,1,0,1328.9929078014184,102.49645390070921,332.2482269503546,25.624113475177303,141,5854.51953125,18.008760452270508,8285,9206,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_64_pre54_7_c2_x10_290623_local9.png
66,8_c2_x10_300623,1,55,55,1,25.31857735618822,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,source_fill,20.0,6.0,False,0,0,1,1,0,550.7777777777778,183.66666666666666,137.69444444444446,45.916666666666664,36,13578.4033203125,31.90176773071289,914,1828,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_66_pre55_8_c2_x10_300623_local1.png
66,8_c2_x10_300623,1,55,55,2,22.762042747653105,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,source_fill,20.0,6.0,False,0,0,1,1,0,1310.8402366863904,124.2603550295858,327.7100591715976,31.06508875739645,169,4928.5390625,15.936147689819336,914,1828,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_66_pre55_8_c2_x10_300623_local1.png
68,8_c2_x10_300623,3,56,56,2,24.359169665971972,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,source_fill,18.0,8.0,True,0,0,1,1,0,1170.060606060606,604.6060606060606,292.5151515151515,151.15151515151516,33,12434.7802734375,30.415143966674805,2742,3656,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_68_pre56_8_c2_x10_300623_local3.png
68,8_c2_x10_300623,3,56,56,1,23.16876155864527,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,source_fill,18.0,8.0,True,0,0,1,1,0,549.1636363636363,179.56363636363636,137.29090909090908,44.89090909090909,55,9795.5771484375,24.391326904296875,2742,3656,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_68_pre56_8_c2_x10_300623_local3.png
70,8_c2_x10_300623,5,57,57,2,24.485013772122233,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,source_fill,16.0,10.0,True,0,1,1,1,0,1172.0,609.5757575757576,293.0,152.3939393939394,33,12562.2861328125,30.125808715820312,4570,5484,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_70_pre57_8_c2_x10_300623_local5.png
70,8_c2_x10_300623,5,57,57,1,23.942436217446126,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,source_fill,16.0,10.0,True,0,1,1,1,0,558.4347826086956,185.2173913043478,139.6086956521739,46.30434782608695,46,11111.662109375,26.94074821472168,4570,5484,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_70_pre57_8_c2_x10_300623_local5.png
72,8_c2_x10_300623,7,58,58,1,25.992935327018248,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,source_fill,14.0,12.0,True,0,1,1,1,0,556.1212121212121,192.72727272727272,139.03030303030303,48.18181818181818,33,14739.283203125,34.92921447753906,6398,7312,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_72_pre58_8_c2_x10_300623_local7.png
72,8_c2_x10_300623,7,58,58,2,22.75336144594749,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,source_fill,14.0,12.0,True,0,1,1,1,0,1318.6842105263158,131.78947368421052,329.67105263157896,32.94736842105263,152,5472.39111328125,16.9943904876709,6398,7312,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_72_pre58_8_c2_x10_300623_local7.png
74,8_c2_x10_300623,9,59,59,1,26.0005089106223,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,post_event_1_16,12.0,14.0,True,0,1,1,1,0,556.1212121212121,192.72727272727272,139.03030303030303,48.18181818181818,33,14731.1025390625,34.947486877441406,8226,9141,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_74_pre59_8_c2_x10_300623_local9.png
74,8_c2_x10_300623,9,59,59,2,24.338407919293296,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,post_event_1_16,12.0,14.0,True,0,1,1,1,0,809.304347826087,29.130434782608695,202.32608695652175,7.282608695652174,46,11502.7158203125,28.194883346557617,8226,9141,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_74_pre59_8_c2_x10_300623_local9.png
76,9_c2_x10_010723,1,60,60,1,23.452382044990863,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,post_event_1_16,10.0,16.0,True,0,1,1,1,0,1340.0353982300885,124.95575221238938,335.0088495575221,31.238938053097346,113,7830.27734375,20.5656795501709,909,1819,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_76_pre60_9_c2_x10_010723_local1.png
76,9_c2_x10_010723,1,60,60,2,23.44948962545228,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,post_event_1_16,10.0,16.0,True,0,1,1,1,0,1190.6666666666667,1046.7368421052631,297.6666666666667,261.6842105263158,57,10542.4970703125,24.147552490234375,909,1819,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_76_pre60_9_c2_x10_010723_local1.png
78,9_c2_x10_010723,3,61,61,2,23.418153728800878,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,near_pre_event_1_8,8.0,18.0,True,1,1,1,0,0,1187.876923076923,1042.9538461538461,296.96923076923076,260.73846153846154,65,9549.6884765625,22.305952072143555,2728,3638,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_78_pre61_9_c2_x10_010723_local3.png
78,9_c2_x10_010723,3,61,61,1,23.317546650221917,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,near_pre_event_1_8,8.0,18.0,True,1,1,1,0,0,1337.0852713178294,121.95348837209302,334.27131782945736,30.488372093023255,129,6522.48046875,18.387556076049805,2728,3638,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_78_pre61_9_c2_x10_010723_local3.png
80,9_c2_x10_010723,5,62,62,2,23.4685353351648,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,6.0,20.0,True,1,1,1,0,0,1185.3538461538462,1036.123076923077,296.33846153846156,259.03076923076924,65,9524.556640625,22.517589569091797,4548,5457,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_80_pre62_9_c2_x10_010723_local5.png
80,9_c2_x10_010723,5,62,62,1,23.150083064243805,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,6.0,20.0,True,1,1,1,0,0,1334.1192052980132,112.71523178807946,333.5298013245033,28.178807947019866,151,5705.8154296875,16.933719635009766,4548,5457,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_80_pre62_9_c2_x10_010723_local5.png
82,9_c2_x10_010723,7,63,63,1,24.626899686728283,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,4.0,22.0,True,1,1,1,0,0,1330.4888888888888,107.42222222222222,332.6222222222222,26.855555555555554,90,9840.453125,24.211902618408203,6367,7276,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_82_pre63_9_c2_x10_010723_local7.png
82,9_c2_x10_010723,7,63,63,2,24.18249331912291,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,4.0,22.0,True,1,1,1,0,0,1186.642857142857,1032.357142857143,296.6607142857143,258.0892857142857,56,10968.7060546875,25.346712112426758,6367,7276,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_82_pre63_9_c2_x10_010723_local7.png
84,9_c2_x10_010723,9,64,64,2,23.754603787224106,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,2.0,24.0,True,1,1,1,0,0,1185.1333333333334,1028.9333333333334,296.28333333333336,257.23333333333335,60,10228.40234375,23.703378677368164,8186,9096,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_84_pre64_9_c2_x10_010723_local9.png
84,9_c2_x10_010723,9,64,64,1,23.316850427942136,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,2.0,24.0,True,1,1,1,0,0,1332.9481481481482,105.71851851851852,333.23703703703706,26.42962962962963,135,6355.63525390625,18.092443466186523,8186,9096,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_84_pre64_9_c2_x10_010723_local9.png
