feature_set,target,group_col,n_eval,n_positive,n_groups,roc_auc,average_precision,spearman_rho,spearman_p
front_family,near_vs_far_pre,cycleNo,54,32,27,0.29261363636363635,0.4823328970675186,-0.3530513444702,0.008829206748853952
front_plus_kinetic_plus_timebase,near_vs_far_pre,source_stem,54,32,9,0.8664772727272727,0.9153568800111161,0.6248864445737418,4.404504158618138e-07
timebase_context,near_vs_far_pre,source_stem,54,32,9,0.7727272727272727,0.8620448179271709,0.4683296249187208,0.0003550836631004993
concordance_score,near_vs_far_pre,source_stem,54,32,9,0.7116477272727273,0.749438892954587,0.3603470325716731,0.0074370356688620454
front_plus_kinetic_plus_qc,near_vs_far_pre,source_stem,54,32,9,0.6775568181818181,0.8075533688133526,0.3022699867039383,0.02631738581762471
kinetic_family,near_vs_far_pre,source_stem,54,32,9,0.6761363636363636,0.7723520343818466,0.2998518268103068,0.02760499758390434
acquisition_context,near_vs_far_pre,source_stem,54,32,9,0.6434659090909091,0.7173482485709448,0.24423414925678213,0.07510650780421449
front_plus_kinetic,near_vs_far_pre,source_stem,54,32,9,0.6392045454545454,0.7477636715826751,0.23697966957588762,0.08446227944518037
qc_family,near_vs_far_pre,source_stem,54,32,9,0.4488636363636364,0.7342314776424557,-0.08831849306413916,0.5253875962323629
front_family,near_vs_far_pre,source_stem,54,32,9,0.203125,0.44211406414581866,-0.5054532201844273,9.681388515908096e-05
kinetic_family,near_vs_mid_pre,cycleNo,54,32,27,0.7784090909090909,0.8543354448996886,0.47395933915177524,0.0002943237471970501
front_plus_kinetic_plus_timebase,near_vs_mid_pre,cycleNo,54,32,27,0.7784090909090909,0.767274071356193,0.47395933915177524,0.0002943237471970501
front_plus_kinetic_plus_qc,near_vs_mid_pre,cycleNo,54,32,27,0.7357954545454545,0.7911577454726413,0.40141454234283,0.002626286057095807
concordance_score,near_vs_mid_pre,cycleNo,54,32,27,0.7301136363636362,0.7668486294263788,0.391741902768304,0.003396043396758658
front_plus_kinetic,near_vs_mid_pre,cycleNo,54,32,27,0.7173295454545454,0.7798426937247402,0.3699784637256205,0.0058941507745381505
timebase_context,near_vs_mid_pre,cycleNo,54,32,27,0.7045454545454546,0.7314081751581751,0.34887389949099884,0.009723941066043585
qc_family,near_vs_mid_pre,cycleNo,54,32,27,0.5795454545454546,0.7395684846680407,0.13808768533901683,0.3193618165180345
front_family,near_vs_mid_pre,cycleNo,54,32,27,0.4857954545454545,0.5978395857295231,-0.024181598936315066,0.8622072417592275
acquisition_context,near_vs_mid_pre,cycleNo,54,32,27,0.3039772727272727,0.49066626292280524,-0.33370606532114794,0.0136635648677992
kinetic_family,near_vs_mid_pre,source_stem,54,32,8,0.7727272727272727,0.8521236301837929,0.4642866995772492,0.0004055123966965762
front_plus_kinetic_plus_qc,near_vs_mid_pre,source_stem,54,32,8,0.7613636363636364,0.8433338198837131,0.4449414204281972,0.0007487642755208095
front_plus_kinetic,near_vs_mid_pre,source_stem,54,32,8,0.7428977272727272,0.8250457622511131,0.4135053418109876,0.0018841079246696023
concordance_score,near_vs_mid_pre,source_stem,54,32,8,0.6761363636363636,0.7062517100409345,0.2998804045398747,0.027589478194779263
front_plus_kinetic_plus_timebase,near_vs_mid_pre,source_stem,54,32,8,0.6122159090909091,0.7154230746117688,0.19184068847487037,0.16462137495618265
qc_family,near_vs_mid_pre,source_stem,54,32,8,0.5873579545454546,0.7821379544799681,0.1494448971819461,0.28078134508353314
front_family,near_vs_mid_pre,source_stem,54,32,8,0.3920454545454546,0.5389170539166296,-0.18379766729863287,0.18338840304304266
timebase_context,near_vs_mid_pre,source_stem,54,32,8,0.2897727272727273,0.5181878306878307,-0.3625824997736728,0.007050636352673337
acquisition_context,near_vs_mid_pre,source_stem,54,32,8,0.20454545454545453,0.4457656579506299,-0.5029772578753534,0.00010607772710287394
front_plus_kinetic_plus_timebase,near_vs_post_control,cycleNo,84,32,42,0.7824519230769232,0.773294949691725,0.47518564333085644,4.9380741197738095e-06
kinetic_family,near_vs_post_control,cycleNo,84,32,42,0.7451923076923077,0.7095175552397608,0.4125015797425307,9.65464594521251e-05
front_plus_kinetic_plus_qc,near_vs_post_control,cycleNo,84,32,42,0.7259615384615384,0.7005094908224125,0.38014851466468513,0.0003613557098550456
front_plus_kinetic,near_vs_post_control,cycleNo,84,32,42,0.6905048076923077,0.6382400491159347,0.32049755092740745,0.0029565311688382018
acquisition_context,near_vs_post_control,cycleNo,84,32,42,0.6802884615384616,0.5511056806925352,0.30330998510480195,0.005037573654687547
concordance_score,near_vs_post_control,cycleNo,84,32,42,0.677283653846154,0.6024641336567839,0.29825632854304285,0.005858066477607549
qc_family,near_vs_post_control,cycleNo,84,32,42,0.5889423076923076,0.7131187739826653,0.16000112645107625,0.14598897004283093
timebase_context,near_vs_post_control,cycleNo,84,32,42,0.5480769230769231,0.6822781385281385,0.08173871097772262,0.45980943972008653
front_family,near_vs_post_control,cycleNo,84,32,42,0.53125,0.4342400884156038,0.052573996895722806,0.6348173523634951
kinetic_family,near_vs_post_control,source_stem,84,32,11,0.743389423076923,0.7238908112462523,0.40946847989148266,0.00010990002300487105
front_plus_kinetic_plus_qc,near_vs_post_control,source_stem,84,32,11,0.6862980769230769,0.6743874393443138,0.3134203179416287,0.00369574416667555
front_plus_kinetic,near_vs_post_control,source_stem,84,32,11,0.65625,0.5858127487157326,0.2628686537574951,0.015701519801854226
concordance_score,near_vs_post_control,source_stem,84,32,11,0.6484375,0.5648329857070118,0.24977074383089545,0.021944232128437567
qc_family,near_vs_post_control,source_stem,84,32,11,0.596153846153846,0.7084054061160838,0.16268370314192412,0.13926097936916634
acquisition_context,near_vs_post_control,source_stem,84,32,11,0.5625,0.4151175099903956,0.10514746150299802,0.34115042819484304
front_family,near_vs_post_control,source_stem,84,32,11,0.3870192307692308,0.3202561737868478,-0.1901089062356613,0.08325513013059824
front_plus_kinetic_plus_timebase,near_vs_post_control,source_stem,84,32,11,0.17307692307692307,0.2514996974900048,-0.5500021063233742,5.989427869865211e-08
timebase_context,near_vs_post_control,source_stem,84,32,11,0.019230769230769225,0.2595096316405166,-0.8129940561060421,5.906515895150792e-21
