feature_set,model,mean_balanced_accuracy,mean_roc_auc,mean_average_precision,folds,permutation_index
physics_no_selection_qc,logistic_l2,0.5,0.5104166666666667,0.5354748260998261,4,75
physics_no_selection_qc,random_forest,0.40104166666666663,0.390625,0.5274148305398305,4,75
all_physics_plus_qc,logistic_l2,0.5677083333333333,0.49479166666666663,0.5264626577126578,4,76
all_physics_plus_qc,random_forest,0.4739583333333333,0.546875,0.5275310337810338,4,76
physics_no_selection_qc,logistic_l2,0.5729166666666667,0.46875,0.5242597680097679,4,76
physics_no_selection_qc,random_forest,0.453125,0.5052083333333333,0.552059052059052,4,76
all_physics_plus_qc,logistic_l2,0.5052083333333334,0.4427083333333333,0.46301233488733495,4,77
all_physics_plus_qc,random_forest,0.5677083333333333,0.59375,0.5851128038628038,4,77
physics_no_selection_qc,logistic_l2,0.5677083333333333,0.47395833333333337,0.48650493025493025,4,77
physics_no_selection_qc,random_forest,0.5104166666666666,0.59375,0.5485808173308173,4,77
all_physics_plus_qc,logistic_l2,0.609375,0.671875,0.7255393911643911,4,78
all_physics_plus_qc,random_forest,0.625,0.6302083333333333,0.702497964997965,4,78
physics_no_selection_qc,logistic_l2,0.5729166666666666,0.6041666666666666,0.6728034696784697,4,78
physics_no_selection_qc,random_forest,0.625,0.625,0.6986136548636548,4,78
all_physics_plus_qc,logistic_l2,0.43229166666666663,0.359375,0.5032656001406001,4,79
all_physics_plus_qc,random_forest,0.4375,0.4739583333333333,0.5658450345950345,4,79
physics_no_selection_qc,logistic_l2,0.59375,0.4739583333333333,0.5616970991970991,4,79
physics_no_selection_qc,random_forest,0.453125,0.578125,0.6413144725644725,4,79
all_physics_plus_qc,logistic_l2,0.6041666666666666,0.6666666666666666,0.6851977883227882,4,80
all_physics_plus_qc,random_forest,0.546875,0.4583333333333333,0.5501343563843564,4,80
physics_no_selection_qc,logistic_l2,0.6770833333333333,0.7864583333333333,0.8250291375291375,4,80
physics_no_selection_qc,random_forest,0.53125,0.4739583333333333,0.5693359880859881,4,80
all_physics_plus_qc,logistic_l2,0.5520833333333334,0.4583333333333333,0.5435614154364155,4,81
all_physics_plus_qc,random_forest,0.578125,0.5677083333333333,0.5829886548636548,4,81
physics_no_selection_qc,logistic_l2,0.47916666666666663,0.4895833333333333,0.5810869685869686,4,81
physics_no_selection_qc,random_forest,0.4427083333333333,0.5572916666666667,0.5690323565323565,4,81
all_physics_plus_qc,logistic_l2,0.5260416666666666,0.578125,0.5786613849113849,4,82
all_physics_plus_qc,random_forest,0.43229166666666663,0.46875,0.549417365042365,4,82
physics_no_selection_qc,logistic_l2,0.5729166666666667,0.53125,0.6051698301698302,4,82
physics_no_selection_qc,random_forest,0.47395833333333337,0.46875000000000006,0.5311876780626781,4,82
all_physics_plus_qc,logistic_l2,0.5364583333333334,0.625,0.6521011396011396,4,83
all_physics_plus_qc,random_forest,0.5625,0.5625,0.6389916796166796,4,83
physics_no_selection_qc,logistic_l2,0.5208333333333334,0.65625,0.6834656084656084,4,83
physics_no_selection_qc,random_forest,0.5625,0.578125,0.6754667785917785,4,83
all_physics_plus_qc,logistic_l2,0.47395833333333337,0.484375,0.5899942649942649,4,84
all_physics_plus_qc,random_forest,0.5520833333333334,0.5520833333333334,0.6185754060754061,4,84
physics_no_selection_qc,logistic_l2,0.4375,0.53125,0.6446151071151071,4,84
physics_no_selection_qc,random_forest,0.5625,0.5364583333333333,0.6212339743589743,4,84
all_physics_plus_qc,logistic_l2,0.5520833333333333,0.5520833333333334,0.6294833638583639,4,85
all_physics_plus_qc,random_forest,0.6458333333333333,0.6614583333333333,0.6815987253487253,4,85
physics_no_selection_qc,logistic_l2,0.53125,0.5416666666666666,0.6283908221408221,4,85
physics_no_selection_qc,random_forest,0.65625,0.6458333333333333,0.677281746031746,4,85
all_physics_plus_qc,logistic_l2,0.44270833333333326,0.421875,0.5517030423280423,4,86
all_physics_plus_qc,random_forest,0.5,0.36979166666666663,0.5105076636326635,4,86
physics_no_selection_qc,logistic_l2,0.40104166666666663,0.40104166666666663,0.5287661412661413,4,86
physics_no_selection_qc,random_forest,0.4583333333333333,0.40625,0.5196148758648759,4,86
all_physics_plus_qc,logistic_l2,0.43229166666666663,0.40625,0.47557824120324116,4,87
all_physics_plus_qc,random_forest,0.4739583333333333,0.5208333333333334,0.6008252164502165,4,87
physics_no_selection_qc,logistic_l2,0.49479166666666663,0.4375,0.48545852295852293,4,87
physics_no_selection_qc,random_forest,0.46354166666666663,0.46354166666666663,0.570995670995671,4,87
all_physics_plus_qc,logistic_l2,0.4270833333333333,0.4270833333333333,0.47900860713360716,4,88
all_physics_plus_qc,random_forest,0.53125,0.5260416666666667,0.5972488159988161,4,88
physics_no_selection_qc,logistic_l2,0.4895833333333333,0.4270833333333333,0.4806418118918119,4,88
physics_no_selection_qc,random_forest,0.5208333333333333,0.49479166666666663,0.5724880443630443,4,88
all_physics_plus_qc,logistic_l2,0.5208333333333334,0.4947916666666667,0.546165293040293,4,89
all_physics_plus_qc,random_forest,0.5,0.44791666666666663,0.5001919376919377,4,89
physics_no_selection_qc,logistic_l2,0.49479166666666663,0.5052083333333334,0.5352272727272728,4,89
physics_no_selection_qc,random_forest,0.453125,0.421875,0.5132579226329226,4,89
all_physics_plus_qc,logistic_l2,0.3802083333333333,0.3020833333333333,0.42670165482665484,4,90
all_physics_plus_qc,random_forest,0.30729166666666663,0.19791666666666666,0.38005513005513003,4,90
physics_no_selection_qc,logistic_l2,0.4322916666666667,0.3958333333333333,0.47212382524882524,4,90
physics_no_selection_qc,random_forest,0.30729166666666663,0.265625,0.414533152033152,4,90
all_physics_plus_qc,logistic_l2,0.5208333333333333,0.5729166666666666,0.6456349206349206,4,91
all_physics_plus_qc,random_forest,0.44791666666666663,0.46874999999999994,0.5577975265475266,4,91
physics_no_selection_qc,logistic_l2,0.5885416666666666,0.5729166666666666,0.6152281746031746,4,91
physics_no_selection_qc,random_forest,0.4270833333333333,0.47916666666666663,0.578772385022385,4,91
all_physics_plus_qc,logistic_l2,0.5,0.48958333333333337,0.5944249037999038,4,92
all_physics_plus_qc,random_forest,0.578125,0.5208333333333334,0.5739160145410145,4,92
physics_no_selection_qc,logistic_l2,0.5729166666666666,0.546875,0.6523719336219336,4,92
physics_no_selection_qc,random_forest,0.6354166666666666,0.6145833333333333,0.6247610028860029,4,92
all_physics_plus_qc,logistic_l2,0.4635416666666667,0.44791666666666663,0.5849066442816443,4,93
all_physics_plus_qc,random_forest,0.4375,0.453125,0.5986239454989455,4,93
physics_no_selection_qc,logistic_l2,0.42708333333333337,0.40104166666666663,0.4983222795722796,4,93
physics_no_selection_qc,random_forest,0.453125,0.46875,0.5749707468457468,4,93
all_physics_plus_qc,logistic_l2,0.3802083333333333,0.328125,0.4495391182891183,4,94
all_physics_plus_qc,random_forest,0.40104166666666663,0.40625,0.450487012987013,4,94
physics_no_selection_qc,logistic_l2,0.3958333333333333,0.2916666666666667,0.4364411051911051,4,94
physics_no_selection_qc,random_forest,0.4375,0.38020833333333337,0.4780394374144374,4,94
all_physics_plus_qc,logistic_l2,0.5052083333333333,0.484375,0.5413002506752507,4,95
all_physics_plus_qc,random_forest,0.5052083333333334,0.546875,0.6200815388315388,4,95
physics_no_selection_qc,logistic_l2,0.47395833333333326,0.5260416666666666,0.581541144041144,4,95
physics_no_selection_qc,random_forest,0.546875,0.6302083333333333,0.6571428571428571,4,95
all_physics_plus_qc,logistic_l2,0.515625,0.53125,0.5801569957819958,4,96
all_physics_plus_qc,random_forest,0.44270833333333337,0.3854166666666667,0.4993862618862619,4,96
physics_no_selection_qc,logistic_l2,0.49479166666666663,0.5364583333333333,0.5683183714433714,4,96
physics_no_selection_qc,random_forest,0.4270833333333333,0.4322916666666667,0.541233534983535,4,96
all_physics_plus_qc,logistic_l2,0.453125,0.34375,0.4514430014430014,4,97
all_physics_plus_qc,random_forest,0.49479166666666663,0.44270833333333337,0.5281981906981906,4,97
physics_no_selection_qc,logistic_l2,0.484375,0.40625,0.5079543142043143,4,97
physics_no_selection_qc,random_forest,0.49479166666666663,0.4114583333333333,0.5191644004144005,4,97
all_physics_plus_qc,logistic_l2,0.5,0.515625,0.5598199254449254,4,98
all_physics_plus_qc,random_forest,0.42708333333333326,0.4583333333333333,0.49593462093462093,4,98
physics_no_selection_qc,logistic_l2,0.4583333333333333,0.46875,0.5072340853590853,4,98
physics_no_selection_qc,random_forest,0.39583333333333326,0.45833333333333337,0.49174563862063864,4,98
all_physics_plus_qc,logistic_l2,0.5572916666666666,0.5208333333333334,0.5837808025308024,4,99
all_physics_plus_qc,random_forest,0.515625,0.5677083333333333,0.5904115560365559,4,99
physics_no_selection_qc,logistic_l2,0.546875,0.515625,0.565313159063159,4,99
physics_no_selection_qc,random_forest,0.5260416666666666,0.53125,0.5815310846560846,4,99
all_physics_plus_qc,logistic_l2,0.38541666666666663,0.29166666666666663,0.4086803243053243,4,100
all_physics_plus_qc,random_forest,0.3489583333333333,0.359375,0.478282597032597,4,100
physics_no_selection_qc,logistic_l2,0.3802083333333333,0.296875,0.4342705905205905,4,100
physics_no_selection_qc,random_forest,0.38541666666666663,0.359375,0.47538005975505976,4,100
all_physics_plus_qc,logistic_l2,0.5364583333333333,0.6041666666666667,0.6429576210826211,4,101
all_physics_plus_qc,random_forest,0.4375,0.5,0.5493879962629963,4,101
physics_no_selection_qc,logistic_l2,0.5729166666666666,0.6197916666666667,0.6762922262922263,4,101
physics_no_selection_qc,random_forest,0.46875,0.5,0.5444289506789506,4,101
all_physics_plus_qc,logistic_l2,0.4114583333333333,0.46875,0.5851657601657602,4,102
all_physics_plus_qc,random_forest,0.43749999999999994,0.421875,0.4815294659044659,4,102
physics_no_selection_qc,logistic_l2,0.484375,0.5520833333333334,0.6006890100640101,4,102
physics_no_selection_qc,random_forest,0.5104166666666666,0.45833333333333326,0.5338252025752026,4,102
all_physics_plus_qc,logistic_l2,0.41666666666666663,0.34895833333333337,0.43772997835497834,4,103
all_physics_plus_qc,random_forest,0.5260416666666666,0.48958333333333337,0.5307154650904651,4,103
physics_no_selection_qc,logistic_l2,0.3958333333333333,0.32291666666666663,0.4354810698560699,4,103
physics_no_selection_qc,random_forest,0.46875,0.5104166666666667,0.557573791948792,4,103
all_physics_plus_qc,logistic_l2,0.59375,0.65625,0.7363603988603988,4,104
all_physics_plus_qc,random_forest,0.578125,0.6510416666666666,0.7281580687830688,4,104
physics_no_selection_qc,logistic_l2,0.6145833333333333,0.6666666666666667,0.706383547008547,4,104
physics_no_selection_qc,random_forest,0.625,0.6197916666666666,0.6720403439153438,4,104
all_physics_plus_qc,logistic_l2,0.359375,0.34375,0.43249620749620754,4,105
all_physics_plus_qc,random_forest,0.26041666666666663,0.25520833333333337,0.39506974506974507,4,105
physics_no_selection_qc,logistic_l2,0.3489583333333333,0.3020833333333333,0.42036146723646717,4,105
physics_no_selection_qc,random_forest,0.2708333333333333,0.21354166666666666,0.3818754162504162,4,105
all_physics_plus_qc,logistic_l2,0.5677083333333334,0.625,0.6774636243386243,4,106
all_physics_plus_qc,random_forest,0.5208333333333334,0.59375,0.6392030423280423,4,106
physics_no_selection_qc,logistic_l2,0.515625,0.6145833333333334,0.6889638139638139,4,106
physics_no_selection_qc,random_forest,0.53125,0.59375,0.6525565869315869,4,106
all_physics_plus_qc,logistic_l2,0.5520833333333334,0.546875,0.6065957190957191,4,107
all_physics_plus_qc,random_forest,0.546875,0.59375,0.6393668831168831,4,107
physics_no_selection_qc,logistic_l2,0.5364583333333334,0.546875,0.5655077561327562,4,107
physics_no_selection_qc,random_forest,0.546875,0.5677083333333334,0.6461878399378399,4,107
all_physics_plus_qc,logistic_l2,0.43229166666666663,0.3958333333333333,0.5285058691308692,4,108
all_physics_plus_qc,random_forest,0.421875,0.3020833333333333,0.4543364043364043,4,108
physics_no_selection_qc,logistic_l2,0.390625,0.40104166666666663,0.4924887612387612,4,108
physics_no_selection_qc,random_forest,0.5260416666666666,0.390625,0.5752418877418878,4,108
all_physics_plus_qc,logistic_l2,0.5260416666666666,0.546875,0.5652189245939245,4,109
all_physics_plus_qc,random_forest,0.6770833333333333,0.6510416666666666,0.65627405002405,4,109
physics_no_selection_qc,logistic_l2,0.5989583333333333,0.5729166666666666,0.6018438737188737,4,109
physics_no_selection_qc,random_forest,0.6510416666666666,0.65625,0.6604497354497354,4,109
all_physics_plus_qc,logistic_l2,0.40104166666666663,0.41666666666666663,0.523000148000148,4,110
all_physics_plus_qc,random_forest,0.5572916666666666,0.7083333333333334,0.7158564814814815,4,110
physics_no_selection_qc,logistic_l2,0.46354166666666663,0.484375,0.559831487956488,4,110
physics_no_selection_qc,random_forest,0.609375,0.6822916666666666,0.69817347004847,4,110
all_physics_plus_qc,logistic_l2,0.38541666666666663,0.421875,0.5128718503718503,4,111
all_physics_plus_qc,random_forest,0.5625,0.5416666666666666,0.597783004033004,4,111
physics_no_selection_qc,logistic_l2,0.5364583333333333,0.5677083333333334,0.6361898518148518,4,111
physics_no_selection_qc,random_forest,0.5572916666666666,0.640625,0.6777981277981278,4,111
all_physics_plus_qc,logistic_l2,0.5729166666666666,0.5989583333333334,0.581762566137566,4,112
all_physics_plus_qc,random_forest,0.5729166666666666,0.6458333333333333,0.6337975681725682,4,112
physics_no_selection_qc,logistic_l2,0.6197916666666666,0.6041666666666666,0.5965275465275465,4,112
physics_no_selection_qc,random_forest,0.546875,0.59375,0.620651455026455,4,112
all_physics_plus_qc,logistic_l2,0.5416666666666666,0.6302083333333334,0.6850919913419913,4,113
all_physics_plus_qc,random_forest,0.5729166666666667,0.609375,0.6683454277204277,4,113
physics_no_selection_qc,logistic_l2,0.6354166666666666,0.6510416666666667,0.676925505050505,4,113
physics_no_selection_qc,random_forest,0.6041666666666666,0.6145833333333333,0.7013824138824138,4,113
all_physics_plus_qc,logistic_l2,0.44791666666666663,0.4270833333333333,0.5323040385540385,4,114
all_physics_plus_qc,random_forest,0.40104166666666663,0.4375,0.5273828023828023,4,114
physics_no_selection_qc,logistic_l2,0.5052083333333334,0.5104166666666666,0.546105167980168,4,114
physics_no_selection_qc,random_forest,0.4270833333333333,0.41145833333333337,0.5198854386354386,4,114
all_physics_plus_qc,logistic_l2,0.609375,0.578125,0.6049029674029673,4,115
all_physics_plus_qc,random_forest,0.40104166666666663,0.390625,0.4743725024975025,4,115
physics_no_selection_qc,logistic_l2,0.5833333333333334,0.5416666666666666,0.5864415676915676,4,115
physics_no_selection_qc,random_forest,0.375,0.36979166666666663,0.46603419728419726,4,115
all_physics_plus_qc,logistic_l2,0.53125,0.515625,0.6124808062308063,4,116
all_physics_plus_qc,random_forest,0.5989583333333333,0.6354166666666667,0.6831346893846894,4,116
physics_no_selection_qc,logistic_l2,0.5625,0.5260416666666667,0.6228375790875791,4,116
physics_no_selection_qc,random_forest,0.6041666666666666,0.5885416666666667,0.6571112914862914,4,116
all_physics_plus_qc,logistic_l2,0.33854166666666663,0.36979166666666663,0.46185342435342436,4,117
all_physics_plus_qc,random_forest,0.421875,0.34375,0.4332690457690458,4,117
physics_no_selection_qc,logistic_l2,0.42708333333333337,0.3489583333333333,0.4529617373367374,4,117
physics_no_selection_qc,random_forest,0.3802083333333333,0.3072916666666667,0.4297764735264735,4,117
all_physics_plus_qc,logistic_l2,0.359375,0.32291666666666663,0.4765738890738891,4,118
all_physics_plus_qc,random_forest,0.484375,0.4010416666666667,0.5235472860472861,4,118
physics_no_selection_qc,logistic_l2,0.41666666666666663,0.3385416666666667,0.5004517473267474,4,118
physics_no_selection_qc,random_forest,0.4375,0.3697916666666667,0.5178096209346209,4,118
all_physics_plus_qc,logistic_l2,0.390625,0.375,0.4986981768231768,4,119
all_physics_plus_qc,random_forest,0.5052083333333333,0.5364583333333334,0.5420304232804233,4,119
physics_no_selection_qc,logistic_l2,0.4895833333333333,0.42708333333333337,0.5137737262737263,4,119
physics_no_selection_qc,random_forest,0.4739583333333333,0.5416666666666666,0.5710813492063492,4,119
all_physics_plus_qc,logistic_l2,0.40104166666666663,0.4114583333333333,0.5047805204055203,4,120
all_physics_plus_qc,random_forest,0.44791666666666663,0.5052083333333333,0.5145347707847707,4,120
physics_no_selection_qc,logistic_l2,0.4114583333333333,0.421875,0.5293989575239575,4,120
physics_no_selection_qc,random_forest,0.421875,0.45833333333333337,0.522866600991601,4,120
all_physics_plus_qc,logistic_l2,0.5572916666666666,0.515625,0.605622964997965,4,121
all_physics_plus_qc,random_forest,0.6666666666666666,0.5729166666666667,0.6124466968216968,4,121
physics_no_selection_qc,logistic_l2,0.5416666666666666,0.5520833333333334,0.6092480436230436,4,121
physics_no_selection_qc,random_forest,0.6614583333333333,0.5677083333333334,0.6113717301217301,4,121
all_physics_plus_qc,logistic_l2,0.46354166666666663,0.3958333333333333,0.4733273670773671,4,122
all_physics_plus_qc,random_forest,0.359375,0.22916666666666666,0.41244149369149374,4,122
physics_no_selection_qc,logistic_l2,0.43749999999999994,0.4010416666666667,0.47372939560439564,4,122
physics_no_selection_qc,random_forest,0.34375,0.2916666666666667,0.440985865985866,4,122
all_physics_plus_qc,logistic_l2,0.5833333333333334,0.578125,0.6203117484367484,4,123
all_physics_plus_qc,random_forest,0.5625,0.5520833333333333,0.6077977577977578,4,123
physics_no_selection_qc,logistic_l2,0.6041666666666667,0.5833333333333334,0.632144129019129,4,123
physics_no_selection_qc,random_forest,0.5416666666666666,0.5416666666666666,0.6138886576386576,4,123
all_physics_plus_qc,logistic_l2,0.49479166666666663,0.4791666666666667,0.5630722286972287,4,124
all_physics_plus_qc,random_forest,0.6041666666666666,0.6875,0.7081935425685425,4,124
physics_no_selection_qc,logistic_l2,0.5,0.5,0.5925367456617456,4,124
physics_no_selection_qc,random_forest,0.5520833333333333,0.65625,0.7035308441558441,4,124
all_physics_plus_qc,logistic_l2,0.4739583333333333,0.4947916666666667,0.5864606458356458,4,125
all_physics_plus_qc,random_forest,0.5208333333333333,0.5572916666666666,0.5934433621933622,4,125
physics_no_selection_qc,logistic_l2,0.5052083333333333,0.5,0.61503959003959,4,125
physics_no_selection_qc,random_forest,0.5729166666666667,0.5416666666666666,0.6051790801790802,4,125
all_physics_plus_qc,logistic_l2,0.4114583333333333,0.34375,0.4915186665186665,4,126
all_physics_plus_qc,random_forest,0.33854166666666663,0.44270833333333337,0.5717744061494061,4,126
physics_no_selection_qc,logistic_l2,0.44791666666666663,0.3489583333333333,0.46227834665334666,4,126
physics_no_selection_qc,random_forest,0.453125,0.5104166666666666,0.6320970695970696,4,126
all_physics_plus_qc,logistic_l2,0.46354166666666663,0.43229166666666663,0.5347548285048285,4,127
all_physics_plus_qc,random_forest,0.5677083333333334,0.5677083333333333,0.5923533642283642,4,127
physics_no_selection_qc,logistic_l2,0.421875,0.4739583333333333,0.5512636668886669,4,127
physics_no_selection_qc,random_forest,0.5625,0.5729166666666666,0.6195855070855071,4,127
all_physics_plus_qc,logistic_l2,0.609375,0.6302083333333333,0.62255291005291,4,128
all_physics_plus_qc,random_forest,0.5104166666666666,0.515625,0.5814992877492877,4,128
physics_no_selection_qc,logistic_l2,0.515625,0.5625,0.6220654345654346,4,128
physics_no_selection_qc,random_forest,0.53125,0.515625,0.5771069208569208,4,128
all_physics_plus_qc,logistic_l2,0.41666666666666663,0.484375,0.5098738067488068,4,129
all_physics_plus_qc,random_forest,0.41666666666666663,0.41666666666666663,0.5021239177489177,4,129
physics_no_selection_qc,logistic_l2,0.40625,0.4114583333333333,0.524582708957709,4,129
physics_no_selection_qc,random_forest,0.4375,0.390625,0.46883001258001256,4,129
all_physics_plus_qc,logistic_l2,0.546875,0.6666666666666666,0.7165356634106633,4,130
all_physics_plus_qc,random_forest,0.5520833333333334,0.6822916666666667,0.6601052882302882,4,130
physics_no_selection_qc,logistic_l2,0.5885416666666666,0.625,0.6554155335405335,4,130
physics_no_selection_qc,random_forest,0.5520833333333333,0.6770833333333334,0.6773644179894179,4,130
all_physics_plus_qc,logistic_l2,0.5625,0.6614583333333334,0.6699582824582825,4,131
all_physics_plus_qc,random_forest,0.4739583333333333,0.375,0.4811325248825249,4,131
physics_no_selection_qc,logistic_l2,0.625,0.6666666666666666,0.6711893430643431,4,131
physics_no_selection_qc,random_forest,0.4895833333333333,0.4270833333333333,0.499034299034299,4,131
all_physics_plus_qc,logistic_l2,0.46875,0.4114583333333333,0.5045678858178858,4,132
all_physics_plus_qc,random_forest,0.484375,0.359375,0.4376193251193251,4,132
physics_no_selection_qc,logistic_l2,0.5208333333333333,0.40104166666666663,0.5173341704591705,4,132
physics_no_selection_qc,random_forest,0.4791666666666667,0.40625,0.5222889379139379,4,132
all_physics_plus_qc,logistic_l2,0.4166666666666667,0.484375,0.5563742969992971,4,133
all_physics_plus_qc,random_forest,0.640625,0.5885416666666666,0.6937169312169312,4,133
physics_no_selection_qc,logistic_l2,0.5052083333333333,0.484375,0.5149827024827025,4,133
physics_no_selection_qc,random_forest,0.484375,0.5052083333333334,0.546628256003256,4,133
all_physics_plus_qc,logistic_l2,0.4375,0.5,0.5470238095238095,4,134
all_physics_plus_qc,random_forest,0.4583333333333333,0.40625,0.5152573121323121,4,134
physics_no_selection_qc,logistic_l2,0.5,0.4375,0.5261204073704073,4,134
physics_no_selection_qc,random_forest,0.5260416666666666,0.47916666666666663,0.5786664724164724,4,134
all_physics_plus_qc,logistic_l2,0.49479166666666663,0.5677083333333334,0.5802349271099272,4,135
all_physics_plus_qc,random_forest,0.453125,0.53125,0.5691734191734191,4,135
physics_no_selection_qc,logistic_l2,0.49479166666666663,0.5416666666666666,0.5577707015207015,4,135
physics_no_selection_qc,random_forest,0.5052083333333333,0.5364583333333333,0.5740064333814334,4,135
all_physics_plus_qc,logistic_l2,0.5885416666666667,0.609375,0.676840404965405,4,136
all_physics_plus_qc,random_forest,0.5104166666666666,0.5052083333333333,0.5550770988270988,4,136
physics_no_selection_qc,logistic_l2,0.53125,0.5572916666666666,0.6029201122951122,4,136
physics_no_selection_qc,random_forest,0.5208333333333334,0.46875,0.5520272551522551,4,136
all_physics_plus_qc,logistic_l2,0.34375,0.23958333333333331,0.3880171911421912,4,137
all_physics_plus_qc,random_forest,0.4270833333333333,0.4427083333333333,0.5008477633477633,4,137
physics_no_selection_qc,logistic_l2,0.34375,0.2760416666666667,0.3971122627372628,4,137
physics_no_selection_qc,random_forest,0.4427083333333333,0.49479166666666663,0.5285875004625005,4,137
all_physics_plus_qc,logistic_l2,0.3333333333333333,0.23958333333333331,0.4174288674288674,4,138
all_physics_plus_qc,random_forest,0.40625,0.390625,0.46385061697561697,4,138
physics_no_selection_qc,logistic_l2,0.4375,0.29166666666666663,0.4337438024938025,4,138
physics_no_selection_qc,random_forest,0.43229166666666663,0.40625,0.46618196618196617,4,138
all_physics_plus_qc,logistic_l2,0.3645833333333333,0.2552083333333333,0.41688901376401377,4,139
all_physics_plus_qc,random_forest,0.44270833333333337,0.3697916666666667,0.4611116892366892,4,139
physics_no_selection_qc,logistic_l2,0.328125,0.16145833333333334,0.36254070004070005,4,139
physics_no_selection_qc,random_forest,0.421875,0.38541666666666663,0.4913200225700226,4,139
all_physics_plus_qc,logistic_l2,0.5364583333333334,0.44791666666666663,0.5079340798090798,4,140
all_physics_plus_qc,random_forest,0.4479166666666667,0.36979166666666663,0.4789758852258852,4,140
physics_no_selection_qc,logistic_l2,0.515625,0.35416666666666663,0.44918565231065233,4,140
physics_no_selection_qc,random_forest,0.40625,0.3958333333333333,0.48969468031968033,4,140
all_physics_plus_qc,logistic_l2,0.640625,0.7916666666666667,0.7939905002405001,4,141
all_physics_plus_qc,random_forest,0.5364583333333333,0.578125,0.6134933353683354,4,141
physics_no_selection_qc,logistic_l2,0.6197916666666667,0.734375,0.7161044973544973,4,141
physics_no_selection_qc,random_forest,0.5416666666666666,0.5416666666666666,0.6152625152625153,4,141
all_physics_plus_qc,logistic_l2,0.41145833333333337,0.453125,0.5018313862063862,4,142
all_physics_plus_qc,random_forest,0.47916666666666663,0.40625,0.5345166407666407,4,142
physics_no_selection_qc,logistic_l2,0.39583333333333337,0.4166666666666667,0.4919628982128982,4,142
physics_no_selection_qc,random_forest,0.3958333333333333,0.4322916666666667,0.5457314676064676,4,142
all_physics_plus_qc,logistic_l2,0.5104166666666666,0.5260416666666666,0.5450409544159545,4,143
all_physics_plus_qc,random_forest,0.5416666666666666,0.6197916666666666,0.6345987345987346,4,143
physics_no_selection_qc,logistic_l2,0.47916666666666663,0.5833333333333334,0.5855349511599511,4,143
physics_no_selection_qc,random_forest,0.5416666666666666,0.625,0.6597718253968253,4,143
all_physics_plus_qc,logistic_l2,0.40104166666666663,0.3177083333333333,0.47669113294113297,4,144
all_physics_plus_qc,random_forest,0.3645833333333333,0.3489583333333333,0.46125818625818626,4,144
physics_no_selection_qc,logistic_l2,0.453125,0.36979166666666663,0.49959797147297147,4,144
physics_no_selection_qc,random_forest,0.4270833333333333,0.31770833333333337,0.4498073685573686,4,144
all_physics_plus_qc,logistic_l2,0.5364583333333333,0.5833333333333333,0.6508140008140008,4,145
all_physics_plus_qc,random_forest,0.47395833333333337,0.546875,0.5619135494135494,4,145
physics_no_selection_qc,logistic_l2,0.47916666666666663,0.6145833333333333,0.6988055925555925,4,145
physics_no_selection_qc,random_forest,0.4947916666666667,0.515625,0.5099537037037037,4,145
all_physics_plus_qc,logistic_l2,0.6302083333333334,0.671875,0.7052005864505864,4,146
all_physics_plus_qc,random_forest,0.6354166666666666,0.6614583333333333,0.6546880203130203,4,146
physics_no_selection_qc,logistic_l2,0.6458333333333334,0.6875,0.7346049783549784,4,146
physics_no_selection_qc,random_forest,0.6354166666666666,0.65625,0.6413881257631258,4,146
all_physics_plus_qc,logistic_l2,0.5625,0.5625,0.5707188644688644,4,147
all_physics_plus_qc,random_forest,0.5052083333333333,0.4791666666666667,0.5347298534798535,4,147
physics_no_selection_qc,logistic_l2,0.5833333333333333,0.5885416666666666,0.5885008510008509,4,147
physics_no_selection_qc,random_forest,0.515625,0.5,0.5662953944203944,4,147
all_physics_plus_qc,logistic_l2,0.4427083333333333,0.30729166666666663,0.44853202353202354,4,148
all_physics_plus_qc,random_forest,0.5052083333333334,0.3541666666666667,0.4842130092130092,4,148
physics_no_selection_qc,logistic_l2,0.4635416666666667,0.35416666666666663,0.4927905427905428,4,148
physics_no_selection_qc,random_forest,0.4166666666666667,0.359375,0.47919557294557297,4,148
all_physics_plus_qc,logistic_l2,0.4895833333333333,0.4270833333333333,0.5101469132719132,4,149
all_physics_plus_qc,random_forest,0.5260416666666667,0.46875,0.5293828856328856,4,149
physics_no_selection_qc,logistic_l2,0.5104166666666666,0.44791666666666663,0.5432382432382432,4,149
physics_no_selection_qc,random_forest,0.47916666666666663,0.41666666666666663,0.5106316137566138,4,149
all_physics_plus_qc,logistic_l2,0.5885416666666666,0.5677083333333334,0.6173430735930736,4,150
all_physics_plus_qc,random_forest,0.6354166666666666,0.625,0.7153256465756466,4,150
physics_no_selection_qc,logistic_l2,0.5625,0.5416666666666666,0.5557792901542902,4,150
physics_no_selection_qc,random_forest,0.625,0.671875,0.7201296388796388,4,150
all_physics_plus_qc,logistic_l2,0.4114583333333333,0.390625,0.44941736504236507,4,151
all_physics_plus_qc,random_forest,0.390625,0.18229166666666669,0.3661374505124505,4,151
physics_no_selection_qc,logistic_l2,0.453125,0.34375,0.43298067673067675,4,151
physics_no_selection_qc,random_forest,0.40625,0.25,0.3991551272801273,4,151
all_physics_plus_qc,logistic_l2,0.5052083333333333,0.5052083333333334,0.5684724997224997,4,152
all_physics_plus_qc,random_forest,0.30729166666666663,0.203125,0.38625032375032375,4,152
physics_no_selection_qc,logistic_l2,0.5052083333333333,0.53125,0.5566480972730973,4,152
physics_no_selection_qc,random_forest,0.3489583333333333,0.25,0.41649369149369153,4,152
