target,feature,direction,n,n_positive,oriented_auc,average_precision,median_positive_minus_negative,raw_source_eta2
clean_pre16_vs_post_control,q75_max_abs_rate,higher_in_positive,106,54,0.620014245014245,0.6939215198760195,0.10479204339963921,0.6731959216584501
clean_pre16_vs_post_control,q75_phase_fraction_total_variation,higher_in_positive,106,54,0.6146723646723646,0.6706334023723659,0.0258951175406871,0.7559442375703761
clean_pre16_vs_post_control,q75_phase_fraction_slope,higher_in_positive,106,54,0.6118233618233617,0.6670208089714957,0.0034166140165553,0.5034370686479696
clean_pre16_vs_post_control,stage_drift_xy_sampled,higher_in_positive,106,54,0.6096866096866096,0.602015531597129,0.02639320225002109,0.40127128174606674
clean_pre16_vs_post_control,object_mean_abs_z,lower_in_positive,106,54,0.6075498575498575,0.5787711067693905,-2.401167869567871,0.24062877316727443
clean_pre16_vs_post_control,q75_logistic_amp,higher_in_positive,105,53,0.606676342525399,0.6883602176469259,0.07062458137269914,0.09298515868314851
clean_pre16_vs_post_control,q55_logistic_r2,lower_in_positive,102,52,0.605576923076923,0.5848615132374848,-0.03793062771388095,0.18515488889114617
clean_pre16_vs_post_control,q75_logistic_k,higher_in_positive,105,53,0.5986937590711175,0.5636153859818079,11.645459698632068,0.1972943409379769
clean_pre16_vs_post_control,q75_time_of_max_abs_rate_frac,higher_in_positive,106,54,0.591880341880342,0.5863536788230382,0.0368421052631579,0.14283897941809445
clean_pre16_vs_post_control,front_radius_slope_px_per_norm_time_source_echem_context_residual,higher_in_positive,73,42,0.5906298003072197,0.6254346324151772,0.11341949689760175,0.1493279651845103
clean_pre16_vs_post_control,q55_avrami_r2,lower_in_positive,106,54,0.5897435897435898,0.6210797443210871,-0.015204876244370752,0.17175605777942135
clean_pre16_vs_post_control,q65_phase_fraction_first,lower_in_positive,106,54,0.5892094017094016,0.5921043265776685,-0.00307414104882453,0.19145825985915313
clean_pre16_vs_post_control,front_radius_q60_slope_px_per_norm_time_source_echem_context_residual,higher_in_positive,55,35,0.5871428571428572,0.6852390172150372,0.23955226604544927,0.09327889181665869
clean_pre16_vs_post_control,front_radius_q80_slope_px_per_norm_time_source_echem_context_residual,lower_in_positive,54,33,0.5858585858585859,0.6984854732170979,-0.022280894932040697,0.1346362991332748
clean_pre16_vs_post_control,q55_phase_fraction_last,lower_in_positive,106,54,0.5854700854700854,0.5739844611411428,-0.002531645569620211,0.1712808300655555
